step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,161.364,,Rick,0.0,0.0,70.081,,0.0,0.0,,0.13,70.081
2.0,155.158,,Rick,0.0,0.0,87.346,,False,False,,0.0,87.346
3.0,149.956,,Rick,0.0,0.0,99.344,,False,False,,0.13,99.344
4.0,145.857,,Rick,0.0,0.0,107.21,,False,False,,0.07,107.21
5.0,142.92,,Rick,0.0,0.0,111.984,,False,False,,0.04,111.984
6.0,141.192,,Rick,0.0,0.0,114.456,,False,False,,0.06,114.456
7.0,140.715,,Rick,0.0,0.0,115.094,,False,False,,0.13,115.094
8.0,141.537,,Rick,0.0,0.0,113.982,,False,False,,0.12,113.982
9.0,143.668,,Rick,0.0,0.0,110.836,,False,False,,0.11,110.836
10.0,146.892,,Rick,0.0,0.0,105.356,,False,False,,0.09,105.356
11.0,150.646,,Rick,0.0,0.0,97.884,,False,False,,0.02,97.884
12.0,154.291,,Rick,0.0,0.0,89.503,,False,False,,0.09,89.503
13.0,157.193,,Rick,0.0,0.0,82.04,,False,False,,0.03,82.04
14.0,158.772,,Rick,0.0,0.0,77.681,,False,False,,0.05,77.681
15.0,158.772,,Rick,0.0,0.0,77.682,,False,False,,0.01,77.682
16.0,157.413,,Rick,0.0,0.0,81.443,,False,False,,0.15,81.443
17.0,155.027,,Rick,0.0,0.0,87.676,,False,False,,0.02,87.676
18.0,151.949,,Rick,0.0,0.0,95.015,,False,False,,0.02,95.015
19.0,148.505,,Rick,0.0,0.0,102.289,,False,False,,0.1,102.289
20.0,144.952,,Rick,0.0,0.0,108.758,,False,False,,0.05,108.758
21.0,141.438,,Rick,0.0,0.0,114.119,,False,False,,0.01,114.119
22.0,138.09,,Rick,0.0,0.0,118.269,,False,False,,0.04,118.269
23.0,135.038,,Rick,0.0,0.0,121.238,,False,False,,0.02,121.238
24.0,132.409,,Rick,0.0,0.0,123.173,,False,False,,0.04,123.173
25.0,130.312,,Rick,0.0,0.0,124.302,,False,False,,0.12,124.302
26.0,128.827,,Rick,0.0,0.0,124.881,,False,False,,0.09,124.881
27.0,128.025,,Rick,0.0,0.0,125.117,,False,False,,0.03,125.117
28.0,127.98,,Rick,0.0,0.0,125.128,,False,False,,0.06,125.128
29.0,128.73,,Rick,0.0,0.0,124.912,,False,False,,0.04,124.912
30.0,130.1,,Rick,0.0,0.0,124.396,,False,False,,0.02,124.396
31.0,131.596,,Rick,0.0,0.0,123.654,,False,False,,0.08,123.654
32.0,132.652,,Rick,0.0,0.0,123.018,,False,False,,0.08,123.018
33.0,132.702,,Rick,0.0,0.0,122.986,,False,False,,0.03,122.986
34.0,131.238,,Rick,0.0,0.0,123.849,,False,False,,0.12,123.849
35.0,128.095,,Rick,0.0,0.0,125.098,,False,False,,0.08,125.098
36.0,123.618,,Rick,0.0,0.0,125.455,,False,False,,0.13,125.455
37.0,118.268,,Rick,0.0,0.0,123.689,,False,False,,0.11,123.689
38.0,112.502,,Morty,0.0,119.114,123.689,,False,False,,0.14,242.803
39.0,106.755,,Morty,0.0,111.794,123.689,,False,False,,0.07,235.483
40.0,101.307,,Morty,0.0,102.311,123.689,,False,False,,0.05,226.0
41.0,96.214,,Morty,0.0,91.208,123.689,,False,False,,0.02,214.897
42.0,91.482,,Morty,0.0,78.953,123.689,,False,False,,0.04,202.642
43.0,87.116,,Morty,0.0,65.99,123.689,,False,False,,0.02,189.679
44.0,83.123,,Morty,0.0,52.741,123.689,,False,False,,0.07,176.43
45.0,79.508,,Jerry,39.602,52.741,123.689,,False,False,,0.01,216.032
46.0,76.28,,Jerry,26.948,52.741,123.689,,False,False,,0.0,203.378
47.0,73.447,,Jerry,15.123,52.741,123.689,,False,False,,0.0,191.553
48.0,71.016,,Jerry,4.444,52.741,123.689,,False,False,,0.0,180.874
49.0,69.238,,Jerry,-3.674,52.741,123.689,,False,False,,0.0,172.756
50.0,68.056,,Jerry,-9.219,52.741,123.689,,False,False,,0.0,167.211
51.0,66.409,,Jerry,-17.144,52.741,123.689,,False,False,,0.0,159.286
52.0,64.42,,Jerry,-27.011,52.741,123.689,,False,False,,0.0,149.419
53.0,62.214,,Jerry,-38.341,52.741,123.689,,False,False,,0.0,138.089
54.0,59.914,,Jerry,-50.587,52.741,123.689,,False,False,,0.0,125.843
55.0,57.641,,Jerry,-63.118,52.741,123.689,,False,False,,0.0,113.312
56.0,55.518,,Jerry,-75.216,52.741,123.689,,False,False,,0.0,101.214
57.0,53.664,,Jerry,-86.088,52.741,123.689,,False,False,,0.0,90.341
58.0,52.198,,Jerry,-94.887,52.741,123.689,,False,False,,0.0,81.543
59.0,51.215,,Jerry,-100.89,52.741,123.689,,False,False,,0.0,75.54
60.0,50.663,,Jerry,-104.296,52.741,123.689,,False,False,,0.0,72.134
61.0,50.272,,Jerry,-106.718,52.741,123.689,,False,False,,0.0,69.712
62.0,49.726,,Jerry,-110.129,52.741,123.689,,False,False,,0.0,66.301
63.0,48.706,,Jerry,-116.569,52.741,123.689,,False,False,,0.0,59.861
64.0,46.93,,Jerry,-127.989,52.741,123.689,,False,False,,0.0,48.44
65.0,44.333,,Jerry,-145.158,52.741,123.689,,False,False,,0.0,31.272
66.0,41.203,,Jerry,-166.599,52.741,123.689,,True,False,,0.0,9.831
67.0,162.953,,Rick,0.0,0.0,65.143,,False,False,,0.11,65.143
68.0,155.98,,Rick,0.0,0.0,85.244,,False,False,,0.1,85.244
69.0,150.126,,Rick,0.0,0.0,98.988,,False,False,,0.13,98.988
70.0,145.491,,Rick,0.0,0.0,107.845,,False,False,,0.13,107.845
71.0,142.121,,Rick,0.0,0.0,113.158,,False,False,,0.1,113.158
72.0,140.046,,Rick,0.0,0.0,115.959,,False,False,,0.03,115.959
73.0,139.29,,Rick,0.0,0.0,116.89,,False,False,,0.03,116.89
74.0,139.88,,Rick,0.0,0.0,116.166,,False,False,,0.13,116.166
75.0,141.813,,Rick,0.0,0.0,113.596,,False,False,,0.07,113.596
76.0,144.856,,Rick,0.0,0.0,108.917,,False,False,,0.07,108.917
77.0,148.438,,Rick,0.0,0.0,102.421,,False,False,,0.05,102.421
