step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,142.47,0.13,Rick,0.0,0.0,112.652,,0.0,0.0,0.0,0.0,0.0,0.0,,112.652
2.0,140.033,0.0,Rick,0.0,0.0,115.975,,False,False,False,False,False,False,,115.975
3.0,137.92,0.13,Rick,0.0,0.0,118.455,,False,False,False,False,False,False,,118.455
4.0,136.196,0.07,Rick,0.0,0.0,120.203,,False,False,False,False,False,False,,120.203
5.0,134.863,0.04,Rick,0.0,0.0,121.385,,False,False,False,False,False,False,,121.385
6.0,133.895,0.06,Rick,0.0,0.0,122.15,,False,False,False,False,False,False,,122.15
7.0,133.258,0.13,Rick,0.0,0.0,122.611,,False,False,False,False,False,False,,122.611
8.0,132.918,0.12,Rick,0.0,0.0,122.843,,False,False,False,False,False,False,,122.843
9.0,132.839,0.11,Rick,0.0,0.0,122.896,,False,False,False,False,False,False,,122.896
10.0,132.951,0.09,Rick,0.0,0.0,122.821,,False,False,False,False,False,False,,122.821
11.0,133.136,0.02,Rick,0.0,0.0,122.696,,False,False,False,False,False,False,,122.696
12.0,133.265,0.09,Rick,0.0,0.0,122.606,,False,False,False,False,False,False,,122.606
13.0,133.214,0.03,Rick,0.0,0.0,122.642,,False,False,False,False,False,False,,122.642
14.0,132.873,0.05,Rick,0.0,0.0,122.873,,False,False,False,False,False,False,,122.873
15.0,132.197,0.01,Rick,0.0,0.0,123.303,,False,False,False,False,False,False,,123.303
16.0,131.244,0.15,Rick,0.0,0.0,123.846,,False,False,False,False,False,False,,123.846
17.0,130.095,0.02,Rick,0.0,0.0,124.399,,False,False,False,False,False,False,,124.399
18.0,128.835,0.02,Rick,0.0,0.0,124.878,,False,False,False,False,False,False,,124.878
19.0,127.551,0.1,Rick,0.0,0.0,125.231,,False,False,False,False,False,False,,125.231
20.0,126.312,0.05,Rick,0.0,0.0,125.441,,False,False,False,False,False,False,,125.441
21.0,125.161,0.01,Rick,0.0,0.0,125.521,,False,False,False,False,False,False,,125.521
22.0,124.14,0.04,Rick,0.0,0.0,125.5,,False,False,False,False,False,False,,125.5
23.0,123.288,0.02,Rick,0.0,0.0,125.415,,False,False,False,False,False,False,,125.415
24.0,122.636,0.04,Rick,0.0,0.0,125.31,,False,False,False,False,False,False,,125.31
25.0,122.118,0.12,Rick,0.0,0.0,125.201,,False,False,False,False,False,False,,125.201
26.0,121.527,0.09,Rick,0.0,0.0,125.049,,False,False,False,False,False,False,,125.049
27.0,120.628,0.03,Rick,0.0,0.0,124.763,,False,False,False,False,False,False,,124.763
28.0,119.185,0.06,Rick,0.0,0.0,124.161,,False,False,False,False,False,False,,124.161
29.0,116.993,0.04,Morty,0.0,122.916,124.161,,False,False,False,False,False,False,,247.078
30.0,114.044,0.02,Morty,0.0,120.609,124.161,,False,False,False,False,False,False,,244.77
31.0,110.621,0.02,Morty,0.0,117.021,124.161,,False,False,False,False,False,False,,241.182
32.0,107.07,0.05,Morty,0.0,112.266,124.161,,False,False,False,False,False,False,,236.428
33.0,103.74,0.03,Morty,0.0,106.853,124.161,,False,False,False,False,False,False,,231.014
34.0,100.953,0.0,Morty,0.0,101.609,124.161,,False,False,False,False,False,False,,225.771
35.0,98.865,0.05,Morty,0.0,97.257,124.161,,False,False,False,False,False,False,,221.419
36.0,97.388,0.0,Morty,0.0,93.96,124.161,,False,False,False,False,False,False,,218.122
37.0,96.381,0.05,Morty,0.0,91.606,124.161,,False,False,False,False,False,False,,215.767
38.0,95.698,0.03,Morty,0.0,89.963,124.161,,False,False,False,False,False,False,,214.125
39.0,95.202,0.07,Morty,0.0,88.745,124.161,,False,False,False,False,False,False,,212.907
40.0,94.78,0.05,Morty,0.0,87.692,124.161,,False,False,False,False,False,False,,211.854
41.0,94.359,0.02,Morty,0.0,86.626,124.161,,False,False,False,False,False,False,,210.788
42.0,93.872,0.04,Morty,0.0,85.377,124.161,,False,False,False,False,False,False,,209.539
43.0,93.254,0.02,Morty,0.0,83.762,124.161,,False,False,False,False,False,False,,207.923
44.0,92.436,0.07,Morty,0.0,81.574,124.161,,False,False,False,False,False,False,,205.735
45.0,91.348,0.01,Morty,0.0,78.579,124.161,,False,False,False,False,False,False,,202.741
46.0,89.92,0.01,Morty,0.0,74.499,124.161,,False,False,False,False,False,False,,198.661
47.0,88.081,0.03,Morty,0.0,68.993,124.161,,False,False,False,False,False,False,,193.155
48.0,85.759,0.07,Morty,0.0,61.637,124.161,,False,False,False,False,False,False,,185.798
49.0,82.943,0.03,Morty,0.0,52.114,124.161,,False,False,False,False,False,False,,176.276
50.0,79.98,0.05,Jerry,41.38,52.114,124.161,,False,False,False,False,False,False,,217.656
51.0,77.393,0.0,Jerry,31.407,52.114,124.161,,False,False,False,False,False,False,,207.682
