step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,134.118,0.05,Rick,0.0,0.0,121.981,,0.0,0.0,0.0,0.0,0.0,0.0,,121.981
2.0,136.209,0.08,Rick,0.0,0.0,120.191,,False,False,False,False,False,False,,120.191
3.0,137.709,0.06,Rick,0.0,0.0,118.682,,False,False,False,False,False,False,,118.682
4.0,138.599,0.05,Rick,0.0,0.0,117.698,,False,False,False,False,False,False,,117.698
5.0,138.976,0.07,Rick,0.0,0.0,117.262,,False,False,False,False,False,False,,117.262
6.0,138.995,0.05,Rick,0.0,0.0,117.24,,False,False,False,False,False,False,,117.24
7.0,138.836,0.07,Rick,0.0,0.0,117.425,,False,False,False,False,False,False,,117.425
8.0,138.694,0.09,Rick,0.0,0.0,117.589,,False,False,False,False,False,False,,117.589
9.0,138.743,0.06,Rick,0.0,0.0,117.533,,False,False,False,False,False,False,,117.533
10.0,139.014,0.09,Rick,0.0,0.0,117.217,,False,False,False,False,False,False,,117.217
11.0,139.323,0.06,Rick,0.0,0.0,116.85,,False,False,False,False,False,False,,116.85
12.0,139.434,0.08,Rick,0.0,0.0,116.715,,False,False,False,False,False,False,,116.715
13.0,139.114,0.07,Rick,0.0,0.0,117.1,,False,False,False,False,False,False,,117.1
14.0,138.154,0.09,Rick,0.0,0.0,118.199,,False,False,False,False,False,False,,118.199
15.0,136.528,0.06,Rick,0.0,0.0,119.886,,False,False,False,False,False,False,,119.886
16.0,134.479,0.05,Rick,0.0,0.0,121.698,,False,False,False,False,False,False,,121.698
17.0,132.31,0.07,Rick,0.0,0.0,123.234,,False,False,False,False,False,False,,123.234
18.0,130.325,0.06,Rick,0.0,0.0,124.297,,False,False,False,False,False,False,,124.297
19.0,128.803,0.06,Rick,0.0,0.0,124.889,,False,False,False,False,False,False,,124.889
20.0,127.886,0.06,Rick,0.0,0.0,125.152,,False,False,False,False,False,False,,125.152
21.0,127.508,0.06,Rick,0.0,0.0,125.24,,False,False,False,False,False,False,,125.24
22.0,127.554,0.06,Rick,0.0,0.0,125.23,,False,False,False,False,False,False,,125.23
23.0,127.915,0.05,Rick,0.0,0.0,125.145,,False,False,False,False,False,False,,125.145
24.0,128.463,0.06,Rick,0.0,0.0,124.994,,False,False,False,False,False,False,,124.994
25.0,128.988,0.06,Rick,0.0,0.0,124.827,,False,False,False,False,False,False,,124.827
26.0,129.145,0.08,Rick,0.0,0.0,124.772,,False,False,False,False,False,False,,124.772
27.0,128.563,0.07,Rick,0.0,0.0,124.964,,False,False,False,False,False,False,,124.964
28.0,126.869,0.06,Rick,0.0,0.0,125.362,,False,False,False,False,False,False,,125.362
29.0,123.752,0.09,Rick,0.0,0.0,125.469,,False,False,False,False,False,False,,125.469
30.0,119.254,0.09,Rick,0.0,0.0,124.194,,False,False,False,False,False,False,,124.194
31.0,113.945,0.08,Morty,0.0,120.519,124.194,,False,False,False,False,False,False,,244.713
32.0,108.513,0.01,Morty,0.0,114.326,124.194,,False,False,False,False,False,False,,238.52
33.0,103.649,0.01,Morty,0.0,106.691,124.194,,False,False,False,False,False,False,,230.885
34.0,99.972,0.01,Morty,0.0,99.61,124.194,,False,False,False,False,False,False,,223.805
35.0,97.701,0.01,Morty,0.0,94.673,124.194,,False,False,False,False,False,False,,218.867
36.0,96.446,0.0,Morty,0.0,91.761,124.194,,False,False,False,False,False,False,,215.955
37.0,95.685,0.03,Morty,0.0,89.932,124.194,,False,False,False,False,False,False,,214.126
38.0,94.898,0.04,Morty,0.0,87.987,124.194,,False,False,False,False,False,False,,212.181
39.0,93.607,0.03,Morty,0.0,84.686,124.194,,False,False,False,False,False,False,,208.88
40.0,91.592,0.02,Morty,0.0,79.258,124.194,,False,False,False,False,False,False,,203.453
41.0,89.018,0.0,Morty,0.0,71.833,124.194,,False,False,False,False,False,False,,196.027
42.0,86.137,0.0,Morty,0.0,62.864,124.194,,False,False,False,False,False,False,,187.058
43.0,83.197,0.04,Morty,0.0,53.0,124.194,,False,False,False,False,False,False,,177.194
44.0,80.449,0.02,Jerry,43.127,53.0,124.194,,False,False,False,False,False,False,,220.321
45.0,78.142,0.0,Jerry,34.351,53.0,124.194,,False,False,False,False,False,False,,211.545
46.0,76.523,0.0,Jerry,27.931,53.0,124.194,,False,False,False,False,False,False,,205.125
47.0,75.842,0.0,Jerry,25.163,53.0,124.194,,False,False,False,False,False,False,,202.357
48.0,76.344,0.0,Jerry,27.208,53.0,124.194,,False,False,False,False,False,False,,204.402
49.0,74.758,0.0,Jerry,20.68,53.0,124.194,,False,False,False,False,False,False,,197.874
50.0,67.981,0.0,Jerry,-9.577,53.0,124.194,,False,False,False,False,False,False,,167.617
51.0,63.432,0.0,Jerry,-32.033,53.0,124.194,,False,False,False,False,False,False,,145.161
52.0,60.75,0.0,Jerry,-46.083,53.0,124.194,,False,False,False,False,False,False,,131.111
53.0,59.572,0.0,Jerry,-52.445,53.0,124.194,,False,False,False,False,False,False,,124.748
54.0,59.534,0.0,Jerry,-52.651,53.0,124.194,,True,False,False,False,False,False,,124.543
55.0,133.774,0.08,Rick,0.0,0.0,122.24,,False,False,False,False,False,False,,122.24
56.0,136.496,0.05,Rick,0.0,0.0,119.917,,False,False,False,False,False,False,,119.917
57.0,138.507,0.09,Rick,0.0,0.0,117.803,,False,False,False,False,False,False,,117.803
58.0,139.798,0.05,Rick,0.0,0.0,116.269,,False,False,False,False,False,False,,116.269
59.0,140.481,0.06,Rick,0.0,0.0,115.401,,False,False,False,False,False,False,,115.401
60.0,140.727,0.07,Rick,0.0,0.0,115.078,,False,False,False,False,False,False,,115.078
61.0,140.734,0.05,Rick,0.0,0.0,115.069,,False,False,False,False,False,False,,115.069
62.0,140.708,0.08,Rick,0.0,0.0,115.103,,False,False,False,False,False,False,,115.103
63.0,140.834,0.05,Rick,0.0,0.0,114.938,,False,False,False,False,False,False,,114.938
64.0,141.15,0.08,Rick,0.0,0.0,114.514,,False,False,False,False,False,False,,114.514
65.0,141.478,0.05,Rick,0.0,0.0,114.064,,False,False,False,False,False,False,,114.064
66.0,141.59,0.09,Rick,0.0,0.0,113.909,,False,False,False,False,False,False,,113.909
67.0,141.254,0.08,Rick,0.0,0.0,114.372,,False,False,False,False,False,False,,114.372
68.0,140.267,0.09,Rick,0.0,0.0,115.677,,False,False,False,False,False,False,,115.677
69.0,138.606,0.06,Rick,0.0,0.0,117.69,,False,False,False,False,False,False,,117.69
70.0,136.517,0.09,Rick,0.0,0.0,119.896,,False,False,False,False,False,False,,119.896
71.0,134.304,0.05,Rick,0.0,0.0,121.836,,False,False,False,False,False,False,,121.836
72.0,132.272,0.08,Rick,0.0,0.0,123.258,,False,False,False,False,False,False,,123.258
73.0,130.702,0.07,Rick,0.0,0.0,124.12,,False,False,False,False,False,False,,124.12
74.0,129.736,0.06,Rick,0.0,0.0,124.549,,False,False,False,False,False,False,,124.549
75.0,129.306,0.08,Rick,0.0,0.0,124.714,,False,False,False,False,False,False,,124.714
76.0,129.298,0.08,Rick,0.0,0.0,124.717,,False,False,False,False,False,False,,124.717
77.0,129.601,0.09,Rick,0.0,0.0,124.602,,False,False,False,False,False,False,,124.602
78.0,130.089,0.07,Rick,0.0,0.0,124.401,,False,False,False,False,False,False,,124.401
79.0,130.546,0.07,Rick,0.0,0.0,124.195,,False,False,False,False,False,False,,124.195
80.0,130.628,0.06,Rick,0.0,0.0,124.156,,False,False,False,False,False,False,,124.156
81.0,129.961,0.07,Rick,0.0,0.0,124.456,,False,False,False,False,False,False,,124.456
82.0,128.172,0.08,Rick,0.0,0.0,125.078,,False,False,False,False,False,False,,125.078
83.0,124.946,0.08,Rick,0.0,0.0,125.524,,False,False,False,False,False,False,,125.524
84.0,120.325,0.08,Rick,0.0,0.0,124.651,,False,False,False,False,False,False,,124.651
85.0,114.878,0.09,Rick,0.0,0.0,121.335,,False,False,False,False,False,False,,121.335
86.0,109.294,0.05,Morty,0.0,115.367,121.335,,False,False,False,False,False,False,,236.701
87.0,104.262,0.02,Morty,0.0,107.762,121.335,,False,False,False,False,False,False,,229.097
88.0,100.405,0.0,Morty,0.0,100.503,121.335,,False,False,False,False,False,False,,221.838
89.0,97.942,0.02,Morty,0.0,95.217,121.335,,False,False,False,False,False,False,,216.552
90.0,96.483,0.03,Morty,0.0,91.85,121.335,,False,False,False,False,False,False,,213.184
91.0,95.51,0.01,Morty,0.0,89.502,121.335,,False,False,False,False,False,False,,210.837
92.0,94.5,0.03,Morty,0.0,86.986,121.335,,False,False,False,False,False,False,,208.321
93.0,92.98,0.01,Morty,0.0,83.036,121.335,,False,False,False,False,False,False,,204.37
94.0,90.731,0.01,Morty,0.0,76.836,121.335,,False,False,False,False,False,False,,198.17
95.0,87.918,0.01,Morty,0.0,68.491,121.335,,False,False,False,False,False,False,,189.826
96.0,84.796,0.03,Morty,0.0,58.454,121.335,,False,False,False,False,False,False,,179.788
97.0,81.615,0.02,Jerry,47.393,58.454,121.335,,False,False,False,False,False,False,,227.182
98.0,78.628,0.0,Jerry,36.24,58.454,121.335,,False,False,False,False,False,False,,216.028
99.0,76.087,0.0,Jerry,26.162,58.454,121.335,,False,False,False,False,False,False,,205.95
100.0,74.241,0.0,Jerry,18.505,58.454,121.335,,False,False,False,False,False,False,,198.293
101.0,73.339,0.0,Jerry,14.663,58.454,121.335,,False,False,False,False,False,False,,194.451
102.0,73.631,0.0,Jerry,15.914,58.454,121.335,,False,False,False,False,False,False,,195.702
103.0,71.845,0.0,Jerry,8.145,58.454,121.335,,False,False,False,False,False,False,,187.933
104.0,64.88,0.0,Jerry,-24.698,58.454,121.335,,False,False,False,False,False,False,,155.09
105.0,60.156,0.0,Jerry,-49.277,58.454,121.335,,False,False,False,False,False,False,,130.511
106.0,57.311,0.0,Jerry,-64.976,58.454,121.335,,True,False,False,False,False,False,,114.812
107.0,135.576,0.08,Rick,0.0,0.0,120.771,,False,False,False,False,False,False,,120.771
108.0,137.871,0.08,Rick,0.0,0.0,118.509,,False,False,False,False,False,False,,118.509
109.0,139.686,0.08,Rick,0.0,0.0,116.408,,False,False,False,False,False,False,,116.408
110.0,140.893,0.08,Rick,0.0,0.0,114.858,,False,False,False,False,False,False,,114.858
111.0,141.546,0.07,Rick,0.0,0.0,113.97,,False,False,False,False,False,False,,113.97
112.0,141.784,0.05,Rick,0.0,0.0,113.636,,False,False,False,False,False,False,,113.636
113.0,141.79,0.08,Rick,0.0,0.0,113.628,,False,False,False,False,False,False,,113.628
114.0,141.762,0.09,Rick,0.0,0.0,113.668,,False,False,False,False,False,False,,113.668
115.0,141.879,0.05,Rick,0.0,0.0,113.503,,False,False,False,False,False,False,,113.503
116.0,142.178,0.08,Rick,0.0,0.0,113.075,,False,False,False,False,False,False,,113.075
117.0,142.481,0.07,Rick,0.0,0.0,112.636,,False,False,False,False,False,False,,112.636
118.0,142.555,0.09,Rick,0.0,0.0,112.527,,False,False,False,False,False,False,,112.527
119.0,142.169,0.06,Rick,0.0,0.0,113.088,,False,False,False,False,False,False,,113.088
120.0,141.12,0.08,Rick,0.0,0.0,114.553,,False,False,False,False,False,False,,114.553
121.0,139.383,0.05,Rick,0.0,0.0,116.778,,False,False,False,False,False,False,,116.778
122.0,137.202,0.09,Rick,0.0,0.0,119.213,,False,False,False,False,False,False,,119.213
123.0,134.884,0.08,Rick,0.0,0.0,121.367,,False,False,False,False,False,False,,121.367
124.0,132.733,0.09,Rick,0.0,0.0,122.965,,False,False,False,False,False,False,,122.965
125.0,131.032,0.07,Rick,0.0,0.0,123.956,,False,False,False,False,False,False,,123.956
126.0,129.923,0.08,Rick,0.0,0.0,124.472,,False,False,False,False,False,False,,124.472
127.0,129.339,0.07,Rick,0.0,0.0,124.702,,False,False,False,False,False,False,,124.702
128.0,129.169,0.06,Rick,0.0,0.0,124.764,,False,False,False,False,False,False,,124.764
129.0,129.3,0.07,Rick,0.0,0.0,124.717,,False,False,False,False,False,False,,124.717
130.0,129.607,0.07,Rick,0.0,0.0,124.6,,False,False,False,False,False,False,,124.6
131.0,129.877,0.08,Rick,0.0,0.0,124.491,,False,False,False,False,False,False,,124.491
132.0,129.765,0.07,Rick,0.0,0.0,124.537,,False,False,False,False,False,False,,124.537
133.0,128.901,0.09,Rick,0.0,0.0,124.856,,False,False,False,False,False,False,,124.856
134.0,126.911,0.09,Rick,0.0,0.0,125.355,,False,False,False,False,False,False,,125.355
135.0,123.485,0.05,Rick,0.0,0.0,125.44,,False,False,False,False,False,False,,125.44
136.0,118.665,0.06,Rick,0.0,0.0,123.902,,False,False,False,False,False,False,,123.902
137.0,113.022,0.07,Morty,0.0,119.639,123.902,,False,False,False,False,False,False,,243.542
138.0,107.245,0.02,Morty,0.0,112.525,123.902,,False,False,False,False,False,False,,236.428
139.0,102.027,0.03,Morty,0.0,103.706,123.902,,False,False,False,False,False,False,,227.608
140.0,97.991,0.0,Morty,0.0,95.327,123.902,,False,False,False,False,False,False,,219.229
141.0,95.357,0.0,Morty,0.0,89.128,123.902,,False,False,False,False,False,False,,213.03
142.0,93.742,0.01,Morty,0.0,85.038,123.902,,False,False,False,False,False,False,,208.94
143.0,92.624,0.0,Morty,0.0,82.083,123.902,,False,False,False,False,False,False,,205.985
144.0,91.488,0.01,Morty,0.0,78.971,123.902,,False,False,False,False,False,False,,202.873
145.0,89.859,0.0,Morty,0.0,74.321,123.902,,False,False,False,False,False,False,,198.223
146.0,87.521,0.04,Morty,0.0,67.258,123.902,,False,False,False,False,False,False,,191.16
147.0,84.64,0.03,Morty,0.0,57.932,123.902,,False,False,False,False,False,False,,181.834
148.0,81.471,0.0,Jerry,46.872,57.932,123.902,,False,False,False,False,False,False,,228.706
149.0,78.266,0.0,Jerry,34.834,57.932,123.902,,False,False,False,False,False,False,,216.668
150.0,75.276,0.0,Jerry,22.833,57.932,123.902,,False,False,False,False,False,False,,204.667
151.0,72.752,0.0,Jerry,12.122,57.932,123.902,,False,False,False,False,False,False,,193.956
152.0,70.943,0.0,Jerry,4.118,57.932,123.902,,False,False,False,False,False,False,,185.952
153.0,70.097,0.0,Jerry,0.28,57.932,123.902,,False,False,False,False,False,False,,182.114
154.0,70.461,0.0,Jerry,1.937,57.932,123.902,,False,False,False,False,False,False,,183.771
155.0,68.762,0.0,Jerry,-5.897,57.932,123.902,,False,False,False,False,False,False,,175.937
156.0,61.897,0.0,Jerry,-40.003,57.932,123.902,,False,False,False,False,False,False,,141.831
157.0,57.285,0.0,Jerry,-65.125,57.932,123.902,,True,False,False,False,False,False,,116.709
158.0,135.231,0.05,Rick,0.0,0.0,121.074,,False,False,False,False,False,False,,121.074
159.0,138.162,0.07,Rick,0.0,0.0,118.19,,False,False,False,False,False,False,,118.19
160.0,140.495,0.05,Rick,0.0,0.0,115.382,,False,False,False,False,False,False,,115.382
161.0,142.111,0.06,Rick,0.0,0.0,113.172,,False,False,False,False,False,False,,113.172
162.0,143.078,0.07,Rick,0.0,0.0,111.745,,False,False,False,False,False,False,,111.745
163.0,143.556,0.06,Rick,0.0,0.0,111.01,,False,False,False,False,False,False,,111.01
164.0,143.745,0.06,Rick,0.0,0.0,110.716,,False,False,False,False,False,False,,110.716
165.0,143.857,0.09,Rick,0.0,0.0,110.538,,False,False,False,False,False,False,,110.538
166.0,144.087,0.05,Rick,0.0,0.0,110.172,,False,False,False,False,False,False,,110.172
167.0,144.483,0.09,Rick,0.0,0.0,109.534,,False,False,False,False,False,False,,109.534
168.0,144.871,0.06,Rick,0.0,0.0,108.893,,False,False,False,False,False,False,,108.893
169.0,145.03,0.06,Rick,0.0,0.0,108.628,,False,False,False,False,False,False,,108.628
170.0,144.731,0.05,Rick,0.0,0.0,109.125,,False,False,False,False,False,False,,109.125
171.0,143.775,0.09,Rick,0.0,0.0,110.668,,False,False,False,False,False,False,,110.668
172.0,142.14,0.08,Rick,0.0,0.0,113.13,,False,False,False,False,False,False,,113.13
173.0,140.074,0.08,Rick,0.0,0.0,115.923,,False,False,False,False,False,False,,115.923
174.0,137.882,0.08,Rick,0.0,0.0,118.496,,False,False,False,False,False,False,,118.496
175.0,135.872,0.05,Rick,0.0,0.0,120.505,,False,False,False,False,False,False,,120.505
176.0,134.324,0.06,Rick,0.0,0.0,121.821,,False,False,False,False,False,False,,121.821
177.0,133.381,0.06,Rick,0.0,0.0,122.525,,False,False,False,False,False,False,,122.525
178.0,132.976,0.08,Rick,0.0,0.0,122.804,,False,False,False,False,False,False,,122.804
179.0,132.996,0.05,Rick,0.0,0.0,122.791,,False,False,False,False,False,False,,122.791
180.0,133.328,0.05,Rick,0.0,0.0,122.562,,False,False,False,False,False,False,,122.562
181.0,133.847,0.07,Rick,0.0,0.0,122.186,,False,False,False,False,False,False,,122.186
182.0,134.339,0.07,Rick,0.0,0.0,121.809,,False,False,False,False,False,False,,121.809
183.0,134.459,0.09,Rick,0.0,0.0,121.713,,False,False,False,False,False,False,,121.713
184.0,133.835,0.05,Rick,0.0,0.0,122.195,,False,False,False,False,False,False,,122.195
185.0,132.094,0.07,Rick,0.0,0.0,123.366,,False,False,False,False,False,False,,123.366
186.0,128.923,0.09,Rick,0.0,0.0,124.849,,False,False,False,False,False,False,,124.849
187.0,124.363,0.08,Rick,0.0,0.0,125.512,,False,False,False,False,False,False,,125.512
188.0,118.984,0.07,Rick,0.0,0.0,124.064,,False,False,False,False,False,False,,124.064
189.0,113.474,0.09,Morty,0.0,120.079,124.064,,False,False,False,False,False,False,,244.143
190.0,108.522,0.04,Morty,0.0,114.338,124.064,,False,False,False,False,False,False,,238.402
191.0,104.749,0.04,Morty,0.0,108.591,124.064,,False,False,False,False,False,False,,232.655
192.0,102.373,0.0,Morty,0.0,104.361,124.064,,False,False,False,False,False,False,,228.425
193.0,101.003,0.04,Morty,0.0,101.709,124.064,,False,False,False,False,False,False,,225.773
194.0,100.116,0.03,Morty,0.0,99.908,124.064,,False,False,False,False,False,False,,223.972
195.0,99.189,0.02,Morty,0.0,97.957,124.064,,False,False,False,False,False,False,,222.021
196.0,97.744,0.03,Morty,0.0,94.772,124.064,,False,False,False,False,False,False,,218.836
197.0,95.561,0.0,Morty,0.0,89.628,124.064,,False,False,False,False,False,False,,213.692
198.0,92.803,0.04,Morty,0.0,82.563,124.064,,False,False,False,False,False,False,,206.627
199.0,89.721,0.02,Morty,0.0,73.917,124.064,,False,False,False,False,False,False,,197.981
200.0,86.567,0.01,Morty,0.0,64.246,124.064,,False,False,False,False,False,False,,188.31
201.0,83.59,0.02,Morty,0.0,54.359,124.064,,False,False,False,False,False,False,,178.423
202.0,81.041,0.02,Jerry,45.307,54.359,124.064,,False,False,False,False,False,False,,223.73
203.0,79.171,0.0,Jerry,38.321,54.359,124.064,,False,False,False,False,False,False,,216.744
204.0,78.229,0.0,Jerry,34.692,54.359,124.064,,False,False,False,False,False,False,,213.114
205.0,78.464,0.0,Jerry,35.604,54.359,124.064,,False,False,False,False,False,False,,214.026
206.0,76.605,0.0,Jerry,28.262,54.359,124.064,,False,False,False,False,False,False,,206.685
207.0,69.553,0.0,Jerry,-2.219,54.359,124.064,,False,False,False,False,False,False,,176.204
208.0,64.727,0.0,Jerry,-25.464,54.359,124.064,,False,False,False,False,False,False,,152.959
209.0,61.769,0.0,Jerry,-40.675,54.359,124.064,,False,False,False,False,False,False,,137.748
210.0,60.317,0.0,Jerry,-48.41,54.359,124.064,,False,False,False,False,False,False,,130.013
211.0,60.008,0.0,Jerry,-50.075,54.359,124.064,,False,False,False,False,False,False,,128.347
212.0,60.481,0.0,Jerry,-47.527,54.359,124.064,,True,False,False,False,False,False,,130.896
213.0,134.889,0.08,Rick,0.0,0.0,121.364,,False,False,False,False,False,False,,121.364
214.0,138.46,0.06,Rick,0.0,0.0,117.857,,False,False,False,False,False,False,,117.857
215.0,141.315,0.07,Rick,0.0,0.0,114.288,,False,False,False,False,False,False,,114.288
216.0,143.341,0.06,Rick,0.0,0.0,111.343,,False,False,False,False,False,False,,111.343
217.0,144.622,0.09,Rick,0.0,0.0,109.304,,False,False,False,False,False,False,,109.304
218.0,145.334,0.07,Rick,0.0,0.0,108.112,,False,False,False,False,False,False,,108.112
219.0,145.692,0.08,Rick,0.0,0.0,107.498,,False,False,False,False,False,False,,107.498
220.0,145.921,0.09,Rick,0.0,0.0,107.099,,False,False,False,False,False,False,,107.099
