step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,186.426,,Rick,0.0,0.0,-32.325,,0.0,0.0,,0.13,-32.325
2.0,188.403,,Rick,0.0,0.0,-42.634,,False,False,,0.0,-42.634
3.0,187.305,,Rick,0.0,0.0,-36.872,,False,False,,0.13,-36.872
4.0,183.85,,Rick,0.0,0.0,-19.384,,False,False,,0.07,-19.384
5.0,178.871,,Rick,0.0,0.0,4.058,,False,False,,0.04,4.058
6.0,173.264,,Rick,0.0,0.0,27.987,,False,False,,0.06,27.987
7.0,167.947,,Rick,0.0,0.0,48.254,,False,False,,0.13,48.254
8.0,163.851,,Rick,0.0,0.0,62.258,,False,False,,0.12,62.258
9.0,161.803,,Rick,0.0,0.0,68.737,,False,False,,0.11,68.737
10.0,161.983,,Rick,0.0,0.0,68.181,,False,False,,0.09,68.181
11.0,163.607,,Rick,0.0,0.0,63.05,,False,False,,0.02,63.05
12.0,165.671,,Rick,0.0,0.0,56.208,,False,False,,0.09,56.208
13.0,167.172,,Rick,0.0,0.0,51.012,,False,False,,0.03,51.012
14.0,167.206,,Rick,0.0,0.0,50.892,,False,False,,0.05,50.892
15.0,165.497,,Rick,0.0,0.0,56.8,,False,False,,0.01,56.8
16.0,162.707,,Rick,0.0,0.0,65.92,,False,False,,0.15,65.92
17.0,159.708,,Rick,0.0,0.0,75.0,,False,False,,0.02,75.0
18.0,157.37,,Rick,0.0,0.0,81.559,,False,False,,0.02,81.559
19.0,156.473,,Rick,0.0,0.0,83.955,,False,False,,0.1,83.955
20.0,157.256,,Rick,0.0,0.0,81.87,,False,False,,0.05,81.87
21.0,159.144,,Rick,0.0,0.0,76.625,,False,False,,0.01,76.625
22.0,161.386,,Rick,0.0,0.0,70.013,,False,False,,0.04,70.013
23.0,163.228,,Rick,0.0,0.0,64.268,,False,False,,0.02,64.268
24.0,163.973,,Rick,0.0,0.0,61.86,,False,False,,0.04,61.86
25.0,163.273,,Rick,0.0,0.0,64.121,,False,False,,0.12,64.121
26.0,161.296,,Rick,0.0,0.0,70.288,,False,False,,0.09,70.288
27.0,158.324,,Rick,0.0,0.0,78.94,,False,False,,0.03,78.94
28.0,154.641,,Rick,0.0,0.0,88.639,,False,False,,0.06,88.639
29.0,150.538,,Rick,0.0,0.0,98.115,,False,False,,0.04,98.115
30.0,146.342,,Rick,0.0,0.0,106.353,,False,False,,0.02,106.353
31.0,142.435,,Rick,0.0,0.0,112.702,,False,False,,0.08,112.702
32.0,139.216,,Rick,0.0,0.0,116.978,,False,False,,0.08,116.978
33.0,137.08,,Rick,0.0,0.0,119.338,,False,False,,0.03,119.338
34.0,136.384,,Rick,0.0,0.0,120.025,,False,False,,0.12,120.025
35.0,137.241,,Rick,0.0,0.0,119.174,,False,False,,0.08,119.174
36.0,139.4,,Rick,0.0,0.0,116.757,,False,False,,0.13,116.757
37.0,142.53,,Rick,0.0,0.0,112.563,,False,False,,0.11,112.563
38.0,146.3,,Rick,0.0,0.0,106.428,,False,False,,0.14,106.428
39.0,150.381,,Rick,0.0,0.0,98.45,,False,False,,0.07,98.45
40.0,154.466,,Rick,0.0,0.0,89.073,,False,False,,0.05,89.073
41.0,158.279,,Rick,0.0,0.0,79.064,,False,False,,0.09,79.064
42.0,161.553,,Rick,0.0,0.0,69.504,,False,False,,0.09,69.504
43.0,164.017,,Rick,0.0,0.0,61.718,,False,False,,0.02,61.718
44.0,165.404,,Rick,0.0,0.0,57.112,,False,False,,0.12,57.112
45.0,165.445,,Rick,0.0,0.0,56.974,,False,False,,0.1,56.974
46.0,163.872,,Rick,0.0,0.0,62.191,,False,False,,0.01,62.191
47.0,160.415,,Rick,0.0,0.0,72.927,,False,False,,0.03,72.927
48.0,154.808,,Rick,0.0,0.0,88.225,,False,False,,0.07,88.225
49.0,149.006,,Rick,0.0,0.0,101.292,,False,False,,0.11,101.292
50.0,146.065,,Rick,0.0,0.0,106.845,,False,False,,0.08,106.845
51.0,143.537,,Rick,0.0,0.0,111.04,,False,False,,0.15,111.04
52.0,141.382,,Rick,0.0,0.0,114.197,,False,False,,0.02,114.197
53.0,139.558,,Rick,0.0,0.0,116.564,,False,False,,0.11,116.564
54.0,138.026,,Rick,0.0,0.0,118.339,,False,False,,0.03,118.339
55.0,136.745,,Rick,0.0,0.0,119.674,,False,False,,0.08,119.674
56.0,135.673,,Rick,0.0,0.0,120.684,,False,False,,0.11,120.684
57.0,134.771,,Rick,0.0,0.0,121.461,,False,False,,0.05,121.461
58.0,133.997,,Rick,0.0,0.0,122.073,,False,False,,0.05,122.073
59.0,133.318,,Rick,0.0,0.0,122.569,,False,False,,0.14,122.569
60.0,132.746,,Rick,0.0,0.0,122.957,,False,False,,0.03,122.957
61.0,132.358,,Rick,0.0,0.0,123.205,,False,False,,0.05,123.205
62.0,132.247,,Rick,0.0,0.0,123.273,,False,False,,0.09,123.273
63.0,132.505,,Rick,0.0,0.0,123.112,,False,False,,0.02,123.112
64.0,133.209,,Rick,0.0,0.0,122.645,,False,False,,0.08,122.645
65.0,134.336,,Rick,0.0,0.0,121.811,,False,False,,0.11,121.811
66.0,135.72,,Rick,0.0,0.0,120.642,,False,False,,0.0,120.642
67.0,137.159,,Rick,0.0,0.0,119.257,,False,False,,0.11,119.257
68.0,138.453,,Rick,0.0,0.0,117.865,,False,False,,0.1,117.865
69.0,139.399,,Rick,0.0,0.0,116.758,,False,False,,0.13,116.758
70.0,139.79,,Rick,0.0,0.0,116.278,,False,False,,0.13,116.278
71.0,139.411,,Rick,0.0,0.0,116.744,,False,False,,0.1,116.744
72.0,138.042,,Rick,0.0,0.0,118.322,,False,False,,0.03,118.322
73.0,135.465,,Rick,0.0,0.0,120.869,,False,False,,0.03,120.869
74.0,131.508,,Rick,0.0,0.0,123.703,,False,False,,0.13,123.703
75.0,126.279,,Rick,0.0,0.0,125.444,,False,False,,0.07,125.444
76.0,120.305,,Rick,0.0,0.0,124.643,,False,False,,0.07,124.643
77.0,114.206,,Rick,0.0,0.0,120.755,,False,False,,0.05,120.755
78.0,108.605,,Morty,0.0,114.45,120.755,,False,False,,0.01,235.205
79.0,104.068,,Morty,0.0,107.426,120.755,,False,False,,0.03,228.181
80.0,100.848,,Morty,0.0,101.4,120.755,,False,False,,0.06,222.155
81.0,98.726,,Morty,0.0,96.956,120.755,,False,False,,0.01,217.71
82.0,97.376,,Morty,0.0,93.933,120.755,,False,False,,0.07,214.687
83.0,96.473,,Morty,0.0,91.825,120.755,,False,False,,0.02,212.58
84.0,95.712,,Morty,0.0,89.996,120.755,,False,False,,0.02,210.751
85.0,94.908,,Morty,0.0,88.013,120.755,,False,False,,0.01,208.767
86.0,94.058,,Morty,0.0,85.857,120.755,,False,False,,0.01,206.612
87.0,93.199,,Morty,0.0,83.617,120.755,,False,False,,0.04,204.372
88.0,92.368,,Morty,0.0,81.391,120.755,,False,False,,0.07,202.145
89.0,91.595,,Morty,0.0,79.269,120.755,,False,False,,0.06,200.024
90.0,90.876,,Morty,0.0,77.25,120.755,,False,False,,0.05,198.005
91.0,90.151,,Morty,0.0,75.171,120.755,,False,False,,0.07,195.926
92.0,89.35,,Morty,0.0,72.821,120.755,,False,False,,0.03,193.576
93.0,88.4,,Morty,0.0,69.968,120.755,,False,False,,0.07,190.723
94.0,87.231,,Morty,0.0,66.353,120.755,,False,False,,0.01,187.107
95.0,85.771,,Morty,0.0,61.678,120.755,,False,False,,0.04,182.432
96.0,83.949,,Morty,0.0,55.593,120.755,,False,False,,0.03,176.348
97.0,81.693,,Jerry,47.675,55.593,120.755,,False,False,,0.03,224.023
98.0,78.931,,Jerry,37.405,55.593,120.755,,False,False,,0.0,213.753
99.0,77.648,,Jerry,32.415,55.593,120.755,,False,False,,0.0,208.763
100.0,79.945,,Jerry,41.25,55.593,120.755,,False,False,,0.0,217.598
101.0,81.916,,Jerry,48.475,55.593,120.755,,False,False,,0.0,224.823
102.0,83.594,,Jerry,54.375,55.593,120.755,,False,False,,0.0,230.723
103.0,85.017,,Jerry,59.192,55.593,120.755,,False,False,,0.0,235.539
104.0,86.219,,Morty,59.192,63.131,120.755,,False,False,,0.0,243.077
105.0,87.237,,Morty,59.192,66.371,120.755,,False,False,,0.07,246.317
