step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation
1.0,120.792,0.04,Morty,0.0,207.294,0.0,207.294,0.0,0.0
2.0,121.708,0.0,Morty,0.0,214.16,0.0,214.16,False,False
3.0,122.051,0.02,Morty,0.0,216.304,0.0,216.304,False,False
4.0,122.025,0.07,Morty,0.0,216.151,0.0,216.151,False,False
5.0,121.887,0.04,Morty,0.0,215.312,0.0,215.312,False,False
6.0,121.921,0.06,Morty,0.0,215.522,0.0,215.522,False,False
7.0,122.42,0.0,Morty,0.0,218.344,0.0,218.344,False,False
8.0,123.679,0.0,Morty,0.0,223.255,0.0,223.255,False,False
9.0,125.948,0.06,Morty,0.0,224.101,0.0,224.101,False,False
10.0,129.214,0.07,Morty,0.0,207.245,0.0,207.245,False,False
11.0,133.067,0.02,Morty,0.0,159.92,0.0,159.92,False,False
12.0,137.011,0.02,Morty,0.0,80.747,0.0,80.747,False,False
13.0,140.543,0.03,Morty,0.0,-16.57,0.0,-16.57,False,False
14.0,143.196,0.05,Morty,0.0,-106.086,0.0,-106.086,False,False
15.0,144.718,0.01,Morty,0.0,-163.809,0.0,-163.809,False,False
16.0,145.182,0.03,Morty,0.0,-182.313,0.0,-182.313,False,False
17.0,144.73,0.02,Morty,0.0,-164.293,0.0,-164.293,False,False
18.0,143.506,0.02,Morty,0.0,-117.485,0.0,-117.485,False,False
19.0,141.667,0.01,Morty,0.0,-52.783,0.0,-52.783,False,False
20.0,139.46,0.05,Morty,0.0,15.911,0.0,15.911,False,False
21.0,137.27,0.01,Morty,0.0,74.452,0.0,74.452,False,False
22.0,135.511,0.04,Morty,0.0,114.518,0.0,114.518,False,False
23.0,134.598,0.02,Morty,0.0,132.879,0.0,132.879,False,False
24.0,134.879,0.04,Morty,0.0,127.403,0.0,127.403,False,False
25.0,136.308,0.04,Morty,0.0,97.121,0.0,97.121,False,False
26.0,138.247,0.06,Morty,0.0,49.506,0.0,49.506,False,False
27.0,139.926,0.03,Morty,0.0,2.2,0.0,2.2,False,False
28.0,140.576,0.06,Morty,0.0,-17.603,0.0,-17.603,False,False
29.0,139.517,0.04,Morty,0.0,14.257,0.0,14.257,False,False
30.0,136.624,0.02,Morty,0.0,89.881,0.0,89.881,False,False
31.0,132.599,0.02,Morty,0.0,167.263,0.0,167.263,False,False
32.0,128.326,0.05,Morty,0.0,213.939,0.0,213.939,False,False
33.0,124.691,0.03,Morty,0.0,224.905,0.0,224.905,False,False
34.0,122.502,0.0,Morty,0.0,218.761,0.0,218.761,False,False
35.0,122.097,0.05,Morty,0.0,216.574,0.0,216.574,False,False
36.0,123.112,0.0,Morty,0.0,221.434,0.0,221.434,False,False
37.0,125.025,0.05,Morty,0.0,224.999,0.0,224.999,False,False
38.0,127.315,0.03,Morty,0.0,219.639,0.0,219.639,False,False
39.0,129.497,0.07,Morty,0.0,204.78,0.0,204.78,False,False
40.0,131.279,0.05,Morty,0.0,185.572,0.0,185.572,False,False
41.0,132.672,0.02,Morty,0.0,166.145,0.0,166.145,False,False
42.0,133.749,0.04,Morty,0.0,148.46,0.0,148.46,False,False
43.0,134.585,0.02,Morty,0.0,133.129,0.0,133.129,False,False
44.0,135.255,0.07,Morty,0.0,119.84,0.0,119.84,False,False
45.0,135.833,0.01,Morty,0.0,107.652,0.0,107.652,False,False
46.0,136.393,0.01,Morty,0.0,95.194,0.0,95.194,False,False
47.0,137.011,0.03,Morty,0.0,80.741,0.0,80.741,False,False
48.0,137.76,0.07,Morty,0.0,62.185,0.0,62.185,False,False
49.0,136.843,0.03,Morty,0.0,84.751,0.0,84.751,False,False
50.0,132.889,0.05,Morty,0.0,162.759,0.0,162.759,False,False
51.0,130.46,0.03,Morty,0.0,195.193,0.0,195.193,False,False
52.0,129.281,0.02,Morty,0.0,206.672,0.0,206.672,False,False
53.0,129.082,0.01,Morty,0.0,208.339,0.0,208.339,False,False
54.0,129.589,0.03,Morty,0.0,203.938,0.0,203.938,False,False
55.0,130.532,0.03,Morty,0.0,194.401,0.0,194.401,False,False
56.0,131.636,0.06,Morty,0.0,180.958,0.0,180.958,False,False
57.0,132.632,0.05,Morty,0.0,166.756,0.0,166.756,False,False
58.0,133.246,0.05,Morty,0.0,157.007,0.0,157.007,False,False
59.0,133.23,0.06,Morty,0.0,157.272,0.0,157.272,False,False
60.0,132.475,0.03,Morty,0.0,169.127,0.0,169.127,False,False
61.0,131.082,0.05,Morty,0.0,188.008,0.0,188.008,False,False
62.0,129.199,0.02,Morty,0.0,207.367,0.0,207.367,False,False
63.0,126.973,0.02,Morty,0.0,221.105,0.0,221.105,False,False
64.0,124.558,0.07,Morty,0.0,224.805,0.0,224.805,False,False
65.0,122.141,0.01,Morty,0.0,216.827,0.0,216.827,False,False
66.0,119.963,0.0,Morty,0.0,199.625,0.0,199.625,False,False
67.0,118.275,0.01,Morty,0.0,179.77,0.0,179.77,False,False
68.0,117.329,0.02,Morty,0.0,166.159,0.0,166.159,False,False
69.0,117.347,0.0,Morty,0.0,166.434,0.0,166.434,False,False
70.0,118.363,0.05,Morty,0.0,180.955,0.0,180.955,False,False
71.0,120.133,0.02,Morty,0.0,201.312,0.0,201.312,False,False
72.0,122.349,0.03,Morty,0.0,217.974,0.0,217.974,False,False
73.0,124.705,0.03,Morty,0.0,224.913,0.0,224.913,False,False
74.0,126.909,0.07,Morty,0.0,221.355,0.0,221.355,False,False
75.0,128.756,0.07,Morty,0.0,210.893,0.0,210.893,False,False
76.0,130.171,0.07,Morty,0.0,198.262,0.0,198.262,False,False
77.0,131.109,0.05,Morty,0.0,187.684,0.0,187.684,False,False
78.0,131.524,0.01,Morty,0.0,182.443,0.0,182.443,False,False
79.0,131.38,0.03,Morty,0.0,184.302,0.0,184.302,False,False
80.0,130.7,0.06,Morty,0.0,192.509,0.0,192.509,False,False
81.0,129.599,0.01,Morty,0.0,203.853,0.0,203.853,False,False
82.0,128.208,0.07,Morty,0.0,214.706,0.0,214.706,False,False
83.0,126.663,0.02,Morty,0.0,222.235,0.0,222.235,False,False
84.0,125.103,0.02,Morty,0.0,224.989,0.0,224.989,False,False
85.0,123.712,0.01,Morty,0.0,223.341,0.0,223.341,False,False
86.0,122.742,0.01,Morty,0.0,219.902,0.0,219.902,False,False
87.0,122.458,0.04,Morty,0.0,218.539,0.0,218.539,False,False
88.0,123.126,0.07,Morty,0.0,221.487,0.0,221.487,False,False
89.0,124.967,0.06,Morty,0.0,224.999,0.0,224.999,False,False
90.0,127.94,0.05,Morty,0.0,216.358,0.0,216.358,False,False
91.0,131.607,0.07,Morty,0.0,181.347,0.0,181.347,False,False
92.0,135.444,0.03,Morty,0.0,115.93,0.0,115.93,False,False
93.0,138.924,0.07,Morty,0.0,31.117,0.0,31.117,False,False
94.0,141.523,0.01,Morty,0.0,-48.013,0.0,-48.013,False,False
95.0,142.715,0.04,Morty,0.0,-88.813,0.0,-88.813,False,False
96.0,141.973,0.03,Morty,0.0,-63.096,0.0,-63.096,False,False
97.0,138.773,0.03,Morty,0.0,35.298,0.0,35.298,False,False
98.0,132.589,0.01,Morty,0.0,167.413,0.0,167.413,False,False
99.0,125.372,0.07,Morty,0.0,224.862,0.0,224.862,False,False
100.0,120.809,0.02,Morty,0.0,207.436,0.0,207.436,False,False
101.0,117.043,0.06,Morty,0.0,161.679,0.0,161.679,False,False
102.0,114.021,0.04,Morty,0.0,104.465,0.0,104.465,False,False
103.0,111.694,0.07,Morty,0.0,47.948,0.0,47.948,False,False
104.0,110.01,0.01,Morty,0.0,0.29,0.0,0.29,False,False
105.0,108.917,0.07,Morty,0.0,-33.652,0.0,-33.652,False,False
106.0,108.366,0.05,Morty,0.0,-51.697,0.0,-51.697,False,False
107.0,108.304,0.05,Morty,0.0,-53.765,0.0,-53.765,False,False
108.0,108.68,0.01,Morty,0.0,-41.341,0.0,-41.341,False,False
109.0,109.431,0.02,Morty,0.0,-17.389,0.0,-17.389,False,False
110.0,110.42,0.05,Morty,0.0,12.437,0.0,12.437,False,False
111.0,111.402,0.03,Morty,0.0,40.09,0.0,40.09,False,False
112.0,112.105,0.05,Morty,0.0,58.713,0.0,58.713,False,False
113.0,112.259,0.0,Morty,0.0,62.665,0.0,62.665,False,False
114.0,111.623,0.02,Morty,0.0,46.049,0.0,46.049,False,False
115.0,110.128,0.06,Morty,0.0,3.812,0.0,3.812,False,False
116.0,107.964,0.02,Morty,0.0,-65.224,0.0,-65.224,False,False
117.0,105.38,0.03,Morty,0.0,-159.931,0.0,-159.931,False,False
118.0,102.625,0.01,Morty,0.0,-275.648,0.0,-275.648,False,False
119.0,99.939,0.04,Morty,0.0,-403.048,0.0,-403.048,False,False
120.0,97.525,0.02,Morty,0.0,-529.898,0.0,-529.898,False,False
121.0,95.522,0.03,Morty,0.0,-643.937,0.0,-643.937,False,False
122.0,94.06,0.04,Morty,0.0,-732.301,0.0,-732.301,False,False
123.0,93.265,0.02,Morty,0.0,-782.135,0.0,-782.135,False,False
124.0,93.242,0.02,Morty,0.0,-783.585,0.0,-783.585,False,False
125.0,93.959,0.0,Morty,0.0,-738.522,0.0,-738.522,False,False
126.0,95.181,0.01,Morty,0.0,-664.201,0.0,-664.201,False,False
127.0,96.623,0.05,Morty,0.0,-580.261,0.0,-580.261,False,False
128.0,98.004,0.0,Morty,0.0,-503.78,0.0,-503.78,False,False
129.0,99.056,0.04,Morty,0.0,-448.075,0.0,-448.075,False,False
130.0,99.599,0.01,Morty,0.0,-420.224,0.0,-420.224,False,False
