step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,131.619,0.13,Rick,0.0,0.0,123.641,,0.0,0.0,0.0,0.0,0.0,0.0,,123.641
2.0,130.56,0.0,Rick,0.0,0.0,124.188,,False,False,False,False,False,False,,124.188
3.0,129.542,0.13,Rick,0.0,0.0,124.625,,False,False,False,False,False,False,,124.625
4.0,128.693,0.07,Rick,0.0,0.0,124.924,,False,False,False,False,False,False,,124.924
5.0,128.009,0.04,Rick,0.0,0.0,125.121,,False,False,False,False,False,False,,125.121
6.0,127.434,0.06,Rick,0.0,0.0,125.256,,False,False,False,False,False,False,,125.256
7.0,126.896,0.13,Rick,0.0,0.0,125.358,,False,False,False,False,False,False,,125.358
8.0,126.324,0.12,Rick,0.0,0.0,125.439,,False,False,False,False,False,False,,125.439
9.0,125.652,0.11,Rick,0.0,0.0,125.5,,False,False,False,False,False,False,,125.5
10.0,124.837,0.09,Rick,0.0,0.0,125.524,,False,False,False,False,False,False,,125.524
11.0,123.871,0.02,Rick,0.0,0.0,125.48,,False,False,False,False,False,False,,125.48
12.0,122.753,0.09,Rick,0.0,0.0,125.331,,False,False,False,False,False,False,,125.331
13.0,121.487,0.03,Rick,0.0,0.0,125.038,,False,False,False,False,False,False,,125.038
14.0,120.094,0.05,Rick,0.0,0.0,124.56,,False,False,False,False,False,False,,124.56
15.0,118.695,0.01,Rick,0.0,0.0,123.918,,False,False,False,False,False,False,,123.918
16.0,117.557,0.15,Morty,0.0,123.275,123.918,,False,False,False,False,False,False,,247.193
17.0,116.978,0.02,Morty,0.0,122.907,123.918,,False,False,False,False,False,False,,246.825
18.0,117.262,0.02,Morty,0.0,123.091,123.918,,False,False,False,False,False,False,,247.009
19.0,118.666,0.01,Morty,0.0,123.903,123.918,,False,False,False,False,False,False,,247.821
20.0,121.197,0.05,Morty,0.0,124.952,123.918,,False,False,False,False,False,False,,248.87
21.0,124.476,0.01,Rick,0.0,124.952,125.516,,False,False,False,False,False,False,,250.468
22.0,128.042,0.04,Rick,0.0,124.952,125.112,,False,False,False,False,False,False,,250.064
