step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,150.881,,Rick,0.0,0.0,97.377,,0.0,0.0,,0.13,97.377
2.0,147.104,,Rick,0.0,0.0,104.966,,False,False,,0.0,104.966
3.0,143.503,,Rick,0.0,0.0,111.094,,False,False,,0.13,111.094
4.0,140.102,,Rick,0.0,0.0,115.888,,False,False,,0.07,115.888
5.0,136.97,,Rick,0.0,0.0,119.45,,False,False,,0.04,119.45
6.0,134.202,,Rick,0.0,0.0,121.916,,False,False,,0.06,121.916
7.0,131.913,,Rick,0.0,0.0,123.473,,False,False,,0.13,123.473
8.0,130.228,,Rick,0.0,0.0,124.34,,False,False,,0.12,124.34
9.0,129.26,,Rick,0.0,0.0,124.731,,False,False,,0.11,124.731
10.0,129.024,,Rick,0.0,0.0,124.815,,False,False,,0.09,124.815
11.0,129.382,,Rick,0.0,0.0,124.686,,False,False,,0.02,124.686
12.0,130.159,,Rick,0.0,0.0,124.371,,False,False,,0.09,124.371
13.0,131.184,,Rick,0.0,0.0,123.877,,False,False,,0.03,123.877
14.0,132.304,,Rick,0.0,0.0,123.238,,False,False,,0.05,123.238
15.0,133.467,,Rick,0.0,0.0,122.464,,False,False,,0.01,122.464
16.0,134.777,,Rick,0.0,0.0,121.456,,False,False,,0.15,121.456
17.0,136.373,,Rick,0.0,0.0,120.036,,False,False,,0.02,120.036
18.0,138.393,,Rick,0.0,0.0,117.933,,False,False,,0.02,117.933
19.0,140.939,,Rick,0.0,0.0,114.797,,False,False,,0.1,114.797
20.0,143.898,,Rick,0.0,0.0,110.473,,False,False,,0.05,110.473
21.0,146.83,,Rick,0.0,0.0,105.469,,False,False,,0.01,105.469
22.0,149.224,,Rick,0.0,0.0,100.853,,False,False,,0.04,100.853
23.0,150.566,,Rick,0.0,0.0,98.054,,False,False,,0.02,98.054
24.0,150.408,,Rick,0.0,0.0,98.392,,False,False,,0.04,98.392
25.0,148.662,,Rick,0.0,0.0,101.979,,False,False,,0.12,101.979
26.0,145.79,,Rick,0.0,0.0,107.326,,False,False,,0.09,107.326
27.0,142.375,,Rick,0.0,0.0,112.791,,False,False,,0.03,112.791
28.0,138.998,,Rick,0.0,0.0,117.236,,False,False,,0.06,117.236
29.0,136.206,,Rick,0.0,0.0,120.194,,False,False,,0.04,120.194
30.0,134.32,,Rick,0.0,0.0,121.824,,False,False,,0.02,121.824
31.0,133.329,,Rick,0.0,0.0,122.561,,False,False,,0.08,122.561
32.0,133.146,,Rick,0.0,0.0,122.688,,False,False,,0.08,122.688
33.0,133.685,,Rick,0.0,0.0,122.306,,False,False,,0.03,122.306
34.0,134.845,,Rick,0.0,0.0,121.4,,False,False,,0.12,121.4
35.0,136.449,,Rick,0.0,0.0,119.962,,False,False,,0.08,119.962
36.0,138.203,,Rick,0.0,0.0,118.145,,False,False,,0.13,118.145
37.0,139.785,,Rick,0.0,0.0,116.285,,False,False,,0.11,116.285
38.0,140.874,,Rick,0.0,0.0,114.884,,False,False,,0.14,114.884
39.0,141.175,,Rick,0.0,0.0,114.479,,False,False,,0.07,114.479
40.0,140.543,,Rick,0.0,0.0,115.32,,False,False,,0.05,115.32
41.0,139.061,,Rick,0.0,0.0,117.162,,False,False,,0.09,117.162
42.0,136.862,,Rick,0.0,0.0,119.558,,False,False,,0.09,119.558
43.0,134.078,,Rick,0.0,0.0,122.012,,False,False,,0.02,122.012
44.0,130.842,,Rick,0.0,0.0,124.051,,False,False,,0.12,124.051
45.0,127.288,,Rick,0.0,0.0,125.286,,False,False,,0.1,125.286
46.0,123.549,,Rick,0.0,0.0,125.448,,False,False,,0.01,125.448
47.0,119.757,,Rick,0.0,0.0,124.42,,False,False,,0.03,124.42
48.0,116.045,,Morty,0.0,122.253,124.42,,False,False,,0.07,246.674
49.0,114.505,,Morty,0.0,121.018,124.42,,False,False,,0.03,245.438
50.0,116.808,,Morty,0.0,122.793,124.42,,False,False,,0.05,247.213
