step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,156.25983416454775,0.10000000149011612,84.51555280224159,0.0,0.0,0.0,0.0,0.0,0.0,156.25983416454775
2.0,155.57133960167454,0.10000000149011612,86.29645411110016,0.0,0.0,False,False,False,False,155.57133960167454
3.0,154.00971043971052,0.10000000149011612,90.18932980186355,0.0,0.0,False,False,False,False,154.00971043971052
4.0,151.93526530310962,0.10000000149011612,95.04603214121505,0.0,0.0,False,False,False,False,151.93526530310962
5.0,149.6936025606759,0.0,99.89076698913982,0.0,0.0,False,False,False,False,149.6936025606759
6.0,147.6243113939404,0.0,103.99097848114627,0.0,0.0,False,False,False,False,147.6243113939404
7.0,146.06535485870398,0.008044185116887093,106.84411694369862,0.0,0.0,False,False,False,False,146.06535485870398
8.0,145.35586112255348,0.10000000149011612,108.0754892315864,0.0,0.0,False,False,False,False,145.35586112255348
9.0,145.78725819281107,0.10000000149011612,107.33177445461922,0.0,0.0,False,False,False,False,145.78725819281107
10.0,147.35026667786994,0.0,104.50720744872535,0.0,0.0,False,False,False,False,147.35026667786994
11.0,149.58218486908993,0.0,100.12063286606724,0.0,0.0,False,False,False,False,149.58218486908993
12.0,151.92130368838343,0.0,95.07750328122006,0.0,0.0,False,False,False,False,151.92130368838343
13.0,153.8083653161591,0.10000000149011612,90.67644682958303,0.0,0.0,False,False,False,False,153.8083653161591
14.0,154.74952503633915,0.0,88.37045113887837,0.0,0.0,False,False,False,False,154.74952503633915
15.0,154.62911299754626,0.10000000149011612,88.66960150832938,0.0,0.0,False,False,False,False,154.62911299754626
16.0,153.89674727893902,0.0,90.46303945985517,0.0,0.0,False,False,False,False,153.89674727893902
17.0,153.12894889836593,0.10000000149011612,92.2952148766525,0.0,0.0,False,False,False,False,153.12894889836593
18.0,152.9035545159412,0.0,92.82373210969251,0.0,0.0,False,False,False,False,152.9035545159412
19.0,153.72804646856696,0.0,90.86981994667497,0.0,0.0,False,False,False,False,153.72804646856696
20.0,155.68270431833102,0.0,86.01107159742628,0.0,0.0,False,False,False,False,155.68270431833102
21.0,158.20679502129502,0.0,79.26545907737454,0.0,0.0,False,False,False,False,158.20679502129502
22.0,160.59840809390323,0.0,72.3836475400235,0.0,0.0,False,False,False,False,160.59840809390323
23.0,162.15749592147384,0.10000000149011612,67.64055750231569,0.0,0.0,False,False,False,False,162.15749592147384
24.0,162.25646795067365,0.0,67.33261966255532,0.0,0.0,False,False,False,False,162.25646795067365
25.0,160.6924393010567,0.0,72.10332844387517,0.0,0.0,False,False,False,False,160.6924393010567
26.0,157.89806769660166,0.0,80.11905085242142,0.0,0.0,False,False,False,False,157.89806769660166
