Time,BG,CGM,dCGM,CHO,insulin,LBGI,HBGI,Risk
2022-11-11 12:00:16.317486,136.45000000000002,141.0235382782359,0.0,0.0,0.022825,0.0,1.2960417462442198,1.2960417462442198
2022-11-11 12:03:16.317486,136.44999999999732,139.591937665665,-0.5914134951559333,0.0,0.022825,0.0,1.296041746243959,1.296041746243959
2022-11-11 12:06:16.317486,136.45000000009114,138.7202354487745,-0.15175218412824165,0.0,0.022825,0.0,1.2960417462532134,1.2960417462532134
2022-11-11 12:09:16.317486,136.45000000119168,139.09625353643366,0.729986346987971,0.0,0.022825,0.0,1.2960417463618055,1.2960417463618055
2022-11-11 12:12:16.317486,136.45000000632598,141.60414636826397,2.0538021007567693,0.0,0.022825,0.0,1.2960417468684033,1.2960417468684033
2022-11-11 12:15:16.317486,136.45000002177142,146.79729157098168,3.1250637675463224,0.0,0.022825,0.0,1.2960417483923852,1.2960417483923852
2022-11-11 12:18:16.317486,136.45000005763433,152.64900761179402,2.3560426354801507,0.0,0.022825,0.0,1.296041751930928,1.296041751930928
2022-11-11 12:21:16.317486,136.45000012792116,155.39490600985135,-0.20703077637725187,0.0,0.022825,0.0,1.2960417588660427,1.2960417588660427
2022-11-11 12:24:16.317486,136.45000025025038,153.09546920426789,-2.2367395052953896,0.0,0.022825,0.0,1.2960417709361054,1.2960417709361054
2022-11-11 12:27:16.317486,136.4500004453478,148.02962287610396,-2.7148386286835375,0.0,0.022825,0.0,1.2960417901861239,1.2960417901861239
2022-11-11 12:30:16.317486,136.45000073643416,143.18011689779436,-1.8943137115014963,0.0,0.022825,0.0,1.2960418189072476,1.2960418189072476
2022-11-11 12:33:16.317486,136.45000114858266,140.59004046551556,-0.35341747723376216,0.0,0.022825,0.0,1.2960418595734189,1.2960418595734189
2022-11-11 12:36:16.317486,136.45000170809405,141.62082811126996,1.77834823029076,0.0,0.022825,0.0,1.2960419147797064,1.2960419147797064
2022-11-11 12:39:16.317486,136.45000244191877,146.39612686038885,3.007206618967615,0.0,0.022825,0.0,1.296041987185276,1.296041987185276
2022-11-11 12:42:16.317486,136.4500033771404,152.33211330196937,2.679630342019692,0.0,0.022825,0.0,1.2960420794624075,1.2960420794624075
2022-11-11 12:45:16.317486,136.45000454052598,156.51483799157268,1.213351218398202,0.0,0.022825,0.0,1.2960421942522125,1.2960421942522125
2022-11-11 12:48:16.317486,136.45000595814344,157.5819268134045,-0.4368151654997803,0.0,0.022825,0.0,1.296042334126747,1.296042334126747
2022-11-11 12:51:16.317486,136.45000765504327,155.26948154235535,-2.138267768629248,0.0,0.022825,0.0,1.296042501557748,1.296042501557748
2022-11-11 12:54:16.317486,136.45000965499864,150.3014138183623,-2.7242055050343197,0.0,0.022825,0.0,1.2960426988908746,1.2960426988908746
2022-11-11 12:57:16.317486,136.4500119802991,145.51646225069396,-1.6841529005602922,0.0,0.022825,0.0,1.2960429283254074,1.2960429283254074
2022-11-11 13:00:16.317486,136.45001465159177,143.77529601395548,0.16013592496733509,28.666666666666668,0.022825,0.0,1.296043191898575,1.296043191898575
2022-11-11 13:03:16.317486,136.45001783383316,144.88635484544338,0.9303662807915885,0.0,3.022825,0.0,1.2960435058864685,1.2960435058864685
2022-11-11 13:06:16.317486,136.4503119955824,146.54522709942142,0.5098357537417257,0.0,0.022825,0.0,1.2960725306018916,1.2960725306018916
2022-11-11 13:09:16.317486,136.45572886090392,146.372146959394,-1.0941133421185043,0.0,0.022825,0.0,1.296607055670733,1.296607055670733
2022-11-11 13:12:16.317486,136.48366389327825,141.99702268578926,-3.8671434041457076,0.0,0.022825,0.0,1.2993650450076843,1.2993650450076843
