step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,150.68622704397862,0.10000000149011612,97.79718408375902,0.0,0.0,0.0,0.0,0.0,0.0,150.68622704397862
2.0,150.66758239554696,0.0,97.83726548857453,0.0,0.0,False,False,False,False,150.66758239554696
3.0,150.34555935807205,0.10000000149011612,98.52496114579083,0.0,0.0,False,False,False,False,150.34555935807205
4.0,149.82634118269095,0.10000000149011612,99.61556243932569,0.0,0.0,False,False,False,False,149.82634118269095
5.0,149.1980913819952,0.10000000149011612,100.90511981517034,0.0,0.0,False,False,False,False,149.1980913819952
6.0,148.541230783585,0.10000000149011612,102.21820368268561,0.0,0.0,False,False,False,False,148.541230783585
7.0,147.93341307949214,0.10000000149011612,103.40119481214845,0.0,0.0,False,False,False,False,147.93341307949214
8.0,147.45181608966112,0.0,104.31664521976654,0.0,0.0,False,False,False,False,147.45181608966112
9.0,147.1665536364609,0.10000000149011612,104.84976822989279,0.0,0.0,False,False,False,False,147.1665536364609
10.0,147.10325511079105,0.0,104.96714591583452,0.0,0.0,False,False,False,False,147.10325511079105
11.0,147.2205153818336,0.10000000149011612,104.74944035244027,0.0,0.0,False,False,False,False,147.2205153818336
12.0,147.46279398849543,0.10000000149011612,104.29599316570375,0.0,0.0,False,False,False,False,147.46279398849543
13.0,147.77544686893566,0.03912803903222084,103.70359892166391,0.0,0.0,False,False,False,False,147.77544686893566
14.0,148.10778219835828,0.10000000149011612,103.06497316586763,0.0,0.0,False,False,False,False,148.10778219835828
15.0,148.42892813031406,0.10000000149011612,102.43909801843131,0.0,0.0,False,False,False,False,148.42892813031406
16.0,148.73733822713515,0.0,101.82994696395235,0.0,0.0,False,False,False,False,148.73733822713515
17.0,149.03825056926092,0.10000000149011612,101.22795916932023,0.0,0.0,False,False,False,False,149.03825056926092
18.0,149.33721649004005,0.10000000149011612,100.62238666278847,0.0,0.0,False,False,False,False,149.33721649004005
19.0,149.63446339004724,0.0,100.0129059561632,0.0,0.0,False,False,False,False,149.63446339004724
20.0,149.8966857873413,0.10000000149011612,99.46912254279187,0.0,0.0,False,False,False,False,149.8966857873413
21.0,150.04010423539597,0.0,99.16928273586325,0.0,0.0,False,False,False,False,150.04010423539597
22.0,149.9699369754855,0.0,99.31619324136318,0.0,0.0,False,False,False,False,149.9699369754855
23.0,149.59169793930297,0.10000000149011612,100.10104687277271,0.0,0.0,False,False,False,False,149.59169793930297
24.0,148.82559928197765,0.0,101.65415967219758,0.0,0.0,False,False,False,False,148.82559928197765
25.0,147.6783552099626,0.0,103.88843459903819,0.0,0.0,False,False,False,False,147.6783552099626
26.0,146.28621635136528,0.0,106.45222903085119,0.0,0.0,False,False,False,False,146.28621635136528
27.0,144.81448310684306,0.0,108.98684679921325,0.0,0.0,False,False,False,False,144.81448310684306
28.0,143.42882853752167,0.0,111.20811494637246,0.0,0.0,False,False,False,False,143.42882853752167
29.0,142.2784977386446,0.10000000149011612,112.9305000816181,0.0,0.0,False,False,False,False,142.2784977386446
30.0,141.41220394552687,0.0,114.1547484280751,0.0,0.0,False,False,False,False,141.41220394552687
31.0,140.72760144396545,0.0,115.07795536059973,0.0,0.0,False,False,False,False,140.72760144396545
