step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,151.007,,Rick,0.0,0.0,97.103,,0.0,0.0,,0.13,97.103
2.0,152.914,,Rick,0.0,0.0,92.8,,False,False,,0.0,92.8
3.0,153.589,,Rick,0.0,0.0,91.203,,False,False,,0.13,91.203
4.0,153.234,,Rick,0.0,0.0,92.047,,False,False,,0.07,92.047
5.0,152.088,,Rick,0.0,0.0,94.7,,False,False,,0.04,94.7
6.0,150.412,,Rick,0.0,0.0,98.384,,False,False,,0.06,98.384
7.0,148.478,,Rick,0.0,0.0,102.342,,False,False,,0.13,102.342
8.0,146.568,,Rick,0.0,0.0,105.947,,False,False,,0.12,105.947
9.0,144.939,,Rick,0.0,0.0,108.779,,False,False,,0.11,108.779
10.0,143.694,,Rick,0.0,0.0,110.795,,False,False,,0.09,110.795
11.0,142.698,,Rick,0.0,0.0,112.315,,False,False,,0.02,112.315
12.0,141.763,,Rick,0.0,0.0,113.667,,False,False,,0.09,113.667
13.0,140.701,,Rick,0.0,0.0,115.113,,False,False,,0.03,115.113
14.0,139.345,,Rick,0.0,0.0,116.823,,False,False,,0.05,116.823
15.0,137.644,,Rick,0.0,0.0,118.751,,False,False,,0.01,118.751
16.0,135.72,,Rick,0.0,0.0,120.642,,False,False,,0.15,120.642
17.0,133.733,,Rick,0.0,0.0,122.27,,False,False,,0.02,122.27
18.0,131.849,,Rick,0.0,0.0,123.51,,False,False,,0.02,123.51
19.0,130.216,,Rick,0.0,0.0,124.346,,False,False,,0.1,124.346
20.0,128.879,,Rick,0.0,0.0,124.864,,False,False,,0.05,124.864
21.0,127.732,,Rick,0.0,0.0,125.189,,False,False,,0.01,125.189
22.0,126.633,,Rick,0.0,0.0,125.399,,False,False,,0.04,125.399
23.0,125.442,,Rick,0.0,0.0,125.511,,False,False,,0.02,125.511
24.0,124.037,,Rick,0.0,0.0,125.493,,False,False,,0.04,125.493
25.0,122.381,,Rick,0.0,0.0,125.259,,False,False,,0.12,125.259
26.0,120.571,,Rick,0.0,0.0,124.742,,False,False,,0.09,124.742
27.0,118.734,,Rick,0.0,0.0,123.938,,False,False,,0.03,123.938
28.0,116.997,,Morty,0.0,122.919,123.938,,False,False,,0.06,246.857
29.0,115.476,,Morty,0.0,121.82,123.938,,False,False,,0.04,245.758
30.0,114.226,,Morty,0.0,120.773,123.938,,False,False,,0.02,244.711
31.0,113.21,,Morty,0.0,119.824,123.938,,False,False,,0.02,243.762
32.0,112.368,,Morty,0.0,118.974,123.938,,False,False,,0.05,242.912
33.0,111.643,,Morty,0.0,118.194,123.938,,False,False,,0.03,242.133
34.0,110.983,,Morty,0.0,117.447,123.938,,False,False,,0.0,241.385
35.0,110.365,,Morty,0.0,116.713,123.938,,False,False,,0.05,240.651
36.0,109.806,,Morty,0.0,116.023,123.938,,False,False,,0.0,239.961
37.0,109.337,,Morty,0.0,115.423,123.938,,False,False,,0.05,239.361
38.0,108.987,,Morty,0.0,114.963,123.938,,False,False,,0.03,238.901
39.0,108.772,,Morty,0.0,114.676,123.938,,False,False,,0.07,238.614
40.0,108.638,,Morty,0.0,114.496,123.938,,False,False,,0.05,238.434
41.0,108.426,,Morty,0.0,114.206,123.938,,False,False,,0.02,238.144
