step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,146.14,,Rick,0.0,0.0,106.713,,0.0,0.0,,0.13,106.713
2.0,139.778,,Rick,0.0,0.0,116.294,,False,False,,0.0,116.294
3.0,135.893,,Rick,0.0,0.0,120.485,,False,False,,0.13,120.485
4.0,133.409,,Rick,0.0,0.0,122.505,,False,False,,0.07,122.505
5.0,131.726,,Rick,0.0,0.0,123.581,,False,False,,0.04,123.581
6.0,130.529,,Rick,0.0,0.0,124.203,,False,False,,0.06,124.203
7.0,129.676,,Rick,0.0,0.0,124.573,,False,False,,0.13,124.573
8.0,129.127,,Rick,0.0,0.0,124.779,,False,False,,0.12,124.779
9.0,128.893,,Rick,0.0,0.0,124.859,,False,False,,0.11,124.859
10.0,128.964,,Rick,0.0,0.0,124.835,,False,False,,0.09,124.835
11.0,129.263,,Rick,0.0,0.0,124.73,,False,False,,0.02,124.73
12.0,129.704,,Rick,0.0,0.0,124.561,,False,False,,0.09,124.561
13.0,130.21,,Rick,0.0,0.0,124.348,,False,False,,0.03,124.348
14.0,130.703,,Rick,0.0,0.0,124.119,,False,False,,0.05,124.119
15.0,131.118,,Rick,0.0,0.0,123.912,,False,False,,0.01,123.912
16.0,131.393,,Rick,0.0,0.0,123.766,,False,False,,0.15,123.766
17.0,131.471,,Rick,0.0,0.0,123.723,,False,False,,0.02,123.723
18.0,131.297,,Rick,0.0,0.0,123.818,,False,False,,0.02,123.818
19.0,130.819,,Rick,0.0,0.0,124.063,,False,False,,0.1,124.063
20.0,130.028,,Rick,0.0,0.0,124.427,,False,False,,0.05,124.427
21.0,128.972,,Rick,0.0,0.0,124.832,,False,False,,0.01,124.832
22.0,127.713,,Rick,0.0,0.0,125.194,,False,False,,0.04,125.194
23.0,126.313,,Rick,0.0,0.0,125.441,,False,False,,0.02,125.441
24.0,124.832,,Rick,0.0,0.0,125.524,,False,False,,0.04,125.524
25.0,123.311,,Rick,0.0,0.0,125.418,,False,False,,0.12,125.418
26.0,121.766,,Rick,0.0,0.0,125.114,,False,False,,0.09,125.114
27.0,120.209,,Rick,0.0,0.0,124.606,,False,False,,0.03,124.606
28.0,118.648,,Rick,0.0,0.0,123.893,,False,False,,0.06,123.893
29.0,117.104,,Morty,0.0,122.989,123.893,,False,False,,0.04,246.882
30.0,115.652,,Morty,0.0,121.957,123.893,,False,False,,0.02,245.851
31.0,114.455,,Morty,0.0,120.974,123.893,,False,False,,0.02,244.868
32.0,113.692,,Morty,0.0,120.285,123.893,,False,False,,0.05,244.178
33.0,113.542,,Morty,0.0,120.144,123.893,,False,False,,0.03,244.037
34.0,114.153,,Morty,0.0,120.707,123.893,,False,False,,0.0,244.6
35.0,115.467,,Morty,0.0,121.812,123.893,,False,False,,0.05,245.706
36.0,117.121,,Morty,0.0,123.0,123.893,,False,False,,0.0,246.893
37.0,118.685,,Morty,0.0,123.913,123.893,,False,False,,0.05,247.806
38.0,119.73,,Morty,0.0,124.409,123.893,,False,False,,0.03,248.302
39.0,119.869,,Morty,0.0,124.468,123.893,,False,False,,0.07,248.361
40.0,118.983,,Morty,0.0,124.064,123.893,,False,False,,0.05,247.957
41.0,117.352,,Morty,0.0,123.148,123.893,,False,False,,0.02,247.041
42.0,115.344,,Morty,0.0,121.715,123.893,,False,False,,0.04,245.609
43.0,113.326,,Morty,0.0,119.937,123.893,,False,False,,0.02,243.831
44.0,111.667,,Morty,0.0,118.221,123.893,,False,False,,0.07,242.114
45.0,110.733,,Morty,0.0,117.154,123.893,,False,False,,0.01,241.048
46.0,110.893,,Morty,0.0,117.342,123.893,,False,False,,0.01,241.235
47.0,112.513,,Morty,0.0,119.124,123.893,,False,False,,0.03,243.018
