step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,133.554,,Rick,0.0,0.0,122.401,,0.0,0.0,,0.13,122.401
2.0,135.057,,Rick,0.0,0.0,121.222,,False,False,,0.0,121.222
3.0,136.894,,Rick,0.0,0.0,119.525,,False,False,,0.13,119.525
4.0,138.855,,Rick,0.0,0.0,117.404,,False,False,,0.07,117.404
5.0,140.731,,Rick,0.0,0.0,115.074,,False,False,,0.04,115.074
6.0,142.313,,Rick,0.0,0.0,112.88,,False,False,,0.06,112.88
7.0,143.393,,Rick,0.0,0.0,111.263,,False,False,,0.13,111.263
8.0,143.763,,Rick,0.0,0.0,110.687,,False,False,,0.12,110.687
9.0,143.269,,Rick,0.0,0.0,111.454,,False,False,,0.11,111.454
10.0,142.099,,Rick,0.0,0.0,113.19,,False,False,,0.09,113.19
11.0,140.946,,Rick,0.0,0.0,114.787,,False,False,,0.02,114.787
12.0,140.619,,Rick,0.0,0.0,115.221,,False,False,,0.09,115.221
13.0,141.923,,Rick,0.0,0.0,113.44,,False,False,,0.03,113.44
14.0,145.553,,Rick,0.0,0.0,107.738,,False,False,,0.05,107.738
15.0,151.522,,Rick,0.0,0.0,95.97,,False,False,,0.01,95.97
16.0,158.828,,Rick,0.0,0.0,77.523,,False,False,,0.15,77.523
17.0,166.242,,Rick,0.0,0.0,54.253,,False,False,,0.02,54.253
18.0,172.534,,Rick,0.0,0.0,30.909,,False,False,,0.02,30.909
19.0,176.575,,Rick,0.0,0.0,14.175,,False,False,,0.1,14.175
20.0,177.83,,Rick,0.0,0.0,8.698,,False,False,,0.05,8.698
21.0,176.659,,Rick,0.0,0.0,13.811,,False,False,,0.01,13.811
22.0,173.618,,Rick,0.0,0.0,26.554,,False,False,,0.04,26.554
23.0,169.263,,Rick,0.0,0.0,43.455,,False,False,,0.02,43.455
24.0,164.187,,Rick,0.0,0.0,61.162,,False,False,,0.04,61.162
25.0,159.181,,Rick,0.0,0.0,76.52,,False,False,,0.12,76.52
26.0,155.337,,Rick,0.0,0.0,86.893,,False,False,,0.09,86.893
27.0,153.816,,Rick,0.0,0.0,90.658,,False,False,,0.03,90.658
28.0,155.778,,Rick,0.0,0.0,85.766,,False,False,,0.06,85.766
29.0,162.154,,Rick,0.0,0.0,67.651,,False,False,,0.04,67.651
30.0,172.507,,Rick,0.0,0.0,31.014,,False,False,,0.02,31.014
31.0,184.347,,Rick,0.0,0.0,-21.837,,False,False,,0.08,-21.837
32.0,194.724,,Rick,0.0,0.0,-77.779,,False,False,,0.08,-77.779
33.0,200.693,,Rick,0.0,0.0,-114.023,,False,False,,0.03,-114.023
34.0,199.633,,Rick,0.0,0.0,-107.371,,False,False,,0.12,-107.371
35.0,190.891,,Rick,0.0,0.0,-56.069,,False,False,,0.08,-56.069
36.0,176.76,,Rick,0.0,0.0,13.376,,False,False,,0.13,13.376
37.0,160.19,,Rick,0.0,0.0,73.594,,False,False,,0.11,73.594
38.0,144.129,,Rick,0.0,0.0,110.106,,False,False,,0.14,110.106
39.0,131.304,,Rick,0.0,0.0,123.814,,False,False,,0.07,123.814
40.0,123.1,,Rick,0.0,0.0,125.389,,False,False,,0.05,125.389
41.0,118.897,,Rick,0.0,0.0,124.021,,False,False,,0.09,124.021
42.0,117.625,,Morty,0.0,123.317,124.021,,False,False,,0.09,247.337
43.0,118.218,,Morty,0.0,123.661,124.021,,False,False,,0.02,247.682
44.0,119.606,,Morty,0.0,124.355,124.021,,False,False,,0.07,248.375
