,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
0,140.30743992994866,0.0,115.62519944096653,0.0,0.0,0.0,0.0,0.0,0.0,140.30743992994866
