step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,139.687,0.05,Rick,0.0,0.0,116.406,,0.0,0.0,0.0,0.0,0.0,0.0,,116.406
2.0,138.961,0.08,Rick,0.0,0.0,117.28,,False,False,False,False,False,False,,117.28
3.0,138.891,0.06,Rick,0.0,0.0,117.361,,False,False,False,False,False,False,,117.361
4.0,139.168,0.05,Rick,0.0,0.0,117.035,,False,False,False,False,False,False,,117.035
5.0,139.597,0.07,Rick,0.0,0.0,116.517,,False,False,False,False,False,False,,116.517
6.0,140.04,0.05,Rick,0.0,0.0,115.966,,False,False,False,False,False,False,,115.966
7.0,140.386,0.07,Rick,0.0,0.0,115.524,,False,False,False,False,False,False,,115.524
8.0,140.538,0.09,Rick,0.0,0.0,115.327,,False,False,False,False,False,False,,115.327
9.0,140.415,0.06,Rick,0.0,0.0,115.487,,False,False,False,False,False,False,,115.487
10.0,140.019,0.09,Rick,0.0,0.0,115.993,,False,False,False,False,False,False,,115.993
11.0,139.473,0.06,Rick,0.0,0.0,116.669,,False,False,False,False,False,False,,116.669
12.0,138.925,0.08,Rick,0.0,0.0,117.321,,False,False,False,False,False,False,,117.321
13.0,138.525,0.07,Rick,0.0,0.0,117.783,,False,False,False,False,False,False,,117.783
14.0,138.396,0.09,Rick,0.0,0.0,117.929,,False,False,False,False,False,False,,117.929
15.0,138.537,0.06,Rick,0.0,0.0,117.769,,False,False,False,False,False,False,,117.769
16.0,138.755,0.05,Rick,0.0,0.0,117.519,,False,False,False,False,False,False,,117.519
17.0,138.815,0.07,Rick,0.0,0.0,117.45,,False,False,False,False,False,False,,117.45
18.0,138.482,0.06,Rick,0.0,0.0,117.832,,False,False,False,False,False,False,,117.832
19.0,137.54,0.06,Rick,0.0,0.0,118.861,,False,False,False,False,False,False,,118.861
20.0,135.898,0.06,Rick,0.0,0.0,120.48,,False,False,False,False,False,False,,120.48
21.0,133.646,0.06,Rick,0.0,0.0,122.335,,False,False,False,False,False,False,,122.335
22.0,130.913,0.06,Rick,0.0,0.0,124.016,,False,False,False,False,False,False,,124.016
23.0,127.833,0.05,Rick,0.0,0.0,125.165,,False,False,False,False,False,False,,125.165
24.0,124.54,0.06,Rick,0.0,0.0,125.518,,False,False,False,False,False,False,,125.518
25.0,121.181,0.06,Rick,0.0,0.0,124.947,,False,False,False,False,False,False,,124.947
26.0,117.921,0.08,Rick,0.0,0.0,123.492,,False,False,False,False,False,False,,123.492
27.0,114.929,0.07,Morty,0.0,121.378,123.492,,False,False,False,False,False,False,,244.87
28.0,112.376,0.03,Morty,0.0,118.982,123.492,,False,False,False,False,False,False,,242.475
29.0,110.411,0.03,Morty,0.0,116.769,123.492,,False,False,False,False,False,False,,240.262
30.0,109.068,0.0,Morty,0.0,115.071,123.492,,False,False,False,False,False,False,,238.563
31.0,108.201,0.04,Morty,0.0,113.894,123.492,,False,False,False,False,False,False,,237.387
32.0,107.626,0.01,Morty,0.0,113.08,123.492,,False,False,False,False,False,False,,236.572
33.0,107.161,0.01,Morty,0.0,112.4,123.492,,False,False,False,False,False,False,,235.893
