step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,134.821,,Rick,0.0,0.0,121.42,,0.0,0.0,,0.13,121.42
2.0,133.874,,Rick,0.0,0.0,122.166,,False,False,,0.0,122.166
3.0,133.459,,Rick,0.0,0.0,122.469,,False,False,,0.13,122.469
4.0,133.427,,Rick,0.0,0.0,122.492,,False,False,,0.07,122.492
5.0,133.645,,Rick,0.0,0.0,122.335,,False,False,,0.04,122.335
6.0,133.987,,Rick,0.0,0.0,122.081,,False,False,,0.06,122.081
7.0,134.332,,Rick,0.0,0.0,121.815,,False,False,,0.13,121.815
8.0,134.561,,Rick,0.0,0.0,121.632,,False,False,,0.12,121.632
9.0,134.571,,Rick,0.0,0.0,121.624,,False,False,,0.11,121.624
10.0,134.339,,Rick,0.0,0.0,121.809,,False,False,,0.09,121.809
11.0,133.966,,Rick,0.0,0.0,122.097,,False,False,,0.02,122.097
12.0,133.579,,Rick,0.0,0.0,122.383,,False,False,,0.09,122.383
13.0,133.306,,Rick,0.0,0.0,122.577,,False,False,,0.03,122.577
14.0,133.259,,Rick,0.0,0.0,122.61,,False,False,,0.05,122.61
15.0,133.455,,Rick,0.0,0.0,122.472,,False,False,,0.01,122.472
16.0,133.763,,Rick,0.0,0.0,122.248,,False,False,,0.15,122.248
17.0,134.024,,Rick,0.0,0.0,122.053,,False,False,,0.02,122.053
18.0,134.077,,Rick,0.0,0.0,122.013,,False,False,,0.02,122.013
19.0,133.783,,Rick,0.0,0.0,122.234,,False,False,,0.1,122.234
20.0,133.133,,Rick,0.0,0.0,122.697,,False,False,,0.05,122.697
21.0,132.311,,Rick,0.0,0.0,123.234,,False,False,,0.01,123.234
22.0,131.542,,Rick,0.0,0.0,123.684,,False,False,,0.04,123.684
23.0,131.054,,Rick,0.0,0.0,123.945,,False,False,,0.02,123.945
24.0,131.049,,Rick,0.0,0.0,123.947,,False,False,,0.04,123.947
25.0,131.588,,Rick,0.0,0.0,123.659,,False,False,,0.12,123.659
26.0,132.519,,Rick,0.0,0.0,123.103,,False,False,,0.09,123.103
27.0,133.642,,Rick,0.0,0.0,122.337,,False,False,,0.03,122.337
28.0,134.756,,Rick,0.0,0.0,121.473,,False,False,,0.06,121.473
29.0,135.667,,Rick,0.0,0.0,120.69,,False,False,,0.04,120.69
30.0,136.203,,Rick,0.0,0.0,120.197,,False,False,,0.02,120.197
31.0,136.234,,Rick,0.0,0.0,120.168,,False,False,,0.08,120.168
32.0,135.638,,Rick,0.0,0.0,120.716,,False,False,,0.08,120.716
33.0,134.292,,Rick,0.0,0.0,121.846,,False,False,,0.03,121.846
34.0,132.111,,Rick,0.0,0.0,123.356,,False,False,,0.12,123.356
35.0,129.232,,Rick,0.0,0.0,124.741,,False,False,,0.08,124.741
36.0,126.12,,Rick,0.0,0.0,125.462,,False,False,,0.13,125.462
37.0,123.318,,Rick,0.0,0.0,125.419,,False,False,,0.11,125.419
38.0,121.366,,Rick,0.0,0.0,125.003,,False,False,,0.14,125.003
39.0,120.754,,Rick,0.0,0.0,124.807,,False,False,,0.07,124.807
40.0,121.675,,Rick,0.0,0.0,125.09,,False,False,,0.05,125.09
41.0,123.872,,Rick,0.0,0.0,125.48,,False,False,,0.09,125.48
42.0,126.99,,Rick,0.0,0.0,125.342,,False,False,,0.09,125.342
43.0,130.673,,Rick,0.0,0.0,124.134,,False,False,,0.02,124.134
44.0,134.564,,Rick,0.0,0.0,121.629,,False,False,,0.12,121.629
45.0,138.31,,Rick,0.0,0.0,118.026,,False,False,,0.1,118.026
46.0,141.553,,Rick,0.0,0.0,113.96,,False,False,,0.01,113.96
47.0,143.94,,Rick,0.0,0.0,110.407,,False,False,,0.03,110.407
48.0,145.116,,Rick,0.0,0.0,108.483,,False,False,,0.07,108.483
49.0,142.421,,Rick,0.0,0.0,112.724,,False,False,,0.11,112.724
50.0,134.684,,Rick,0.0,0.0,121.532,,False,False,,0.08,121.532
51.0,129.141,,Rick,0.0,0.0,124.774,,False,False,,0.15,124.774
52.0,125.462,,Rick,0.0,0.0,125.511,,False,False,,0.02,125.511
53.0,123.315,,Rick,0.0,0.0,125.419,,False,False,,0.11,125.419
54.0,122.369,,Rick,0.0,0.0,125.256,,False,False,,0.03,125.256
55.0,122.291,,Rick,0.0,0.0,125.24,,False,False,,0.08,125.24
56.0,122.751,,Rick,0.0,0.0,125.331,,False,False,,0.11,125.331
57.0,123.417,,Rick,0.0,0.0,125.432,,False,False,,0.05,125.432
58.0,123.958,,Rick,0.0,0.0,125.487,,False,False,,0.05,125.487
59.0,124.079,,Rick,0.0,0.0,125.496,,False,False,,0.14,125.496
60.0,123.704,,Rick,0.0,0.0,125.464,,False,False,,0.03,125.464
61.0,123.088,,Rick,0.0,0.0,125.387,,False,False,,0.05,125.387
62.0,122.558,,Rick,0.0,0.0,125.295,,False,False,,0.09,125.295
63.0,122.441,,Rick,0.0,0.0,125.271,,False,False,,0.02,125.271
64.0,123.013,,Rick,0.0,0.0,125.375,,False,False,,0.08,125.375
65.0,124.253,,Rick,0.0,0.0,125.506,,False,False,,0.11,125.506
66.0,125.689,,Rick,0.0,0.0,125.498,,False,False,,0.0,125.498
67.0,126.75,,Rick,0.0,0.0,125.381,,False,False,,0.11,125.381
68.0,126.864,,Rick,0.0,0.0,125.363,,False,False,,0.1,125.363
69.0,125.52,,Rick,0.0,0.0,125.508,,False,False,,0.13,125.508
70.0,122.567,,Rick,0.0,0.0,125.297,,False,False,,0.13,125.297
71.0,118.394,,Rick,0.0,0.0,123.759,,False,False,,0.1,123.759
72.0,113.512,,Morty,0.0,120.115,123.759,,False,False,,0.03,243.874
73.0,108.429,,Morty,0.0,114.21,123.759,,False,False,,0.03,237.969
74.0,103.632,,Morty,0.0,106.661,123.759,,False,False,,0.07,230.42
75.0,99.469,,Morty,0.0,98.555,123.759,,False,False,,0.07,222.313
76.0,96.083,,Morty,0.0,90.894,123.759,,False,False,,0.07,214.653
77.0,93.569,,Morty,0.0,84.588,123.759,,False,False,,0.05,208.347
78.0,92.024,,Morty,0.0,80.451,123.759,,False,False,,0.01,204.209
79.0,91.517,,Morty,0.0,79.051,123.759,,False,False,,0.03,202.81
80.0,91.962,,Morty,0.0,80.282,123.759,,False,False,,0.06,204.04
81.0,93.034,,Morty,0.0,83.179,123.759,,False,False,,0.01,206.937
82.0,94.357,,Morty,0.0,86.621,123.759,,False,False,,0.07,210.379
83.0,95.553,,Morty,0.0,89.61,123.759,,False,False,,0.02,213.368
84.0,96.28,,Morty,0.0,91.366,123.759,,False,False,,0.02,215.125
85.0,96.384,,Morty,0.0,91.614,123.759,,False,False,,0.01,215.373
86.0,96.002,,Morty,0.0,90.699,123.759,,False,False,,0.01,214.457
87.0,95.333,,Morty,0.0,89.069,123.759,,False,False,,0.04,212.827
88.0,94.578,,Morty,0.0,87.183,123.759,,False,False,,0.07,210.942
89.0,93.927,,Morty,0.0,85.517,123.759,,False,False,,0.06,209.276
90.0,93.506,,Morty,0.0,84.424,123.759,,False,False,,0.05,208.183
91.0,93.352,,Morty,0.0,84.019,123.759,,False,False,,0.07,207.778
92.0,93.478,,Morty,0.0,84.349,123.759,,False,False,,0.03,208.108
93.0,93.897,,Morty,0.0,85.442,123.759,,False,False,,0.07,209.2
94.0,94.624,,Morty,0.0,87.299,123.759,,False,False,,0.01,211.058
95.0,95.672,,Morty,0.0,89.9,123.759,,False,False,,0.04,213.659
96.0,97.055,,Morty,0.0,93.19,123.759,,False,False,,0.03,216.949
97.0,98.785,,Morty,0.0,97.084,123.759,,False,False,,0.03,220.842
98.0,100.876,,Morty,0.0,101.456,123.759,,False,False,,0.01,225.215
99.0,106.683,,Morty,0.0,111.685,123.759,,False,False,,0.07,235.444
100.0,117.003,,Morty,0.0,122.923,123.759,,False,False,,0.02,246.681
101.0,120.562,,Morty,0.0,124.739,123.759,,False,False,,0.06,248.497
102.0,118.909,,Rick,0.0,124.739,124.027,,False,False,,0.04,248.766
103.0,113.594,,Morty,0.0,120.193,124.027,,False,False,,0.11,244.22
104.0,106.167,,Morty,0.0,110.889,124.027,,False,False,,0.01,234.916
105.0,98.176,,Morty,0.0,95.741,124.027,,False,False,,0.07,219.768
106.0,91.17,,Morty,0.0,78.08,124.027,,False,False,,0.05,202.106
107.0,86.698,,Morty,0.0,64.667,124.027,,False,False,,0.05,188.693
108.0,86.31,,Morty,0.0,63.422,124.027,,False,False,,0.01,187.449
109.0,91.301,,Morty,0.0,78.446,124.027,,False,False,,0.02,202.473
110.0,101.45,,Morty,0.0,102.593,124.027,,False,False,,0.05,226.62
111.0,114.265,,Morty,0.0,120.807,124.027,,False,False,,0.03,244.834
112.0,126.744,,Morty,0.0,125.382,124.027,,False,False,,0.05,249.409
113.0,135.889,,Rick,0.0,125.382,120.488,,False,False,,0.0,245.87
114.0,139.02,,Rick,0.0,125.382,117.211,,False,False,,0.15,242.593
115.0,135.379,,Rick,0.0,125.382,120.945,,False,False,,0.06,246.327
116.0,127.095,,Rick,0.0,125.382,125.323,,False,False,,0.15,250.705
117.0,116.935,,Rick,0.0,125.382,122.878,,False,False,,0.03,248.26
118.0,107.666,,Morty,0.0,113.138,122.878,,False,False,,0.13,236.016
119.0,101.8,,Morty,0.0,103.27,122.878,,False,False,,0.04,226.148
120.0,100.303,,Morty,0.0,100.293,122.878,,False,False,,0.02,223.171
121.0,101.831,,Morty,0.0,103.331,122.878,,False,False,,0.03,226.209
122.0,104.526,,Morty,0.0,108.213,122.878,,False,False,,0.04,231.09
123.0,106.527,,Morty,0.0,111.446,122.878,,False,False,,0.02,234.324
124.0,106.141,,Morty,0.0,110.848,122.878,,False,False,,0.02,233.726
125.0,102.659,,Morty,0.0,104.896,122.878,,False,False,,0.0,227.774
126.0,96.855,,Morty,0.0,92.724,122.878,,False,False,,0.01,215.602
127.0,89.829,,Morty,0.0,74.231,122.878,,False,False,,0.05,197.109
128.0,82.682,,Morty,0.0,51.198,122.878,,False,False,,0.0,174.076
129.0,76.441,,Jerry,27.599,51.198,122.878,,False,False,,0.04,201.675
130.0,71.676,,Jerry,7.393,51.198,122.878,,False,False,,0.0,181.469
131.0,68.274,,Jerry,-8.191,51.198,122.878,,False,False,,0.0,165.885
132.0,65.971,,Jerry,-19.287,51.198,122.878,,False,False,,0.0,154.789
133.0,64.503,,Jerry,-26.589,51.198,122.878,,False,False,,0.0,147.487
134.0,63.623,,Jerry,-31.054,51.198,122.878,,False,False,,0.0,143.022
135.0,63.181,,Jerry,-33.322,51.198,122.878,,False,False,,0.0,140.754
136.0,63.174,,Jerry,-33.358,51.198,122.878,,False,False,,0.0,140.718
137.0,63.633,,Jerry,-31.007,51.198,122.878,,False,False,,0.0,143.069
138.0,64.587,,Jerry,-26.17,51.198,122.878,,False,False,,0.0,147.906
139.0,66.051,,Jerry,-18.896,51.198,122.878,,False,False,,0.0,155.18
140.0,67.945,,Jerry,-9.746,51.198,122.878,,False,False,,0.0,164.33
141.0,70.052,,Jerry,0.073,51.198,122.878,,False,False,,0.0,174.149
142.0,72.118,,Jerry,9.348,51.198,122.878,,False,False,,0.0,183.424
143.0,73.894,,Jerry,17.034,51.198,122.878,,False,False,,0.0,191.11
144.0,75.128,,Jerry,22.222,51.198,122.878,,False,False,,0.0,196.298
145.0,75.57,,Jerry,24.048,51.198,122.878,,False,False,,0.0,198.125
146.0,74.969,,Jerry,21.559,51.198,122.878,,False,False,,0.0,195.635
147.0,73.073,,Jerry,13.515,51.198,122.878,,False,False,,0.0,187.591
148.0,69.632,,Jerry,-1.854,51.198,122.878,,False,False,,0.0,172.222
149.0,65.932,,Jerry,-19.48,51.198,122.878,,False,False,,0.0,154.596
150.0,63.828,,Jerry,-30.01,51.198,122.878,,False,False,,0.0,144.066
151.0,61.281,,Jerry,-43.253,51.198,122.878,,False,False,,0.0,130.823
152.0,58.486,,Jerry,-58.413,51.198,122.878,,False,False,,0.0,115.663
153.0,55.635,,Jerry,-74.539,51.198,122.878,,False,False,,0.0,99.537
154.0,52.925,,Jerry,-90.502,51.198,122.878,,False,False,,0.0,83.574
