step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,125.4631247620585,0.10000000149011612,125.51051205893884,0.0,0.0,0.0,0.0,0.0,0.0,125.4631247620585
2.0,124.81729891289277,0.0,125.52342448606555,0.0,0.0,False,False,False,False,124.81729891289277
3.0,124.74458476273182,0.0,125.5226995659284,0.0,0.0,False,False,False,False,124.74458476273182
4.0,125.06923870825793,0.0,125.52252540897484,0.0,0.0,False,False,False,False,125.06923870825793
5.0,125.67805484708896,0.10000000149011612,125.49850022050418,0.0,0.0,False,False,False,False,125.67805484708896
6.0,126.48339807270276,0.06295722723007202,125.41922820358104,0.0,0.0,False,False,False,False,126.48339807270276
7.0,127.40813835871711,0.0,125.26148871583052,0.0,0.0,False,False,False,False,127.40813835871711
8.0,128.3791666129393,0.051908060908317566,125.01909033329571,0.0,0.0,False,False,False,False,128.3791666129393
9.0,129.3300306136074,0.10000000149011612,124.70552056062081,0.0,0.0,False,False,False,False,129.3300306136074
10.0,130.22637796790286,0.10000000149011612,124.3408844510036,0.0,0.0,False,False,False,False,130.22637796790286
11.0,131.0812329564499,0.10000000149011612,123.93070162537708,0.0,0.0,False,False,False,False,131.0812329564499
12.0,131.9176764008334,0.10000000149011612,123.47036119486995,0.0,0.0,False,False,False,False,131.9176764008334
13.0,132.75797456599457,0.0,122.94914554851425,0.0,0.0,False,False,False,False,132.75797456599457
14.0,133.6115101602185,0.0,122.35943139378116,0.0,0.0,False,False,False,False,133.6115101602185
15.0,134.4150195425655,0.0,121.7487592102434,0.0,0.0,False,False,False,False,134.4150195425655
16.0,134.9973034814797,0.10000000149011612,121.27257097434017,0.0,0.0,False,False,False,False,134.9973034814797
17.0,135.16411696029968,0.10000000149011612,121.13094112083309,0.0,0.0,False,False,False,False,135.16411696029968
18.0,134.72225358212052,0.04414220526814461,121.5010289416507,0.0,0.0,False,False,False,False,134.72225358212052
19.0,133.51766738589242,0.10000000149011612,122.42724093474487,0.0,0.0,False,False,False,False,133.51766738589242
20.0,131.62843351988752,0.0,123.63614734210546,0.0,0.0,False,False,False,False,131.62843351988752
21.0,129.48073278301902,0.10000000149011612,124.64890042432432,0.0,0.0,False,False,False,False,129.48073278301902
22.0,127.5781391287698,0.0,125.22472982821512,0.0,0.0,False,False,False,False,127.5781391287698
23.0,126.42447082292063,0.0,125.42686270804268,0.0,0.0,False,False,False,False,126.42447082292063
24.0,126.45979836683549,0.10000000149011612,125.4223205035205,0.0,0.0,False,False,False,False,126.45979836683549
25.0,127.73991902426424,0.0,125.18751025607651,0.0,0.0,False,False,False,False,127.73991902426424
26.0,129.7439813414532,0.10000000149011612,124.54545148589796,0.0,0.0,False,False,False,False,129.7439813414532
27.0,131.8233396306515,0.10000000149011612,123.52519919414101,0.0,0.0,False,False,False,False,131.8233396306515
28.0,133.32962625471148,0.0,122.56090661533528,0.0,0.0,False,False,False,False,133.32962625471148
29.0,133.68110469614982,0.10000000149011612,122.30866899733394,0.0,0.0,False,False,False,False,133.68110469614982
30.0,132.69595060234116,0.0,122.98963036840837,0.0,0.0,False,False,False,False,132.69595060234116
31.0,130.79249615637104,0.0,124.07606169311259,0.0,0.0,False,False,False,False,130.79249615637104
32.0,128.52258140514064,0.0,124.97662479851874,0.0,0.0,False,False,False,False,128.52258140514064
33.0,126.43849346930816,0.10000000149011612,125.42507221787116,0.0,0.0,False,False,False,False,126.43849346930816
34.0,125.04361721115237,0.0,125.52285864451915,0.0,0.0,False,False,False,False,125.04361721115237
35.0,124.54410132874948,0.0,125.5184168809161,0.0,0.0,False,False,False,False,124.54410132874948
36.0,124.69957889371082,0.10000000149011612,125.52202995170819,0.0,0.0,False,False,False,False,124.69957889371082
37.0,125.17060407948347,0.0,125.52067027628459,0.0,0.0,False,False,False,False,125.17060407948347
38.0,125.61789148424126,0.0,125.50225086242222,0.0,0.0,False,False,False,False,125.61789148424126
39.0,125.72617189258082,0.0,125.49528329503869,0.0,0.0,False,False,False,False,125.72617189258082
40.0,125.32459928755165,0.0,125.51621211802853,0.0,0.0,False,False,False,False,125.32459928755165
41.0,124.4591877224014,0.10000000149011612,125.51559241265682,0.0,0.0,False,False,False,False,124.4591877224014
42.0,123.22439960070643,0.10000000149011612,125.4065675256727,0.0,0.0,False,False,False,False,123.22439960070643
43.0,121.7147395341234,0.0,125.10050221696201,0.0,0.0,False,False,False,False,121.7147395341234
44.0,120.02419946617883,0.10000000149011612,124.53216590171667,0.0,0.0,False,False,False,False,120.02419946617883
45.0,118.24596625294404,0.0,123.67713075368977,0.0,0.0,False,False,False,False,118.24596625294404
46.0,116.47255161170456,0.0,123.67713075368977,0.10000000149011612,122.56176324179557,False,False,False,False,116.47255161170456
47.0,114.79594896082102,0.0,123.67713075368977,0.0,121.26607880128108,False,False,False,False,114.79594896082102
48.0,113.30778261204347,0.0,123.67713075368977,0.10000000149011612,119.91962399577051,False,False,False,False,113.30778261204347
49.0,112.79798337813881,0.0,123.67713075368977,0.0,119.41589669596613,False,False,False,False,112.79798337813881
50.0,113.6532275308729,0.0,123.67713075368977,0.0,120.24863467555576,False,False,False,False,113.6532275308729
51.0,113.77674812951085,0.0,123.67713075368977,0.0,120.3638633382551,False,False,False,False,113.77674812951085
52.0,113.30620477705565,0.0,123.67713075368977,0.10000000149011612,119.91809839228677,False,False,False,False,113.30620477705565
53.0,112.37966420809475,0.0,123.67713075368977,0.10000000149011612,118.9863698787043,False,False,False,False,112.37966420809475
54.0,111.13549218661663,0.0,123.67713075368977,0.04101394861936569,117.6226105578138,False,False,False,False,111.13549218661663
55.0,109.7118832437268,0.0,123.67713075368977,0.10000000149011612,115.90379573721862,False,False,False,False,109.7118832437268
56.0,108.24651675517757,0.0,123.67713075368977,0.10000000149011612,113.95803123613155,False,False,False,False,108.24651675517757
