step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,142.149,0.05,Rick,0.0,0.0,113.118,,0.0,0.0,0.0,0.0,0.0,0.0,,113.118
2.0,139.909,0.08,Rick,0.0,0.0,116.131,,False,False,False,False,False,False,,116.131
3.0,137.982,0.06,Rick,0.0,0.0,118.387,,False,False,False,False,False,False,,118.387
4.0,136.25,0.05,Rick,0.0,0.0,120.152,,False,False,False,False,False,False,,120.152
5.0,134.695,0.07,Rick,0.0,0.0,121.523,,False,False,False,False,False,False,,121.523
6.0,133.368,0.05,Rick,0.0,0.0,122.534,,False,False,False,False,False,False,,122.534
7.0,132.362,0.07,Rick,0.0,0.0,123.202,,False,False,False,False,False,False,,123.202
8.0,131.803,0.09,Rick,0.0,0.0,123.537,,False,False,False,False,False,False,,123.537
9.0,131.821,0.06,Rick,0.0,0.0,123.527,,False,False,False,False,False,False,,123.527
10.0,132.497,0.09,Rick,0.0,0.0,123.117,,False,False,False,False,False,False,,123.117
11.0,133.824,0.06,Rick,0.0,0.0,122.203,,False,False,False,False,False,False,,122.203
12.0,135.775,0.08,Rick,0.0,0.0,120.592,,False,False,False,False,False,False,,120.592
13.0,138.332,0.07,Rick,0.0,0.0,118.001,,False,False,False,False,False,False,,118.001
14.0,141.443,0.09,Rick,0.0,0.0,114.113,,False,False,False,False,False,False,,114.113
15.0,144.85,0.06,Rick,0.0,0.0,108.928,,False,False,False,False,False,False,,108.928
16.0,147.988,0.05,Rick,0.0,0.0,103.296,,False,False,False,False,False,False,,103.296
17.0,150.224,0.07,Rick,0.0,0.0,98.782,,False,False,False,False,False,False,,98.782
18.0,150.926,0.06,Rick,0.0,0.0,97.28,,False,False,False,False,False,False,,97.28
19.0,149.548,0.06,Rick,0.0,0.0,100.191,,False,False,False,False,False,False,,100.191
20.0,146.08,0.06,Rick,0.0,0.0,106.817,,False,False,False,False,False,False,,106.817
21.0,141.307,0.06,Rick,0.0,0.0,114.299,,False,False,False,False,False,False,,114.299
22.0,136.192,0.06,Rick,0.0,0.0,120.207,,False,False,False,False,False,False,,120.207
23.0,131.696,0.05,Rick,0.0,0.0,123.598,,False,False,False,False,False,False,,123.598
24.0,128.692,0.06,Rick,0.0,0.0,124.924,,False,False,False,False,False,False,,124.924
25.0,127.5,0.06,Rick,0.0,0.0,125.242,,False,False,False,False,False,False,,125.242
26.0,127.615,0.08,Rick,0.0,0.0,125.217,,False,False,False,False,False,False,,125.217
27.0,128.348,0.07,Rick,0.0,0.0,125.028,,False,False,False,False,False,False,,125.028
28.0,129.013,0.06,Rick,0.0,0.0,124.819,,False,False,False,False,False,False,,124.819
29.0,128.977,0.09,Rick,0.0,0.0,124.831,,False,False,False,False,False,False,,124.831
30.0,127.954,0.09,Rick,0.0,0.0,125.135,,False,False,False,False,False,False,,125.135
31.0,126.175,0.08,Rick,0.0,0.0,125.456,,False,False,False,False,False,False,,125.456
32.0,123.985,0.09,Rick,0.0,0.0,125.489,,False,False,False,False,False,False,,125.489
33.0,121.728,0.08,Rick,0.0,0.0,125.104,,False,False,False,False,False,False,,125.104
34.0,119.728,0.06,Rick,0.0,0.0,124.408,,False,False,False,False,False,False,,124.408
35.0,118.18,0.08,Morty,0.0,123.641,124.408,,False,False,False,False,False,False,,248.049
36.0,117.086,0.0,Morty,0.0,122.977,124.408,,False,False,False,False,False,False,,247.386
37.0,116.405,0.03,Morty,0.0,122.514,124.408,,False,False,False,False,False,False,,246.922
38.0,116.095,0.04,Morty,0.0,122.291,124.408,,False,False,False,False,False,False,,246.699
39.0,116.11,0.03,Morty,0.0,122.302,124.408,,False,False,False,False,False,False,,246.71
40.0,116.368,0.02,Morty,0.0,122.488,124.408,,False,False,False,False,False,False,,246.896
41.0,116.73,0.0,Morty,0.0,122.74,124.408,,False,False,False,False,False,False,,247.148
42.0,117.05,0.0,Morty,0.0,122.953,124.408,,False,False,False,False,False,False,,247.362
43.0,117.177,0.04,Morty,0.0,123.036,124.408,,False,False,False,False,False,False,,247.444
44.0,116.964,0.02,Morty,0.0,122.897,124.408,,False,False,False,False,False,False,,247.305
45.0,116.263,0.03,Morty,0.0,122.413,124.408,,False,False,False,False,False,False,,246.821
46.0,114.925,0.03,Morty,0.0,121.374,124.408,,False,False,False,False,False,False,,245.783
47.0,112.803,0.03,Morty,0.0,119.421,124.408,,False,False,False,False,False,False,,243.83
48.0,109.749,0.03,Morty,0.0,115.951,124.408,,False,False,False,False,False,False,,240.36
49.0,106.594,0.02,Morty,0.0,111.549,124.408,,False,False,False,False,False,False,,235.957
50.0,104.951,0.04,Morty,0.0,108.928,124.408,,False,False,False,False,False,False,,233.337
51.0,104.26,0.04,Morty,0.0,107.758,124.408,,False,False,False,False,False,False,,232.166
52.0,104.303,0.02,Morty,0.0,107.833,124.408,,False,False,False,False,False,False,,232.241
53.0,104.865,0.01,Morty,0.0,108.785,124.408,,False,False,False,False,False,False,,233.193
54.0,105.729,0.03,Morty,0.0,110.197,124.408,,False,False,False,False,False,False,,234.605
55.0,106.678,0.0,Morty,0.0,111.677,124.408,,False,False,False,False,False,False,,236.085
56.0,107.497,0.04,Morty,0.0,112.893,124.408,,False,False,False,False,False,False,,237.301
57.0,107.967,0.02,Morty,0.0,113.567,124.408,,False,False,False,False,False,False,,237.975
58.0,107.874,0.04,Morty,0.0,113.435,124.408,,False,False,False,False,False,False,,237.843
59.0,107.043,0.0,Morty,0.0,112.226,124.408,,False,False,False,False,False,False,,236.635
60.0,105.564,0.0,Morty,0.0,109.932,124.408,,False,False,False,False,False,False,,234.34
61.0,103.916,0.03,Morty,0.0,107.162,124.408,,False,False,False,False,False,False,,231.57
62.0,102.669,0.02,Morty,0.0,104.913,124.408,,False,False,False,False,False,False,,229.321
63.0,102.388,0.04,Morty,0.0,104.39,124.408,,False,False,False,False,False,False,,228.798
64.0,103.567,0.01,Morty,0.0,106.545,124.408,,False,False,False,False,False,False,,230.953
65.0,106.242,0.0,Morty,0.0,111.006,124.408,,False,False,False,False,False,False,,235.414
66.0,109.768,0.04,Morty,0.0,115.975,124.408,,False,False,False,False,False,False,,240.383
67.0,113.35,0.0,Morty,0.0,119.961,124.408,,False,False,False,False,False,False,,244.369
68.0,116.191,0.04,Morty,0.0,122.361,124.408,,False,False,False,False,False,False,,246.769
69.0,117.568,0.01,Morty,0.0,123.282,124.408,,False,False,False,False,False,False,,247.69
70.0,117.197,0.02,Morty,0.0,123.049,124.408,,False,False,False,False,False,False,,247.457
71.0,115.456,0.03,Morty,0.0,121.804,124.408,,False,False,False,False,False,False,,246.212
72.0,112.868,0.04,Morty,0.0,119.486,124.408,,False,False,False,False,False,False,,243.894
73.0,109.955,0.02,Morty,0.0,116.21,124.408,,False,False,False,False,False,False,,240.618
74.0,107.212,0.04,Morty,0.0,112.476,124.408,,False,False,False,False,False,False,,236.884
75.0,104.942,0.01,Morty,0.0,108.913,124.408,,False,False,False,False,False,False,,233.321
76.0,103.174,0.02,Morty,0.0,105.839,124.408,,False,False,False,False,False,False,,230.247
