step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,154.429,,Rick,0.0,0.0,89.164,,0.0,0.0,,0.13,89.164
2.0,154.007,,Rick,0.0,0.0,90.196,,False,False,,0.0,90.196
3.0,153.486,,Rick,0.0,0.0,91.45,,False,False,,0.13,91.45
4.0,152.782,,Rick,0.0,0.0,93.106,,False,False,,0.07,93.106
5.0,151.983,,Rick,0.0,0.0,94.938,,False,False,,0.04,94.938
6.0,151.243,,Rick,0.0,0.0,96.588,,False,False,,0.06,96.588
7.0,150.748,,Rick,0.0,0.0,97.663,,False,False,,0.13,97.663
8.0,150.701,,Rick,0.0,0.0,97.764,,False,False,,0.12,97.764
9.0,151.283,,Rick,0.0,0.0,96.499,,False,False,,0.11,96.499
10.0,152.511,,Rick,0.0,0.0,93.733,,False,False,,0.09,93.733
11.0,154.158,,Rick,0.0,0.0,89.829,,False,False,,0.02,89.829
12.0,155.939,,Rick,0.0,0.0,85.35,,False,False,,0.09,85.35
13.0,157.574,,Rick,0.0,0.0,81.006,,False,False,,0.03,81.006
14.0,158.789,,Rick,0.0,0.0,77.634,,False,False,,0.05,77.634
15.0,159.354,,Rick,0.0,0.0,76.024,,False,False,,0.01,76.024
16.0,159.105,,Rick,0.0,0.0,76.737,,False,False,,0.15,76.737
17.0,157.892,,Rick,0.0,0.0,80.135,,False,False,,0.02,80.135
18.0,155.568,,Rick,0.0,0.0,86.304,,False,False,,0.02,86.304
19.0,152.03,,Rick,0.0,0.0,94.831,,False,False,,0.1,94.831
20.0,147.443,,Rick,0.0,0.0,104.334,,False,False,,0.05,104.334
21.0,142.369,,Rick,0.0,0.0,112.799,,False,False,,0.01,112.799
22.0,137.463,,Rick,0.0,0.0,118.943,,False,False,,0.04,118.943
23.0,133.379,,Rick,0.0,0.0,122.526,,False,False,,0.02,122.526
24.0,130.704,,Rick,0.0,0.0,124.119,,False,False,,0.04,124.119
25.0,129.635,,Rick,0.0,0.0,124.589,,False,False,,0.12,124.589
26.0,129.777,,Rick,0.0,0.0,124.532,,False,False,,0.09,124.532
27.0,130.603,,Rick,0.0,0.0,124.167,,False,False,,0.03,124.167
28.0,131.588,,Rick,0.0,0.0,123.659,,False,False,,0.06,123.659
29.0,132.245,,Rick,0.0,0.0,123.274,,False,False,,0.04,123.274
30.0,132.348,,Rick,0.0,0.0,123.211,,False,False,,0.02,123.211
31.0,132.051,,Rick,0.0,0.0,123.391,,False,False,,0.08,123.391
32.0,131.596,,Rick,0.0,0.0,123.654,,False,False,,0.08,123.654
33.0,131.223,,Rick,0.0,0.0,123.857,,False,False,,0.03,123.857
34.0,131.138,,Rick,0.0,0.0,123.901,,False,False,,0.12,123.901
35.0,131.334,,Rick,0.0,0.0,123.798,,False,False,,0.08,123.798
36.0,131.488,,Rick,0.0,0.0,123.714,,False,False,,0.13,123.714
37.0,131.202,,Rick,0.0,0.0,123.868,,False,False,,0.11,123.868
38.0,130.081,,Rick,0.0,0.0,124.404,,False,False,,0.14,124.404
39.0,127.774,,Rick,0.0,0.0,125.179,,False,False,,0.07,125.179
40.0,124.212,,Rick,0.0,0.0,125.504,,False,False,,0.05,125.504
41.0,119.749,,Rick,0.0,0.0,124.417,,False,False,,0.09,124.417
42.0,114.831,,Morty,0.0,121.295,124.417,,False,False,,0.09,245.712
43.0,109.905,,Morty,0.0,116.147,124.417,,False,False,,0.02,240.564
44.0,105.42,,Morty,0.0,109.7,124.417,,False,False,,0.07,234.117
45.0,101.824,,Morty,0.0,103.318,124.417,,False,False,,0.01,227.735
46.0,99.566,,Morty,0.0,98.76,124.417,,False,False,,0.01,223.176
47.0,99.095,,Morty,0.0,97.755,124.417,,False,False,,0.03,222.172
48.0,100.862,,Morty,0.0,101.427,124.417,,False,False,,0.07,225.844
49.0,102.114,,Morty,0.0,103.872,124.417,,False,False,,0.03,228.289
50.0,99.135,,Morty,0.0,97.842,124.417,,False,False,,0.05,222.259
51.0,96.681,,Morty,0.0,92.315,124.417,,False,False,,0.03,216.732
52.0,94.684,,Morty,0.0,87.451,124.417,,False,False,,0.02,211.868
53.0,93.082,,Morty,0.0,83.306,124.417,,False,False,,0.01,207.723
