step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,145.52453169223705,0.10000000149011612,107.78655445751315,0.0,0.0,0.0,0.0,0.0,0.0,145.52453169223705
2.0,144.75078612877863,0.003922386094927788,109.09246732734289,0.0,0.0,False,False,False,False,144.75078612877863
3.0,143.87913951343864,0.0,110.50380954641776,0.0,0.0,False,False,False,False,143.87913951343864
4.0,142.78772624364188,0.10000000149011612,112.18164822706603,0.0,0.0,False,False,False,False,142.78772624364188
5.0,141.49651758779257,0.0,114.0383455457561,0.0,0.0,False,False,False,False,141.49651758779257
6.0,140.0974980420894,0.0,115.89312432089253,0.0,0.0,False,False,False,False,140.0974980420894
7.0,138.718109434203,0.0,117.56206153878236,0.0,0.0,False,False,False,False,138.718109434203
8.0,137.5024086883306,0.10000000149011612,118.901393708368,0.0,0.0,False,False,False,False,137.5024086883306
9.0,136.58698140133657,0.10000000149011612,119.82856369998069,0.0,0.0,False,False,False,False,136.58698140133657
10.0,136.0232764658468,0.0,120.36473038276176,0.0,0.0,False,False,False,False,136.0232764658468
11.0,135.7315426367905,0.0,120.6318056889836,0.0,0.0,False,False,False,False,135.7315426367905
12.0,135.60200317565352,0.0,120.74812031890724,0.0,0.0,False,False,False,False,135.60200317565352
13.0,135.52379107020016,0.0,120.81767009111672,0.0,0.0,False,False,False,False,135.52379107020016
14.0,135.3986079267488,0.10000000149011612,120.92792690205397,0.0,0.0,False,False,False,False,135.3986079267488
15.0,135.2087327304033,0.0,121.09266757917214,0.0,0.0,False,False,False,False,135.2087327304033
16.0,135.05786506264573,0.10000000149011612,121.22142063089325,0.0,0.0,False,False,False,False,135.05786506264573
17.0,135.07626021549063,0.10000000149011612,121.20582350911866,0.0,0.0,False,False,False,False,135.07626021549063
18.0,135.39366363056294,0.0,120.93225483102378,0.0,0.0,False,False,False,False,135.39366363056294
19.0,136.12179265811835,0.10000000149011612,120.27293798144933,0.0,0.0,False,False,False,False,136.12179265811835
20.0,137.26664417615459,0.10000000149011612,119.14686452867704,0.0,0.0,False,False,False,False,137.26664417615459
21.0,138.67594049878062,0.10000000149011612,117.61058246031803,0.0,0.0,False,False,False,False,138.67594049878062
22.0,140.1619835997554,0.10000000149011612,115.81121989959718,0.0,0.0,False,False,False,False,140.1619835997554
23.0,141.53673888038432,0.0,113.98260740961564,0.0,0.0,False,False,False,False,141.53673888038432
24.0,142.62654325541376,0.0,112.42101705945186,0.0,0.0,False,False,False,False,142.62654325541376
25.0,143.3456735716905,0.10000000149011612,111.33632300143563,0.0,0.0,False,False,False,False,143.3456735716905
26.0,143.740604745604,0.10000000149011612,110.72228487878078,0.0,0.0,False,False,False,False,143.740604745604
27.0,143.88726173970767,0.10000000149011612,110.49095077135041,0.0,0.0,False,False,False,False,143.88726173970767
28.0,143.861631187833,0.10000000149011612,110.53150929569563,0.0,0.0,False,False,False,False,143.861631187833
29.0,143.73804948459573,0.10000000149011612,110.72629960236327,0.0,0.0,False,False,False,False,143.73804948459573
30.0,143.58091303400386,0.0,110.97213969512802,0.0,0.0,False,False,False,False,143.58091303400386
31.0,143.43971921789688,0.10000000149011612,111.191281020877,0.0,0.0,False,False,False,False,143.43971921789688
32.0,143.3606388280317,0.10000000149011612,111.31329217189545,0.0,0.0,False,False,False,False,143.3606388280317
33.0,143.38990040796807,0.10000000149011612,111.26820600308918,0.0,0.0,False,False,False,False,143.38990040796807
34.0,143.56761684043238,0.10000000149011612,110.99284710317374,0.0,0.0,False,False,False,False,143.56761684043238
35.0,143.89671366596872,0.10000000149011612,110.47597994309308,0.0,0.0,False,False,False,False,143.89671366596872
36.0,144.3242730832183,0.10000000149011612,109.79098052428617,0.0,0.0,False,False,False,False,144.3242730832183
37.0,144.78498451929906,0.10000000149011612,109.03580259020453,0.0,0.0,False,False,False,False,144.78498451929906
38.0,145.21356388440205,0.10000000149011612,108.31740094306247,0.0,0.0,False,False,False,False,145.21356388440205
39.0,145.54775618500392,0.10000000149011612,107.74658477092453,0.0,0.0,False,False,False,False,145.54775618500392
40.0,145.7433109249341,0.0,107.4082481823649,0.0,0.0,False,False,False,False,145.7433109249341
41.0,145.78298426351157,0.0,107.33921869539256,0.0,0.0,False,False,False,False,145.78298426351157
42.0,145.65566743020887,0.10000000149011612,107.56027786595496,0.0,0.0,False,False,False,False,145.65566743020887
43.0,145.35053391788466,0.09244397282600403,108.08457614649944,0.0,0.0,False,False,False,False,145.35053391788466
44.0,144.85713122305995,0.0,108.91593977175921,0.0,0.0,False,False,False,False,144.85713122305995
45.0,144.165355634511,0.0,110.04736482812689,0.0,0.0,False,False,False,False,144.165355634511
46.0,143.26540440222684,0.10000000149011612,111.45953472782537,0.0,0.0,False,False,False,False,143.26540440222684
47.0,142.14779351202912,0.10000000149011612,113.1192208226397,0.0,0.0,False,False,False,False,142.14779351202912
48.0,140.80336385599566,0.0,114.97771098781516,0.0,0.0,False,False,False,False,140.80336385599566
49.0,139.27321105032433,0.10000000149011612,116.90951845953009,0.0,0.0,False,False,False,False,139.27321105032433
50.0,137.5639673086443,0.0,118.83653752332543,0.0,0.0,False,False,False,False,137.5639673086443
51.0,135.53789082327097,0.0,120.8051696429344,0.0,0.0,False,False,False,False,135.53789082327097
52.0,133.3069187254671,0.0,122.57684829830839,0.0,0.0,False,False,False,False,133.3069187254671
53.0,130.98312827937062,0.10000000149011612,123.98087077417244,0.0,0.0,False,False,False,False,130.98312827937062
54.0,128.6787793196936,0.10000000149011612,124.92842263094519,0.0,0.0,False,False,False,False,128.6787793196936
55.0,126.50629426252493,0.0,125.41618369331934,0.0,0.0,False,False,False,False,126.50629426252493
56.0,124.5781545689778,0.0,125.51938065330557,0.0,0.0,False,False,False,False,124.5781545689778
57.0,123.00681018558953,0.10000000149011612,125.37417748042719,0.0,0.0,False,False,False,False,123.00681018558953
58.0,121.90467959536119,0.10000000149011612,125.1494631087711,0.0,0.0,False,False,False,False,121.90467959536119
59.0,121.36547348786651,0.10000000149011612,125.00261862031016,0.0,0.0,False,False,False,False,121.36547348786651
60.0,121.3706949785911,0.10000000149011612,125.00415688074554,0.0,0.0,False,False,False,False,121.3706949785911
61.0,121.7334852180845,0.0,125.10546811787617,0.0,0.0,False,False,False,False,121.7334852180845
62.0,122.2293792624732,0.10000000149011612,125.22619280451192,0.0,0.0,False,False,False,False,122.2293792624732
63.0,122.63368915237714,0.10000000149011612,125.30944427298539,0.0,0.0,False,False,False,False,122.63368915237714
64.0,122.73985928353721,0.10000000149011612,125.32904572431926,0.0,0.0,False,False,False,False,122.73985928353721
65.0,122.45098956104138,0.0,125.27351294575612,0.0,0.0,False,False,False,False,122.45098956104138
66.0,121.83472353697424,0.0,125.1317805334993,0.0,0.0,False,False,False,False,121.83472353697424
67.0,120.99516814029843,0.10000000149011612,124.88772722247484,0.0,0.0,False,False,False,False,120.99516814029843
68.0,120.03637858922161,0.0,124.53711274356169,0.0,0.0,False,False,False,False,120.03637858922161
69.0,119.06103517266268,0.10000000149011612,124.10178006377828,0.0,0.0,False,False,False,False,119.06103517266268
70.0,118.16347431282156,0.0,124.10178006377828,0.0,123.63106508244414,False,False,False,False,118.16347431282156
71.0,117.42549268249357,0.0,124.10178006377828,0.0,123.19370759274204,False,False,False,False,117.42549268249357
72.0,116.92610855093525,0.0,124.10178006377828,0.10000000149011612,122.87198524445273,False,False,False,False,116.92610855093525
73.0,116.7443681205676,0.0,124.10178006377828,0.0,122.74973915731243,False,False,False,False,116.7443681205676
74.0,116.93878733015013,0.0,124.10178006377828,0.0,122.88041072231329,False,False,False,False,116.93878733015013
75.0,117.44448305432877,0.0,124.10178006377828,0.10000000149011612,123.2055314162584,False,False,False,False,117.44448305432877
76.0,118.01146142373858,0.0,124.10178006377828,0.10000000149011612,123.5446905714731,False,False,False,False,118.01146142373858
77.0,118.34859447041845,0.0,124.10178006377828,0.10000000149011612,123.7336488127554,False,False,False,False,118.34859447041845
78.0,118.1646941632682,0.0,124.10178006377828,0.0,123.63175041317959,False,False,False,False,118.1646941632682
79.0,117.20040278141883,0.0,124.10178006377828,0.10000000149011612,123.05127066751766,False,False,False,False,117.20040278141883
80.0,115.38800641264444,0.0,124.10178006377828,0.0,121.75039900261072,False,False,False,False,115.38800641264444
81.0,112.9473674470529,0.0,124.10178006377828,0.0,119.56574667445932,False,False,False,False,112.9473674470529
82.0,110.16219034778919,0.0,124.10178006377828,0.0,116.46575699713583,False,False,False,False,110.16219034778919
83.0,107.31614356759314,0.0,124.10178006377828,0.0,112.62970295236255,False,False,False,False,107.31614356759314
84.0,104.67889735883978,0.0,124.10178006377828,0.0,108.47206638847956,False,False,False,False,104.67889735883978
