step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation
1.0,132.023,0.04,Morty,0.0,175.679,0.0,175.679,0.0,0.0
2.0,130.934,0.0,Morty,0.0,189.788,0.0,189.788,False,False
3.0,130.394,0.02,Morty,0.0,195.903,0.0,195.903,False,False
4.0,130.201,0.07,Morty,0.0,197.948,0.0,197.948,False,False
5.0,130.208,0.04,Morty,0.0,197.877,0.0,197.877,False,False
6.0,130.302,0.06,Morty,0.0,196.884,0.0,196.884,False,False
7.0,130.394,0.08,Morty,0.0,195.906,0.0,195.906,False,False
8.0,130.405,0.0,Morty,0.0,195.785,0.0,195.785,False,False
9.0,130.286,0.06,Morty,0.0,197.053,0.0,197.053,False,False
10.0,130.111,0.08,Morty,0.0,198.879,0.0,198.879,False,False
11.0,130.13,0.02,Morty,0.0,198.68,0.0,198.68,False,False
12.0,130.638,0.02,Morty,0.0,193.218,0.0,193.218,False,False
13.0,131.926,0.03,Morty,0.0,177.025,0.0,177.025,False,False
14.0,134.24,0.05,Morty,0.0,139.615,0.0,139.615,False,False
15.0,137.52,0.01,Morty,0.0,68.258,0.0,68.258,False,False
16.0,141.248,0.03,Morty,0.0,-39.013,0.0,-39.013,False,False
17.0,144.81,0.02,Rick,0.0,-39.013,-167.436,-206.449,False,False
18.0,147.587,0.02,Rick,0.0,-39.013,-285.191,-324.204,False,False
19.0,149.028,0.1,Rick,0.0,-39.013,-352.352,-391.365,False,False
20.0,148.966,0.05,Rick,0.0,-39.013,-349.358,-388.371,False,False
21.0,147.813,0.01,Rick,0.0,-39.013,-295.424,-334.437,False,False
22.0,146.11,0.04,Rick,0.0,-39.013,-220.652,-259.665,False,False
23.0,144.4,0.02,Rick,0.0,-39.013,-151.356,-190.369,False,False
24.0,143.175,0.04,Rick,0.0,-39.013,-105.323,-144.336,False,False
25.0,142.644,0.08,Rick,0.0,-39.013,-86.32,-125.333,False,False
26.0,142.591,0.09,Rick,0.0,-39.013,-84.433,-123.446,False,False
27.0,142.702,0.03,Rick,0.0,-39.013,-88.347,-127.36,False,False
28.0,142.664,0.06,Rick,0.0,-39.013,-87.034,-126.047,False,False
29.0,142.195,0.04,Rick,0.0,-39.013,-70.651,-109.664,False,False
30.0,141.173,0.02,Rick,0.0,-39.013,-36.569,-75.582,False,False
31.0,139.731,0.08,Rick,0.0,-39.013,7.99,-31.023,False,False
32.0,138.055,0.08,Morty,0.0,54.558,7.99,62.548,False,False
33.0,136.332,0.03,Morty,0.0,96.592,7.99,104.582,False,False
34.0,134.739,0.0,Morty,0.0,130.149,7.99,138.139,False,False
35.0,133.411,0.08,Morty,0.0,154.263,7.99,162.253,False,False
36.0,132.41,0.0,Morty,0.0,170.093,7.99,178.083,False,False
37.0,131.786,0.05,Morty,0.0,178.946,7.99,186.936,False,False
38.0,131.589,0.03,Morty,0.0,181.591,7.99,189.581,False,False
39.0,131.852,0.07,Morty,0.0,178.049,7.99,186.039,False,False
40.0,132.531,0.05,Morty,0.0,168.282,7.99,176.272,False,False
41.0,133.458,0.02,Morty,0.0,153.461,7.99,161.451,False,False
42.0,134.438,0.08,Morty,0.0,135.92,7.99,143.91,False,False
43.0,135.277,0.02,Morty,0.0,119.384,7.99,127.374,False,False
44.0,135.78,0.07,Morty,0.0,108.8,7.99,116.79,False,False
45.0,135.752,0.01,Morty,0.0,109.403,7.99,117.393,False,False
46.0,134.998,0.01,Morty,0.0,125.034,7.99,133.024,False,False
47.0,133.325,0.03,Morty,0.0,155.692,7.99,163.682,False,False
48.0,130.538,0.07,Morty,0.0,194.336,7.99,202.326,False,False
49.0,128.27,0.03,Morty,0.0,214.307,7.99,222.297,False,False
50.0,128.786,0.08,Morty,0.0,210.665,7.99,218.655,False,False
51.0,129.532,0.03,Morty,0.0,204.463,7.99,212.453,False,False
52.0,130.431,0.02,Morty,0.0,195.502,7.99,203.492,False,False
53.0,131.409,0.01,Morty,0.0,183.925,7.99,191.915,False,False
54.0,132.39,0.03,Morty,0.0,170.393,7.99,178.384,False,False
55.0,133.298,0.08,Morty,0.0,156.149,7.99,164.139,False,False
56.0,134.058,0.06,Morty,0.0,142.96,7.99,150.95,False,False
57.0,134.594,0.05,Morty,0.0,132.955,7.99,140.945,False,False
58.0,134.832,0.05,Morty,0.0,128.341,7.99,136.331,False,False
59.0,134.709,0.06,Morty,0.0,130.734,7.99,138.724,False,False
60.0,134.252,0.03,Morty,0.0,139.396,7.99,147.387,False,False
61.0,133.616,0.05,Morty,0.0,150.762,7.99,158.752,False,False
62.0,132.985,0.02,Morty,0.0,161.241,7.99,169.231,False,False
63.0,132.543,0.02,Morty,0.0,168.109,7.99,176.099,False,False
64.0,132.442,0.08,Morty,0.0,169.61,7.99,177.6,False,False
65.0,132.653,0.01,Morty,0.0,166.437,7.99,174.427,False,False
66.0,132.864,0.0,Morty,0.0,163.152,7.99,171.142,False,False
67.0,132.707,0.01,Morty,0.0,165.602,7.99,173.592,False,False
68.0,131.81,0.02,Morty,0.0,178.623,7.99,186.613,False,False
69.0,129.865,0.08,Morty,0.0,201.332,7.99,209.322,False,False
70.0,126.935,0.05,Morty,0.0,221.256,7.99,229.246,False,False
71.0,123.641,0.02,Morty,0.0,223.153,7.99,231.143,False,False
72.0,120.728,0.03,Morty,0.0,206.747,7.99,214.737,False,False
73.0,118.94,0.03,Morty,0.0,188.273,7.99,196.263,False,False
74.0,118.922,0.07,Morty,0.0,188.054,7.99,196.044,False,False
75.0,120.716,0.07,Morty,0.0,206.65,7.99,214.641,False,False
76.0,123.464,0.07,Morty,0.0,222.641,7.99,230.631,False,False
77.0,126.104,0.05,Morty,0.0,223.781,7.99,231.771,False,False
78.0,127.576,0.01,Morty,0.0,218.362,7.99,226.352,False,False
79.0,126.942,0.03,Morty,0.0,221.229,7.99,229.219,False,False
80.0,123.989,0.06,Morty,0.0,223.977,7.99,231.967,False,False
81.0,119.596,0.01,Morty,0.0,195.8,7.99,203.79,False,False
82.0,114.888,0.07,Morty,0.0,122.739,7.99,130.729,False,False
83.0,110.985,0.02,Morty,0.0,28.567,7.99,36.557,False,False
84.0,108.897,0.02,Morty,0.0,-34.292,7.99,-26.302,False,False
85.0,108.964,0.08,Morty,0.0,-32.152,7.99,-24.162,False,False
86.0,110.513,0.01,Morty,0.0,15.135,7.99,23.125,False,False
87.0,112.65,0.04,Morty,0.0,72.478,7.99,80.468,False,False
88.0,114.479,0.08,Morty,0.0,114.311,7.99,122.301,False,False
89.0,115.181,0.06,Morty,0.0,128.581,7.99,136.571,False,False
90.0,114.386,0.05,Morty,0.0,112.35,7.99,120.34,False,False
91.0,112.405,0.07,Morty,0.0,66.367,7.99,74.357,False,False
92.0,109.696,0.03,Morty,0.0,-9.203,7.99,-1.213,False,False
93.0,106.719,0.07,Morty,0.0,-109.177,7.99,-101.187,False,False
94.0,103.934,0.01,Morty,0.0,-218.777,7.99,-210.787,False,False
95.0,101.799,0.04,Morty,0.0,-313.282,7.99,-305.292,False,False
96.0,100.774,0.03,Morty,0.0,-361.892,7.99,-353.902,False,False
97.0,101.318,0.08,Morty,0.0,-335.816,7.99,-327.826,False,False
98.0,103.891,0.01,Morty,0.0,-220.577,7.99,-212.586,False,False
99.0,106.361,0.07,Morty,0.0,-122.402,7.99,-114.412,False,False
100.0,105.401,0.02,Morty,0.0,-159.113,7.99,-151.123,False,False
101.0,104.128,0.06,Morty,0.0,-210.64,7.99,-202.65,False,False
102.0,102.602,0.04,Morty,0.0,-276.648,7.99,-268.658,False,False
103.0,100.885,0.08,Morty,0.0,-356.511,7.99,-348.521,False,False
104.0,99.038,0.01,Morty,0.0,-449.042,7.99,-441.052,False,False
105.0,97.12,0.07,Morty,0.0,-552.294,7.99,-544.303,False,False
106.0,95.193,0.05,Morty,0.0,-663.443,7.99,-655.453,False,False
107.0,93.318,0.05,Morty,0.0,-778.74,7.99,-770.75,False,False
108.0,91.556,0.01,Morty,0.0,-893.532,7.99,-885.542,False,False
109.0,89.968,0.02,Morty,0.0,-1002.224,7.99,-994.234,False,False
110.0,88.631,0.05,Jerry,-1097.675,-1002.224,7.99,-2091.909,False,False
111.0,87.639,0.0,Jerry,-1170.876,-1002.224,7.99,-2165.11,False,False
112.0,87.087,0.0,Jerry,-1212.358,-1002.224,7.99,-2206.592,False,False
113.0,87.076,0.0,Jerry,-1213.236,-1002.224,7.99,-2207.47,False,False
114.0,87.681,0.0,Jerry,-1167.673,-1002.224,7.99,-2161.906,False,False
115.0,88.861,0.0,Jerry,-1081.045,-1002.224,7.99,-2075.278,False,False
116.0,90.389,0.0,Jerry,-972.931,-1002.224,7.99,-1967.165,False,False
117.0,92.001,0.0,Morty,-972.931,-863.963,7.99,-1828.904,False,False
118.0,93.431,0.01,Morty,-972.931,-771.618,7.99,-1736.559,False,False
119.0,94.442,0.04,Morty,-972.931,-708.812,7.99,-1673.753,False,False
120.0,94.96,0.02,Morty,-972.931,-677.427,7.99,-1642.368,False,False
121.0,95.157,0.03,Morty,-972.931,-665.622,7.99,-1630.563,False,False
122.0,95.26,0.04,Morty,-972.931,-659.471,7.99,-1624.412,False,False
123.0,95.496,0.02,Morty,-972.931,-645.48,7.99,-1610.421,False,False
124.0,96.066,0.02,Morty,-972.931,-612.164,7.99,-1577.105,False,False
125.0,97.016,0.0,Morty,-972.931,-558.084,7.99,-1523.025,False,False
126.0,98.16,0.01,Morty,-972.931,-495.37,7.99,-1460.311,False,False
127.0,99.26,0.08,Morty,-972.931,-437.545,7.99,-1402.486,False,False
128.0,100.078,0.0,Morty,-972.931,-396.122,7.99,-1361.063,False,False
129.0,100.402,0.04,Morty,-972.931,-380.078,7.99,-1345.019,False,False
130.0,100.179,0.01,Morty,-972.931,-391.061,7.99,-1356.002,False,False
131.0,99.597,0.03,Morty,-972.931,-420.32,7.99,-1385.261,False,False
132.0,98.893,0.07,Morty,-972.931,-456.59,7.99,-1421.531,False,False
133.0,98.306,0.03,Morty,-972.931,-487.58,7.99,-1452.521,False,False
134.0,98.054,0.02,Morty,-972.931,-501.106,7.99,-1466.047,False,False
135.0,98.226,0.0,Morty,-972.931,-491.827,7.99,-1456.768,False,False
136.0,98.723,0.05,Morty,-972.931,-465.473,7.99,-1430.414,False,False
137.0,99.401,0.07,Morty,-972.931,-430.328,7.99,-1395.269,False,False
138.0,100.115,0.01,Morty,-972.931,-394.24,7.99,-1359.181,False,False
139.0,100.731,0.01,Morty,-972.931,-364.0,7.99,-1328.941,False,False
140.0,101.148,0.04,Morty,-972.931,-343.935,7.99,-1308.876,False,False
141.0,101.325,0.08,Morty,-972.931,-335.489,7.99,-1300.43,False,False
142.0,101.236,0.01,Morty,-972.931,-339.749,7.99,-1304.69,False,False
143.0,100.85,0.06,Morty,-972.931,-358.225,7.99,-1323.166,False,False
144.0,100.14,0.01,Morty,-972.931,-393.006,7.99,-1357.947,False,False
145.0,99.078,0.05,Morty,-972.931,-446.939,7.99,-1411.88,False,False
146.0,97.635,0.0,Morty,-972.931,-523.82,7.99,-1488.761,False,False
147.0,95.784,0.07,Morty,-972.931,-628.601,7.99,-1593.542,False,False
148.0,93.494,0.08,Morty,-972.931,-767.613,7.99,-1732.554,False,False
149.0,91.533,0.02,Morty,-972.931,-895.07,7.99,-1860.011,False,False
150.0,90.848,0.04,Morty,-972.931,-941.336,7.99,-1906.277,False,False
151.0,90.216,0.05,Morty,-972.931,-984.927,7.99,-1949.868,False,False
152.0,89.667,0.05,Morty,-972.931,-1023.402,7.99,-1988.343,False,False
153.0,89.234,0.0,Jerry,-1054.217,-1023.402,7.99,-2069.629,False,False
154.0,88.948,0.0,Jerry,-1074.782,-1023.402,7.99,-2090.194,False,False
155.0,88.84,0.0,Jerry,-1082.552,-1023.402,7.99,-2097.965,False,False
156.0,88.943,0.0,Jerry,-1075.123,-1023.402,7.99,-2090.536,False,False
157.0,89.288,0.0,Jerry,-1050.354,-1023.402,7.99,-2065.767,False,False
158.0,89.907,0.0,Jerry,-1006.511,-1023.402,7.99,-2021.924,False,False
159.0,90.816,0.0,Jerry,-943.519,-1023.402,7.99,-1958.932,False,False
160.0,91.936,0.0,Morty,-943.519,-868.208,7.99,-1803.737,False,False
161.0,93.044,0.07,Morty,-943.519,-796.164,7.99,-1731.693,False,False
162.0,93.891,0.03,Morty,-943.519,-742.8,7.99,-1678.329,False,False
163.0,94.247,0.0,Morty,-943.519,-720.734,7.99,-1656.264,False,False
164.0,93.966,0.08,Morty,-943.519,-738.089,7.99,-1673.618,False,False
165.0,93.157,0.07,Morty,-943.519,-788.946,7.99,-1724.476,False,False
166.0,92.271,0.04,Morty,-943.519,-846.159,7.99,-1781.688,False,False
167.0,91.807,0.02,Morty,-943.519,-876.767,7.99,-1812.297,False,False
168.0,92.227,0.04,Morty,-943.519,-849.083,7.99,-1784.612,False,False
169.0,93.901,0.03,Morty,-943.519,-742.161,7.99,-1677.691,False,False
170.0,96.837,0.05,Morty,-943.519,-568.137,7.99,-1503.667,False,False
171.0,100.529,0.08,Morty,-943.519,-373.853,7.99,-1309.382,False,False
172.0,104.35,0.02,Morty,-943.519,-201.404,7.99,-1136.934,False,False
173.0,107.687,0.03,Morty,-943.519,-74.757,7.99,-1010.286,False,False
174.0,109.989,0.0,Morty,-943.519,-0.319,7.99,-935.848,False,False
175.0,111.051,0.04,Morty,-943.519,30.421,7.99,-905.108,False,False
176.0,111.161,0.06,Morty,-943.519,33.492,7.99,-902.038,False,False
177.0,110.732,0.06,Morty,-943.519,21.421,7.99,-914.108,False,False
178.0,110.184,0.01,Morty,-943.519,5.477,7.99,-930.052,False,False
179.0,109.917,0.03,Morty,-943.519,-2.485,7.99,-938.014,False,False
180.0,110.172,0.0,Morty,-943.519,5.129,7.99,-930.401,False,False
181.0,110.939,0.0,Morty,-943.519,27.298,7.99,-908.232,False,False
182.0,112.158,0.03,Morty,-943.519,60.073,7.99,-875.456,False,False
183.0,113.765,0.02,Morty,-943.519,98.781,7.99,-836.748,False,False
184.0,115.688,0.04,Morty,-943.519,138.28,7.99,-797.25,False,False
185.0,117.77,0.03,Morty,-943.519,172.723,7.99,-762.806,False,False
186.0,119.737,0.04,Morty,-943.519,197.296,7.99,-738.233,False,False
187.0,121.286,0.01,Morty,-943.519,211.204,7.99,-724.325,False,False
188.0,122.114,0.0,Morty,-943.519,216.672,7.99,-718.858,False,False
189.0,121.957,0.07,Morty,-943.519,215.742,7.99,-719.787,False,False
190.0,120.791,0.0,Morty,-943.519,207.284,7.99,-728.245,False,False
191.0,118.95,0.0,Morty,-943.519,188.399,7.99,-747.13,False,False
192.0,116.849,0.04,Morty,-943.519,158.568,7.99,-776.961,False,False
193.0,114.903,0.02,Morty,-943.519,123.045,7.99,-812.484,False,False
194.0,113.524,0.02,Morty,-943.519,93.291,7.99,-842.238,False,False
195.0,113.125,0.07,Morty,-943.519,83.976,7.99,-851.553,False,False
196.0,114.119,0.08,Morty,-943.519,106.595,7.99,-828.934,False,False
197.0,116.917,0.03,Morty,-943.519,159.671,7.99,-775.858,False,False
198.0,121.933,0.0,Morty,-943.519,215.592,7.99,-719.938,False,False
