step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation
1.0,142.438,0.04,Morty,0.0,-79.073,0.0,-79.073,0.0,0.0
2.0,141.818,0.0,Morty,0.0,-57.862,0.0,-57.862,False,False
3.0,141.957,0.02,Morty,0.0,-62.533,0.0,-62.533,False,False
4.0,142.413,0.03,Morty,0.0,-78.227,0.0,-78.227,False,False
5.0,142.836,0.04,Morty,0.0,-93.112,0.0,-93.112,False,False
6.0,142.931,0.02,Morty,0.0,-96.503,0.0,-96.503,False,False
7.0,142.446,0.0,Morty,0.0,-79.349,0.0,-79.349,False,False
8.0,141.157,0.0,Morty,0.0,-36.06,0.0,-36.06,False,False
9.0,138.905,0.02,Morty,0.0,31.654,0.0,31.654,False,False
10.0,135.798,0.01,Morty,0.0,108.393,0.0,108.393,False,False
11.0,132.344,0.02,Morty,0.0,171.066,0.0,171.066,False,False
12.0,129.14,0.02,Morty,0.0,207.859,0.0,207.859,False,False
13.0,126.791,0.03,Morty,0.0,221.793,0.0,221.793,False,False
14.0,125.837,0.05,Morty,0.0,224.3,0.0,224.3,False,False
15.0,126.418,0.01,Morty,0.0,222.99,0.0,222.99,False,False
16.0,128.071,0.03,Morty,0.0,215.566,0.0,215.566,False,False
17.0,130.203,0.02,Morty,0.0,197.931,0.0,197.931,False,False
18.0,132.217,0.02,Morty,0.0,172.914,0.0,172.914,False,False
19.0,133.571,0.01,Morty,0.0,151.542,0.0,151.542,False,False
20.0,134.022,0.05,Morty,0.0,143.596,0.0,143.596,False,False
21.0,133.784,0.01,Morty,0.0,147.843,0.0,147.843,False,False
22.0,133.168,0.04,Morty,0.0,158.29,0.0,158.29,False,False
23.0,132.486,0.02,Morty,0.0,168.954,0.0,168.954,False,False
24.0,132.027,0.04,Morty,0.0,175.623,0.0,175.623,False,False
25.0,131.919,0.04,Morty,0.0,177.128,0.0,177.128,False,False
26.0,132.057,0.05,Morty,0.0,175.199,0.0,175.199,False,False
27.0,132.283,0.03,Morty,0.0,171.953,0.0,171.953,False,False
28.0,132.44,0.03,Morty,0.0,169.647,0.0,169.647,False,False
29.0,132.371,0.04,Morty,0.0,170.666,0.0,170.666,False,False
30.0,131.934,0.02,Morty,0.0,176.925,0.0,176.925,False,False
31.0,131.003,0.02,Morty,0.0,188.964,0.0,188.964,False,False
32.0,129.459,0.05,Morty,0.0,205.116,0.0,205.116,False,False
33.0,127.182,0.03,Morty,0.0,220.239,0.0,220.239,False,False
34.0,124.094,0.0,Morty,0.0,224.18,0.0,224.18,False,False
35.0,120.376,0.05,Morty,0.0,203.614,0.0,203.614,False,False
36.0,116.591,0.0,Morty,0.0,154.287,0.0,154.287,False,False
37.0,113.391,0.05,Morty,0.0,90.229,0.0,90.229,False,False
38.0,111.426,0.03,Morty,0.0,40.758,0.0,40.758,False,False
39.0,111.278,0.03,Morty,0.0,36.704,0.0,36.704,False,False
40.0,113.104,0.05,Morty,0.0,83.479,0.0,83.479,False,False
41.0,116.429,0.02,Morty,0.0,151.54,0.0,151.54,False,False
42.0,120.639,0.04,Morty,0.0,205.978,0.0,205.978,False,False
43.0,125.117,0.02,Morty,0.0,224.986,0.0,224.986,False,False
44.0,129.247,0.04,Morty,0.0,206.959,0.0,206.959,False,False
45.0,132.416,0.01,Morty,0.0,170.007,0.0,170.007,False,False
46.0,134.006,0.01,Morty,0.0,143.892,0.0,143.892,False,False
47.0,133.403,0.03,Morty,0.0,154.394,0.0,154.394,False,False
48.0,129.99,0.02,Morty,0.0,200.095,0.0,200.095,False,False
49.0,125.203,0.03,Morty,0.0,224.959,0.0,224.959,False,False
50.0,122.491,0.05,Morty,0.0,218.703,0.0,218.703,False,False
51.0,121.266,0.03,Morty,0.0,211.057,0.0,211.057,False,False
52.0,121.193,0.02,Morty,0.0,210.507,0.0,210.507,False,False
53.0,121.936,0.01,Morty,0.0,215.61,0.0,215.61,False,False
54.0,123.158,0.03,Morty,0.0,221.607,0.0,221.607,False,False
55.0,124.523,0.03,Morty,0.0,224.773,0.0,224.773,False,False
56.0,125.696,0.02,Morty,0.0,224.515,0.0,224.515,False,False
57.0,126.34,0.05,Morty,0.0,223.204,0.0,223.204,False,False
58.0,126.119,0.05,Morty,0.0,223.747,0.0,223.747,False,False
59.0,124.739,0.04,Morty,0.0,224.932,0.0,224.932,False,False
60.0,122.152,0.03,Morty,0.0,216.889,0.0,216.889,False,False
61.0,118.685,0.05,Morty,0.0,185.12,0.0,185.12,False,False
62.0,114.746,0.02,Morty,0.0,119.846,0.0,119.846,False,False
63.0,110.742,0.02,Morty,0.0,21.707,0.0,21.707,False,False
64.0,107.08,0.04,Morty,0.0,-96.116,0.0,-96.116,False,False
65.0,104.155,0.01,Morty,0.0,-209.493,0.0,-209.493,False,False
66.0,102.345,0.0,Morty,0.0,-288.227,0.0,-288.227,False,False
67.0,102.025,0.01,Morty,0.0,-302.873,0.0,-302.873,False,False
68.0,103.567,0.02,Morty,0.0,-234.376,0.0,-234.376,False,False
69.0,107.263,0.0,Morty,0.0,-89.601,0.0,-89.601,False,False
70.0,112.897,0.05,Morty,0.0,78.528,0.0,78.528,False,False
71.0,119.497,0.02,Morty,0.0,194.713,0.0,194.713,False,False
72.0,125.919,0.03,Morty,0.0,224.156,0.0,224.156,False,False
73.0,131.022,0.03,Morty,0.0,188.739,0.0,188.739,False,False
74.0,133.784,0.03,Morty,0.0,147.85,0.0,147.85,False,False
75.0,133.901,0.02,Morty,0.0,145.764,0.0,145.764,False,False
76.0,132.152,0.02,Morty,0.0,173.854,0.0,173.854,False,False
77.0,129.55,0.05,Morty,0.0,204.297,0.0,204.297,False,False
78.0,127.112,0.01,Morty,0.0,220.538,0.0,220.538,False,False
79.0,125.77,0.03,Morty,0.0,224.407,0.0,224.407,False,False
80.0,125.952,0.03,Morty,0.0,224.094,0.0,224.094,False,False
81.0,127.328,0.01,Morty,0.0,219.582,0.0,219.582,False,False
82.0,129.402,0.02,Morty,0.0,205.624,0.0,205.624,False,False
83.0,131.677,0.02,Morty,0.0,180.415,0.0,180.415,False,False
84.0,133.683,0.02,Morty,0.0,149.61,0.0,149.61,False,False
85.0,135.1,0.01,Morty,0.0,122.993,0.0,122.993,False,False
86.0,135.839,0.01,Morty,0.0,107.516,0.0,107.516,False,False
87.0,135.862,0.04,Morty,0.0,107.025,0.0,107.025,False,False
88.0,135.129,0.04,Morty,0.0,122.4,0.0,122.4,False,False
