step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,145.801,,Rick,0.0,0.0,107.307,,0.0,0.0,,0.13,107.307
2.0,143.642,,Rick,0.0,0.0,110.877,,False,False,,0.0,110.877
3.0,141.955,,Rick,0.0,0.0,113.396,,False,False,,0.13,113.396
4.0,140.782,,Rick,0.0,0.0,115.006,,False,False,,0.07,115.006
5.0,140.059,,Rick,0.0,0.0,115.942,,False,False,,0.04,115.942
6.0,139.657,,Rick,0.0,0.0,116.444,,False,False,,0.06,116.444
7.0,139.411,,Rick,0.0,0.0,116.744,,False,False,,0.13,116.744
8.0,139.135,,Rick,0.0,0.0,117.074,,False,False,,0.12,117.074
9.0,138.651,,Rick,0.0,0.0,117.639,,False,False,,0.11,117.639
10.0,137.886,,Rick,0.0,0.0,118.492,,False,False,,0.09,118.492
11.0,136.932,,Rick,0.0,0.0,119.488,,False,False,,0.02,119.488
12.0,135.919,,Rick,0.0,0.0,120.461,,False,False,,0.09,120.461
13.0,134.976,,Rick,0.0,0.0,121.29,,False,False,,0.03,121.29
14.0,134.215,,Rick,0.0,0.0,121.905,,False,False,,0.05,121.905
15.0,133.629,,Rick,0.0,0.0,122.347,,False,False,,0.01,122.347
16.0,133.031,,Rick,0.0,0.0,122.767,,False,False,,0.15,122.767
17.0,132.195,,Rick,0.0,0.0,123.305,,False,False,,0.02,123.305
18.0,130.898,,Rick,0.0,0.0,124.024,,False,False,,0.02,124.024
19.0,128.957,,Rick,0.0,0.0,124.838,,False,False,,0.1,124.838
20.0,126.424,,Rick,0.0,0.0,125.427,,False,False,,0.05,125.427
21.0,123.709,,Rick,0.0,0.0,125.465,,False,False,,0.01,125.465
22.0,121.302,,Rick,0.0,0.0,124.984,,False,False,,0.04,124.984
23.0,119.691,,Rick,0.0,0.0,124.392,,False,False,,0.02,124.392
24.0,119.314,,Morty,0.0,124.222,124.392,,False,False,,0.04,248.614
25.0,120.284,,Morty,0.0,124.635,124.392,,False,False,,0.04,249.027
26.0,122.233,,Rick,0.0,124.635,125.227,,False,False,,0.06,249.862
27.0,124.688,,Rick,0.0,124.635,125.522,,False,False,,0.03,250.157
28.0,127.173,,Rick,0.0,124.635,125.308,,False,False,,0.06,249.943
29.0,129.244,,Rick,0.0,124.635,124.737,,False,False,,0.04,249.372
30.0,130.638,,Rick,0.0,124.635,124.151,,False,False,,0.02,248.786
31.0,131.364,,Rick,0.0,124.635,123.782,,False,False,,0.08,248.417
32.0,131.488,,Rick,0.0,124.635,123.714,,False,False,,0.08,248.349
33.0,131.081,,Rick,0.0,124.635,123.931,,False,False,,0.03,248.566
34.0,130.216,,Rick,0.0,124.635,124.345,,False,False,,0.12,248.98
35.0,129.012,,Rick,0.0,124.635,124.819,,False,False,,0.08,249.454
36.0,127.645,,Rick,0.0,124.635,125.21,,False,False,,0.13,249.844
37.0,126.308,,Rick,0.0,124.635,125.441,,False,False,,0.11,250.076
38.0,125.194,,Rick,0.0,124.635,125.52,,False,False,,0.14,250.155
39.0,124.477,,Rick,0.0,124.635,125.516,,False,False,,0.07,250.151
40.0,124.233,,Rick,0.0,124.635,125.505,,False,False,,0.05,250.14
41.0,124.388,,Rick,0.0,124.635,125.513,,False,False,,0.09,250.148
42.0,124.834,,Rick,0.0,124.635,125.524,,False,False,,0.09,250.158
43.0,125.465,,Rick,0.0,124.635,125.51,,False,False,,0.02,250.145
44.0,126.172,,Rick,0.0,124.635,125.456,,False,False,,0.12,250.091
45.0,126.849,,Rick,0.0,124.635,125.365,,False,False,,0.1,250.0
46.0,127.387,,Rick,0.0,124.635,125.266,,False,False,,0.01,249.901
47.0,127.679,,Rick,0.0,124.635,125.202,,False,False,,0.03,249.836
48.0,127.619,,Rick,0.0,124.635,125.216,,False,False,,0.07,249.85
49.0,126.295,,Rick,0.0,124.635,125.443,,False,False,,0.11,250.077
50.0,123.62,,Rick,0.0,124.635,125.455,,False,False,,0.08,250.09
51.0,122.67,,Rick,0.0,124.635,125.316,,False,False,,0.15,249.951
52.0,123.112,,Rick,0.0,124.635,125.39,,False,False,,0.02,250.025
53.0,124.613,,Rick,0.0,124.635,125.52,,False,False,,0.11,250.155
54.0,126.84,,Rick,0.0,124.635,125.367,,False,False,,0.03,250.002
55.0,129.459,,Rick,0.0,124.635,124.657,,False,False,,0.08,249.292
56.0,132.139,,Rick,0.0,124.635,123.339,,False,False,,0.11,247.974
57.0,134.546,,Rick,0.0,124.635,121.644,,False,False,,0.05,246.279
58.0,136.346,,Rick,0.0,124.635,120.061,,False,False,,0.05,244.696
59.0,137.24,,Rick,0.0,124.635,119.174,,False,False,,0.14,243.809
60.0,137.117,,Rick,0.0,124.635,119.301,,False,False,,0.03,243.935
61.0,136.153,,Rick,0.0,124.635,120.244,,False,False,,0.05,244.879
62.0,134.589,,Rick,0.0,124.635,121.61,,False,False,,0.09,246.244
63.0,132.664,,Rick,0.0,124.635,123.01,,False,False,,0.02,247.645
64.0,130.607,,Rick,0.0,124.635,124.166,,False,False,,0.08,248.8
65.0,128.568,,Rick,0.0,124.635,124.963,,False,False,,0.11,249.598
66.0,126.584,,Rick,0.0,124.635,125.406,,False,False,,0.0,250.04
67.0,124.664,,Rick,0.0,124.635,125.521,,False,False,,0.11,250.156
68.0,122.818,,Rick,0.0,124.635,125.343,,False,False,,0.1,249.978
69.0,121.064,,Rick,0.0,124.635,124.91,,False,False,,0.13,249.545
70.0,119.447,,Rick,0.0,124.635,124.283,,False,False,,0.13,248.918
71.0,118.057,,Morty,0.0,123.571,124.283,,False,False,,0.1,247.854
72.0,116.998,,Morty,0.0,122.92,124.283,,False,False,,0.03,247.203
73.0,116.371,,Morty,0.0,122.49,124.283,,False,False,,0.03,246.774
74.0,116.259,,Morty,0.0,122.409,124.283,,False,False,,0.07,246.693
75.0,116.625,,Morty,0.0,122.668,124.283,,False,False,,0.07,246.951
76.0,117.263,,Morty,0.0,123.091,124.283,,False,False,,0.07,247.374
77.0,117.923,,Morty,0.0,123.493,124.283,,False,False,,0.05,247.777
78.0,118.357,,Morty,0.0,123.738,124.283,,False,False,,0.01,248.022
79.0,118.341,,Morty,0.0,123.73,124.283,,False,False,,0.03,248.013
80.0,117.788,,Morty,0.0,123.414,124.283,,False,False,,0.06,247.698
81.0,116.816,,Morty,0.0,122.798,124.283,,False,False,,0.01,247.082
82.0,115.591,,Morty,0.0,121.91,124.283,,False,False,,0.07,246.193
83.0,114.278,,Morty,0.0,120.818,124.283,,False,False,,0.02,245.102
84.0,113.025,,Morty,0.0,119.643,124.283,,False,False,,0.02,243.926
