step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,141.131,,Rick,0.0,0.0,114.539,,0.0,0.0,,0.13,114.539
2.0,141.85,,Rick,0.0,0.0,113.543,,False,False,,0.0,113.543
3.0,142.526,,Rick,0.0,0.0,112.569,,False,False,,0.13,112.569
4.0,143.234,,Rick,0.0,0.0,111.508,,False,False,,0.07,111.508
5.0,144.019,,Rick,0.0,0.0,110.282,,False,False,,0.04,110.282
6.0,144.907,,Rick,0.0,0.0,108.834,,False,False,,0.06,108.834
7.0,145.908,,Rick,0.0,0.0,107.121,,False,False,,0.13,107.121
8.0,147.024,,Rick,0.0,0.0,105.113,,False,False,,0.12,105.113
9.0,148.257,,Rick,0.0,0.0,102.775,,False,False,,0.11,102.775
10.0,149.645,,Rick,0.0,0.0,99.99,,False,False,,0.09,99.99
11.0,151.285,,Rick,0.0,0.0,96.494,,False,False,,0.02,96.494
12.0,153.285,,Rick,0.0,0.0,91.926,,False,False,,0.09,91.926
13.0,155.751,,Rick,0.0,0.0,85.835,,False,False,,0.03,85.835
14.0,158.745,,Rick,0.0,0.0,77.758,,False,False,,0.05,77.758
15.0,162.074,,Rick,0.0,0.0,67.901,,False,False,,0.01,67.901
16.0,165.16,,Rick,0.0,0.0,57.934,,False,False,,0.15,57.934
17.0,167.344,,Rick,0.0,0.0,50.405,,False,False,,0.02,50.405
18.0,167.962,,Rick,0.0,0.0,48.2,,False,False,,0.02,48.2
19.0,166.451,,Rick,0.0,0.0,53.531,,False,False,,0.1,53.531
20.0,162.831,,Rick,0.0,0.0,65.528,,False,False,,0.05,65.528
21.0,158.0,,Rick,0.0,0.0,79.838,,False,False,,0.01,79.838
22.0,153.049,,Rick,0.0,0.0,92.483,,False,False,,0.04,92.483
23.0,149.072,,Rick,0.0,0.0,101.161,,False,False,,0.02,101.161
24.0,147.049,,Rick,0.0,0.0,105.067,,False,False,,0.04,105.067
25.0,147.3,,Rick,0.0,0.0,104.601,,False,False,,0.12,104.601
26.0,149.148,,Rick,0.0,0.0,101.006,,False,False,,0.09,101.006
27.0,151.696,,Rick,0.0,0.0,95.584,,False,False,,0.03,95.584
28.0,154.046,,Rick,0.0,0.0,90.102,,False,False,,0.06,90.102
