step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,140.498,,Rick,0.0,0.0,115.379,,0.0,0.0,,0.13,115.379
2.0,140.699,,Rick,0.0,0.0,115.116,,False,False,,0.0,115.116
3.0,141.518,,Rick,0.0,0.0,114.008,,False,False,,0.13,114.008
4.0,142.817,,Rick,0.0,0.0,112.137,,False,False,,0.07,112.137
5.0,144.448,,Rick,0.0,0.0,109.589,,False,False,,0.04,109.589
6.0,146.26,,Rick,0.0,0.0,106.5,,False,False,,0.06,106.5
7.0,148.097,,Rick,0.0,0.0,103.086,,False,False,,0.13,103.086
8.0,149.804,,Rick,0.0,0.0,99.662,,False,False,,0.12,99.662
9.0,151.233,,Rick,0.0,0.0,96.61,,False,False,,0.11,96.61
10.0,152.286,,Rick,0.0,0.0,94.25,,False,False,,0.09,94.25
11.0,152.945,,Rick,0.0,0.0,92.727,,False,False,,0.02,92.727
12.0,153.208,,Rick,0.0,0.0,92.11,,False,False,,0.09,92.11
13.0,153.071,,Rick,0.0,0.0,92.43,,False,False,,0.03,92.43
14.0,152.539,,Rick,0.0,0.0,93.67,,False,False,,0.05,93.67
15.0,151.636,,Rick,0.0,0.0,95.717,,False,False,,0.01,95.717
16.0,150.426,,Rick,0.0,0.0,98.355,,False,False,,0.15,98.355
17.0,148.98,,Rick,0.0,0.0,101.346,,False,False,,0.02,101.346
18.0,147.369,,Rick,0.0,0.0,104.471,,False,False,,0.02,104.471
19.0,145.669,,Rick,0.0,0.0,107.538,,False,False,,0.1,107.538
20.0,143.955,,Rick,0.0,0.0,110.383,,False,False,,0.05,110.383
21.0,142.314,,Rick,0.0,0.0,112.879,,False,False,,0.01,112.879
22.0,140.832,,Rick,0.0,0.0,114.94,,False,False,,0.04,114.94
23.0,139.596,,Rick,0.0,0.0,116.518,,False,False,,0.02,116.518
24.0,138.694,,Morty,0.0,117.589,116.518,,False,False,,0.04,234.108
25.0,138.221,,Morty,0.0,118.125,116.518,,False,False,,0.04,234.643
26.0,138.276,,Morty,0.0,118.063,116.518,,False,False,,0.06,234.581
27.0,138.964,,Morty,0.0,117.276,116.518,,False,False,,0.03,233.795
28.0,140.387,,Morty,0.0,115.522,116.518,,False,False,,0.06,232.041
29.0,142.612,,Rick,0.0,115.522,112.443,,False,False,,0.04,227.965
30.0,145.469,,Rick,0.0,115.522,107.881,,False,False,,0.02,223.403
31.0,148.446,,Rick,0.0,115.522,102.405,,False,False,,0.08,217.927
32.0,150.95,,Rick,0.0,115.522,97.228,,False,False,,0.08,212.75
33.0,152.388,,Rick,0.0,115.522,94.018,,False,False,,0.03,209.54
34.0,152.236,,Rick,0.0,115.522,94.364,,False,False,,0.12,209.886
35.0,150.382,,Rick,0.0,115.522,98.448,,False,False,,0.08,213.97
36.0,147.327,,Rick,0.0,115.522,104.55,,False,False,,0.13,220.072
37.0,143.711,,Rick,0.0,115.522,110.769,,False,False,,0.11,226.291
38.0,140.171,,Rick,0.0,115.522,115.8,,False,False,,0.14,231.322
39.0,137.301,,Rick,0.0,115.522,119.111,,False,False,,0.07,234.633
40.0,135.425,,Morty,0.0,120.905,119.111,,False,False,,0.05,240.016
41.0,134.461,,Morty,0.0,121.712,119.111,,False,False,,0.02,240.823
42.0,134.24,,Morty,0.0,121.886,119.111,,False,False,,0.04,240.997
43.0,134.591,,Morty,0.0,121.608,119.111,,False,False,,0.02,240.719
44.0,135.343,,Morty,0.0,120.976,119.111,,False,False,,0.07,240.087
45.0,136.327,,Morty,0.0,120.079,119.111,,False,False,,0.01,239.19
46.0,137.373,,Morty,0.0,119.037,119.111,,False,False,,0.01,238.148
47.0,138.311,,Morty,0.0,118.024,119.111,,False,False,,0.03,237.136
48.0,138.973,,Morty,0.0,117.266,119.111,,False,False,,0.07,236.377
49.0,138.485,,Morty,0.0,117.828,119.111,,False,False,,0.03,236.939
50.0,136.194,,Morty,0.0,120.205,119.111,,False,False,,0.05,239.316
51.0,133.833,,Morty,0.0,122.197,119.111,,False,False,,0.03,241.308
52.0,131.398,,Morty,0.0,123.763,119.111,,False,False,,0.02,242.875
53.0,128.887,,Morty,0.0,124.861,119.111,,False,False,,0.01,243.972
54.0,126.298,,Morty,0.0,125.442,119.111,,False,False,,0.03,244.553
55.0,123.629,,Morty,0.0,125.456,119.111,,False,False,,0.03,244.567
56.0,120.878,,Morty,0.0,124.849,119.111,,False,False,,0.06,243.96
57.0,118.042,,Morty,0.0,123.562,119.111,,False,False,,0.05,242.673
58.0,115.119,,Morty,0.0,121.534,119.111,,False,False,,0.05,240.645
59.0,112.119,,Morty,0.0,118.711,119.111,,False,False,,0.06,237.822
60.0,109.112,,Morty,0.0,115.129,119.111,,False,False,,0.03,234.24
61.0,106.267,,Morty,0.0,111.045,119.111,,False,False,,0.05,230.156
62.0,103.771,,Morty,0.0,106.907,119.111,,False,False,,0.02,226.018
63.0,101.813,,Morty,0.0,103.297,119.111,,False,False,,0.02,222.408
64.0,100.559,,Morty,0.0,100.816,119.111,,False,False,,0.07,219.928
65.0,100.04,,Morty,0.0,99.751,119.111,,False,False,,0.01,218.862
66.0,100.086,,Morty,0.0,99.847,119.111,,False,False,,0.0,218.958
67.0,100.483,,Morty,0.0,100.663,119.111,,False,False,,0.01,219.774
