step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward
1.0,144.292,0.02,Rick,0.0,0.0,109.844,,0.0,0.0,0.0,0.0,0.0,0.0,,109.844
2.0,144.023,0.02,Rick,0.0,0.0,110.276,,False,False,False,False,False,False,,110.276
3.0,142.534,0.02,Rick,0.0,0.0,112.557,,False,False,False,False,False,False,,112.557
4.0,140.381,0.02,Rick,0.0,0.0,115.53,,False,False,False,False,False,False,,115.53
5.0,137.974,0.02,Rick,0.0,0.0,118.396,,False,False,False,False,False,False,,118.396
6.0,135.656,0.02,Rick,0.0,0.0,120.7,,False,False,False,False,False,False,,120.7
7.0,133.74,0.02,Rick,0.0,0.0,122.265,,False,False,False,False,False,False,,122.265
8.0,132.529,0.02,Rick,0.0,0.0,123.097,,False,False,False,False,False,False,,123.097
9.0,132.289,0.02,Rick,0.0,0.0,123.247,,False,False,False,False,False,False,,123.247
10.0,133.081,0.02,Rick,0.0,0.0,122.733,,False,False,False,False,False,False,,122.733
11.0,134.657,0.02,Rick,0.0,0.0,121.554,,False,False,False,False,False,False,,121.554
12.0,136.703,0.02,Rick,0.0,0.0,119.715,,False,False,False,False,False,False,,119.715
13.0,138.907,0.02,Rick,0.0,0.0,117.343,,False,False,False,False,False,False,,117.343
14.0,140.966,0.02,Rick,0.0,0.0,114.761,,False,False,False,False,False,False,,114.761
15.0,142.604,0.02,Rick,0.0,0.0,112.455,,False,False,False,False,False,False,,112.455
16.0,143.584,0.02,Rick,0.0,0.0,110.967,,False,False,False,False,False,False,,110.967
17.0,143.683,0.02,Rick,0.0,0.0,110.812,,False,False,False,False,False,False,,110.812
18.0,142.676,0.02,Rick,0.0,0.0,112.348,,False,False,False,False,False,False,,112.348
19.0,140.412,0.02,Rick,0.0,0.0,115.491,,False,False,False,False,False,False,,115.491
20.0,137.171,0.02,Rick,0.0,0.0,119.245,,False,False,False,False,False,False,,119.245
21.0,133.886,0.02,Rick,0.0,0.0,122.157,,False,False,False,False,False,False,,122.157
22.0,131.631,0.02,Rick,0.0,0.0,123.635,,False,False,False,False,False,False,,123.635
23.0,131.481,0.02,Rick,0.0,0.0,123.718,,False,False,False,False,False,False,,123.718
24.0,134.369,0.02,Rick,0.0,0.0,121.786,,False,False,False,False,False,False,,121.786
25.0,140.353,0.02,Rick,0.0,0.0,115.566,,False,False,False,False,False,False,,115.566
26.0,148.191,0.02,Rick,0.0,0.0,102.904,,False,False,False,False,False,False,,102.904
27.0,156.348,0.02,Rick,0.0,0.0,84.284,,False,False,False,False,False,False,,84.284
28.0,163.291,0.02,Rick,0.0,0.0,64.065,,False,False,False,False,False,False,,64.065
29.0,167.62,0.02,Rick,0.0,0.0,49.424,,False,False,False,False,False,False,,49.424
30.0,168.74,0.02,Rick,0.0,0.0,45.381,,False,False,False,False,False,False,,45.381
31.0,167.265,0.02,Rick,0.0,0.0,50.682,,False,False,False,False,False,False,,50.682
32.0,164.078,0.02,Rick,0.0,0.0,61.52,,False,False,False,False,False,False,,61.52
33.0,160.06,0.02,Rick,0.0,0.0,73.974,,False,False,False,False,False,False,,73.974
34.0,156.039,0.02,Rick,0.0,0.0,85.091,,False,False,False,False,False,False,,85.091
35.0,152.512,0.02,Rick,0.0,0.0,93.732,,False,False,False,False,False,False,,93.732
36.0,149.48,0.02,Rick,0.0,0.0,100.331,,False,False,False,False,False,False,,100.331
37.0,146.835,0.02,Rick,0.0,0.0,105.461,,False,False,False,False,False,False,,105.461
38.0,144.469,0.02,Rick,0.0,0.0,109.555,,False,False,False,False,False,False,,109.555
