step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,131.58612495583318,0.10000000149011612,123.65981251422522,0.0,0.0,0.0,0.0,0.0,0.0,131.58612495583318
2.0,131.06399948548284,0.0,123.9395726612812,0.0,0.0,False,False,False,False,131.06399948548284
3.0,130.98576320064822,0.10000000149011612,123.97953380780518,0.0,0.0,False,False,False,False,130.98576320064822
4.0,131.20457809574341,0.10000000149011612,123.86648588606954,0.0,0.0,False,False,False,False,131.20457809574341
5.0,131.62780278430552,0.10000000149011612,123.63650123841353,0.0,0.0,False,False,False,False,131.62780278430552
6.0,132.18939172158693,0.0,123.30826541499903,0.0,0.0,False,False,False,False,132.18939172158693
7.0,132.83537800957012,0.0,122.89817206786643,0.0,0.0,False,False,False,False,132.83537800957012
8.0,133.51667405830622,0.0,122.42795477177287,0.0,0.0,False,False,False,False,133.51667405830622
9.0,134.17614683601084,0.0,121.93592831073454,0.0,0.0,False,False,False,False,134.17614683601084
10.0,134.69787109891155,0.0,121.52097671928823,0.0,0.0,False,False,False,False,134.69787109891155
11.0,134.87712961463492,0.10000000149011612,121.37316417520537,0.0,0.0,False,False,False,False,134.87712961463492
12.0,134.49046236599963,0.0,121.68865703647919,0.0,0.0,False,False,False,False,134.49046236599963
13.0,133.31547849171767,0.10000000149011612,122.57084401634154,0.0,0.0,False,False,False,False,133.31547849171767
14.0,131.17850143367903,0.0,123.88016764351937,0.0,0.0,False,False,False,False,131.17850143367903
15.0,128.19482364205055,0.10000000149011612,125.0711553128424,0.0,0.0,False,False,False,False,128.19482364205055
16.0,124.91281060779221,0.0,125.52370666896763,0.0,0.0,False,False,False,False,124.91281060779221
17.0,121.97673924288873,0.10000000149011612,125.16725066053516,0.0,0.0,False,False,False,False,121.97673924288873
18.0,120.03045234279153,0.10000000149011612,124.53470720220469,0.0,0.0,False,False,False,False,120.03045234279153
19.0,119.64091215190093,0.0,124.37016382823538,0.0,0.0,False,False,False,False,119.64091215190093
20.0,120.91586914469787,0.0,124.37016382823538,0.0,124.86163708013635,False,False,False,False,120.91586914469787
21.0,123.2744694381258,0.0,125.41346200014107,0.0,124.86163708013635,False,False,False,False,123.2744694381258
22.0,125.9827674828993,0.0,125.47486783860097,0.0,124.86163708013635,False,False,False,False,125.9827674828993
23.0,128.30733545224228,0.10000000149011612,125.03971500875093,0.0,124.86163708013635,False,False,False,False,128.30733545224228
24.0,129.57434237435186,0.10000000149011612,124.61277679811315,0.0,124.86163708013635,False,False,False,False,129.57434237435186
25.0,129.4622530805922,0.0,124.65594530287706,0.0,124.86163708013635,False,False,False,False,129.4622530805922
26.0,128.1768620172666,0.0,125.0760767853161,0.0,124.86163708013635,False,False,False,False,128.1768620172666
27.0,126.04099184875597,0.10000000149011612,125.46947097763871,0.0,124.86163708013635,False,False,False,False,126.04099184875597
28.0,123.3774199448562,0.0,125.42698107078354,0.0,124.86163708013635,False,False,False,False,123.3774199448562
29.0,120.49431797663983,0.10000000149011612,124.71413835112617,0.0,124.86163708013635,False,False,False,False,120.49431797663983
30.0,117.61140266195594,0.10000000149011612,123.30816520289522,0.0,124.86163708013635,False,False,False,False,117.61140266195594
31.0,114.81551248056485,0.0,123.30816520289522,0.10000000149011612,121.28254936881308,False,False,False,False,114.81551248056485
32.0,112.16363506339093,0.0,123.30816520289522,0.10000000149011612,118.75883838740572,False,False,False,False,112.16363506339093
33.0,109.71198026280459,0.0,123.30816520289522,0.0,115.90391863369939,False,False,False,False,109.71198026280459
34.0,107.51108316200586,0.0,123.30816520289522,0.0,112.91400376242154,False,False,False,False,107.51108316200586
35.0,105.58283905323131,0.0,123.30816520289522,0.0,109.96247242985385,False,False,False,False,105.58283905323131
36.0,103.90734144798628,0.0,123.30816520289522,0.10000000149011612,107.14602885816225,False,False,False,False,103.90734144798628
37.0,102.4561335447514,0.0,123.30816520289522,0.0,104.51739344641669,False,False,False,False,102.4561335447514
38.0,101.20189827258719,0.0,123.30816520289522,0.0,102.10404401329788,False,False,False,False,101.20189827258719
39.0,100.12163946363367,0.0,123.30816520289522,0.10000000149011612,99.92029167429303,False,False,False,False,100.12163946363367
40.0,99.21277855481355,0.0,123.30816520289522,0.0,98.00763500070457,False,False,False,False,99.21277855481355
41.0,98.50277858993276,0.0,123.30816520289522,0.0,96.46554257736648,False,False,False,False,98.50277858993276
