step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation
1.0,132.057,0.04,Morty,0.0,175.201,0.0,175.201,0.0,0.0
2.0,133.404,0.0,Morty,0.0,154.38,0.0,154.38,False,False
3.0,137.332,0.02,Morty,0.0,72.928,0.0,72.928,False,False
4.0,142.922,0.03,Morty,0.0,-96.205,0.0,-96.205,False,False
5.0,149.256,0.04,Morty,0.0,-363.336,0.0,-363.336,False,False
6.0,155.415,0.02,Morty,0.0,-700.097,0.0,-700.097,False,False
7.0,160.488,0.0,Morty,0.0,-1034.43,0.0,-1034.43,False,False
8.0,163.566,0.0,Rick,0.0,-1034.43,-1262.311,-2296.74,False,False
9.0,163.852,0.06,Rick,0.0,-1034.43,-1284.474,-2318.903,False,False
10.0,161.217,0.09,Rick,0.0,-1034.43,-1086.642,-2121.072,False,False
11.0,156.523,0.02,Rick,0.0,-1034.43,-768.73,-1803.159,False,False
12.0,150.859,0.09,Morty,0.0,-443.703,-768.73,-1212.432,False,False
13.0,145.313,0.03,Morty,0.0,-187.612,-768.73,-956.342,False,False
14.0,140.894,0.05,Morty,0.0,-27.618,-768.73,-796.347,False,False
15.0,138.129,0.01,Morty,0.0,52.622,-768.73,-716.108,False,False
16.0,136.82,0.03,Morty,0.0,85.289,-768.73,-683.441,False,False
17.0,136.606,0.02,Morty,0.0,90.291,-768.73,-678.439,False,False
18.0,137.13,0.02,Morty,0.0,77.863,-768.73,-690.866,False,False
19.0,138.045,0.01,Morty,0.0,54.836,-768.73,-713.894,False,False
20.0,139.078,0.05,Morty,0.0,26.801,-768.73,-741.929,False,False
21.0,140.069,0.01,Morty,0.0,-2.075,-768.73,-770.805,False,False
22.0,140.88,0.04,Morty,0.0,-27.162,-768.73,-795.892,False,False
23.0,141.373,0.02,Morty,0.0,-43.084,-768.73,-811.814,False,False
24.0,141.426,0.04,Morty,0.0,-44.81,-768.73,-813.539,False,False
25.0,140.988,0.04,Morty,0.0,-30.623,-768.73,-799.352,False,False
26.0,140.123,0.05,Morty,0.0,-3.712,-768.73,-772.441,False,False
27.0,138.919,0.03,Morty,0.0,31.264,-768.73,-737.466,False,False
28.0,137.463,0.03,Morty,0.0,69.664,-768.73,-699.065,False,False
29.0,135.847,0.04,Morty,0.0,107.349,-768.73,-661.381,False,False
30.0,134.171,0.02,Morty,0.0,140.896,-768.73,-627.834,False,False
31.0,132.555,0.02,Morty,0.0,167.919,-768.73,-600.811,False,False
32.0,131.123,0.05,Morty,0.0,187.504,-768.73,-581.226,False,False
33.0,129.999,0.03,Morty,0.0,200.011,-768.73,-568.719,False,False
34.0,129.293,0.0,Morty,0.0,206.569,-768.73,-562.16,False,False
35.0,129.044,0.05,Morty,0.0,208.646,-768.73,-560.083,False,False
36.0,129.18,0.0,Morty,0.0,207.53,-768.73,-561.2,False,False
37.0,129.604,0.05,Morty,0.0,203.803,-768.73,-564.927,False,False
38.0,130.221,0.03,Morty,0.0,197.744,-768.73,-570.986,False,False
39.0,130.94,0.03,Morty,0.0,189.713,-768.73,-579.016,False,False
40.0,131.713,0.05,Morty,0.0,179.934,-768.73,-588.796,False,False
41.0,132.55,0.02,Morty,0.0,168.0,-768.73,-600.73,False,False
42.0,133.474,0.04,Morty,0.0,153.187,-768.73,-615.542,False,False
43.0,134.51,0.02,Morty,0.0,134.557,-768.73,-634.173,False,False
44.0,135.681,0.04,Morty,0.0,110.907,-768.73,-657.823,False,False
45.0,137.012,0.01,Morty,0.0,80.713,-768.73,-688.017,False,False
46.0,138.525,0.01,Morty,0.0,42.061,-768.73,-726.669,False,False
47.0,140.246,0.03,Morty,0.0,-7.438,-768.73,-776.168,False,False
