step,CGM,Action,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Jerry_Termination,Morty_Termination,Rick_Termination,Jerry_Truncation,Morty_Truncation,Rick_Truncation,Infos,Total Reward,Done,Truncation
1344.0,86.591,0.04,Morty,66.298,64.326,123.956,,,,,,,,,254.58,False,False
1345.0,85.474,0.06,Morty,66.298,60.703,123.956,,,,,,,,,250.957,False,False
1346.0,86.137,0.06,Morty,66.298,62.864,123.956,,,,,,,,,253.118,False,False
1347.0,87.97,0.07,Morty,66.298,68.65,123.956,,,,,,,,,258.904,False,False
1348.0,90.168,0.06,Morty,66.298,75.219,123.956,,,,,,,,,265.473,False,False
1349.0,91.924,0.04,Morty,66.298,80.178,123.956,,,,,,,,,270.432,False,False
1350.0,92.509,0.06,Morty,66.298,81.773,123.956,,,,,,,,,272.027,False,False
1351.0,91.652,0.0,Morty,66.298,79.426,123.956,,,,,,,,,269.68,False,False
1352.0,89.771,0.07,Morty,66.298,74.061,123.956,,,,,,,,,264.315,False,False
1353.0,87.437,0.07,Morty,66.298,66.996,123.956,,,,,,,,,257.25,False,False
1354.0,85.222,0.07,Morty,66.298,59.871,123.956,,,,,,,,,250.125,False,False
1355.0,83.651,0.02,Morty,66.298,54.571,123.956,,,,,,,,,244.825,False,False
1356.0,82.976,0.0,Jerry,52.229,54.571,123.956,,,,,,,,,230.755,False,False
1357.0,83.035,0.0,Jerry,52.434,54.571,123.956,,,,,,,,,230.96,False,False
1358.0,83.574,0.0,Jerry,54.307,54.571,123.956,,,,,,,,,232.833,False,False
1359.0,84.343,0.0,Jerry,56.931,54.571,123.956,,,,,,,,,235.457,False,False
1360.0,85.103,0.0,Jerry,59.478,54.571,123.956,,,,,,,,,238.005,False,False
1361.0,85.713,0.0,Morty,59.478,61.487,123.956,,,,,,,,,244.921,False,False
1362.0,86.172,0.05,Morty,59.478,62.977,123.956,,,,,,,,,246.411,False,False
1363.0,86.51,0.07,Morty,59.478,64.064,123.956,,,,,,,,,247.498,False,False
1364.0,86.758,0.06,Morty,59.478,64.857,123.956,,,,,,,,,248.291,False,False
1365.0,86.945,0.06,Morty,59.478,65.451,123.956,,,,,,,,,248.885,False,False
1366.0,87.081,0.07,Morty,59.478,65.878,123.956,,,,,,,,,249.312,False,False
1367.0,87.144,0.04,Morty,59.478,66.08,123.956,,,,,,,,,249.514,False,False
1368.0,87.112,0.02,Morty,59.478,65.976,123.956,,,,,,,,,249.41,False,False
1369.0,86.956,0.04,Morty,59.478,65.486,123.956,,,,,,,,,248.92,False,False
1370.0,86.652,0.07,Morty,59.478,64.52,123.956,,,,,,,,,247.954,False,False
1371.0,86.174,0.03,Morty,59.478,62.983,123.956,,,,,,,,,246.417,False,False
1372.0,85.494,0.06,Morty,59.478,60.768,123.956,,,,,,,,,244.202,False,False
1373.0,84.586,0.06,Morty,59.478,57.752,123.956,,,,,,,,,241.186,False,False
1374.0,83.425,0.03,Jerry,53.791,57.752,123.956,,,,,,,,,235.498,False,False
1375.0,82.706,0.0,Jerry,51.282,57.752,123.956,,,,,,,,,232.99,False,False
1376.0,83.043,0.0,Jerry,52.463,57.752,123.956,,,,,,,,,234.171,False,False
1377.0,82.842,0.0,Jerry,51.76,57.752,123.956,,,,,,,,,233.467,False,False
1378.0,82.209,0.0,Jerry,49.524,57.752,123.956,,,,,,,,,231.231,False,False
1379.0,81.251,0.0,Jerry,46.075,57.752,123.956,,,,,,,,,227.782,False,False
1380.0,80.075,0.0,Jerry,41.734,57.752,123.956,,,,,,,,,223.441,True,False
1381.0,155.429,0.07,Rick,0.0,0.0,86.66,,,,,,,,,86.66,False,False
1382.0,146.921,0.13,Rick,0.0,0.0,105.304,,,,,,,,,105.304,False,False
1383.0,140.566,0.12,Rick,0.0,0.0,115.291,,,,,,,,,115.291,False,False
1384.0,135.927,0.06,Rick,0.0,0.0,120.454,,,,,,,,,120.454,False,False
1385.0,132.599,0.15,Rick,0.0,0.0,123.052,,,,,,,,,123.052,False,False
1386.0,130.207,0.11,Rick,0.0,0.0,124.349,,,,,,,,,124.349,False,False
1387.0,128.396,0.15,Rick,0.0,0.0,125.014,,,,,,,,,125.014,False,False
1388.0,126.83,0.05,Rick,0.0,0.0,125.368,,,,,,,,,125.368,False,False
1389.0,125.211,0.06,Rick,0.0,0.0,125.52,,,,,,,,,125.52,False,False
1390.0,123.39,0.11,Rick,0.0,0.0,125.429,,,,,,,,,125.429,False,False
1391.0,121.429,0.12,Rick,0.0,0.0,125.021,,,,,,,,,125.021,False,False
1392.0,119.446,0.07,Rick,0.0,0.0,124.283,,,,,,,,,124.283,False,False
1393.0,117.569,0.01,Morty,0.0,123.282,124.283,,,,,,,,,247.565,False,False
1394.0,115.915,0.06,Morty,0.0,122.157,124.283,,,,,,,,,246.44,False,False
1395.0,114.534,0.01,Morty,0.0,121.043,124.283,,,,,,,,,245.326,False,False
1396.0,113.364,0.01,Morty,0.0,119.974,124.283,,,,,,,,,244.257,False,False
1397.0,112.321,0.04,Morty,0.0,118.925,124.283,,,,,,,,,243.208,False,False
1398.0,111.325,0.03,Morty,0.0,117.839,124.283,,,,,,,,,242.122,False,False
1399.0,110.309,0.0,Morty,0.0,116.645,124.283,,,,,,,,,240.928,False,False
1400.0,109.243,0.07,Morty,0.0,115.301,124.283,,,,,,,,,239.585,False,False
1401.0,108.163,0.06,Morty,0.0,113.842,124.283,,,,,,,,,238.126,False,False
1402.0,107.117,0.07,Morty,0.0,112.336,124.283,,,,,,,,,236.62,False,False
1403.0,106.156,0.02,Morty,0.0,110.872,124.283,,,,,,,,,235.155,False,False
1404.0,105.325,0.06,Morty,0.0,109.545,124.283,,,,,,,,,233.828,False,False
1405.0,104.637,0.07,Morty,0.0,108.401,124.283,,,,,,,,,232.684,False,False
1406.0,104.046,0.03,Morty,0.0,107.388,124.283,,,,,,,,,231.672,False,False
1407.0,103.499,0.02,Morty,0.0,106.425,124.283,,,,,,,,,230.708,False,False
1408.0,102.942,0.05,Morty,0.0,105.417,124.283,,,,,,,,,229.701,False,False
1409.0,102.328,0.0,Morty,0.0,104.278,124.283,,,,,,,,,228.561,False,False
1410.0,101.657,0.0,Morty,0.0,102.995,124.283,,,,,,,,,227.278,False,False
1411.0,100.993,0.0,Morty,0.0,101.689,124.283,,,,,,,,,225.972,False,False
1412.0,100.417,0.06,Morty,0.0,100.527,124.283,,,,,,,,,224.81,False,False
1413.0,100.01,0.06,Morty,0.0,99.69,124.283,,,,,,,,,223.973,False,False
1414.0,99.844,0.04,Morty,0.0,99.343,124.283,,,,,,,,,223.626,False,False
1415.0,99.923,0.06,Morty,0.0,99.507,124.283,,,,,,,,,223.79,False,False
1416.0,100.152,0.02,Morty,0.0,99.984,124.283,,,,,,,,,224.267,False,False
1417.0,100.417,0.05,Morty,0.0,100.527,124.283,,,,,,,,,224.811,False,False
1418.0,100.601,0.0,Morty,0.0,100.902,124.283,,,,,,,,,225.185,False,False
1419.0,100.597,0.03,Morty,0.0,100.893,124.283,,,,,,,,,225.176,False,False
1420.0,100.344,0.01,Morty,0.0,100.377,124.283,,,,,,,,,224.661,False,False
1421.0,99.856,0.01,Morty,0.0,99.369,124.283,,,,,,,,,223.652,False,False
1422.0,99.163,0.03,Morty,0.0,97.901,124.283,,,,,,,,,222.185,False,False
1423.0,98.295,0.06,Morty,0.0,96.005,124.283,,,,,,,,,220.288,False,False
1424.0,97.28,0.03,Morty,0.0,93.711,124.283,,,,,,,,,217.994,False,False
1425.0,96.149,0.01,Morty,0.0,91.052,124.283,,,,,,,,,215.335,False,False
1426.0,94.931,0.02,Morty,0.0,88.07,124.283,,,,,,,,,212.354,False,False
1427.0,93.656,0.05,Morty,0.0,84.816,124.283,,,,,,,,,209.1,False,False
1428.0,92.354,0.0,Morty,0.0,81.352,124.283,,,,,,,,,205.635,False,False
1429.0,90.977,0.06,Morty,0.0,77.536,124.283,,,,,,,,,201.819,False,False
1430.0,89.129,0.01,Morty,0.0,72.165,124.283,,,,,,,,,196.449,False,False
1431.0,86.389,0.06,Morty,0.0,63.677,124.283,,,,,,,,,187.96,False,False
1432.0,83.074,0.04,Morty,0.0,52.573,124.283,,,,,,,,,176.856,False,False
1433.0,79.504,0.07,Jerry,39.588,52.573,124.283,,,,,,,,,216.445,False,False
1434.0,75.997,0.0,Jerry,25.797,52.573,124.283,,,,,,,,,202.653,False,False
1435.0,72.871,0.0,Jerry,12.639,52.573,124.283,,,,,,,,,189.495,False,False
1436.0,70.443,0.0,Jerry,1.859,52.573,124.283,,,,,,,,,178.716,False,False
1437.0,69.033,0.0,Jerry,-4.631,52.573,124.283,,,,,,,,,172.225,False,False
1438.0,68.956,0.0,Jerry,-4.988,52.573,124.283,,,,,,,,,171.868,False,False
1439.0,70.465,0.0,Jerry,1.957,52.573,124.283,,,,,,,,,178.814,False,False
1440.0,73.409,0.0,Jerry,14.961,52.573,124.283,,,,,,,,,191.818,False,False
1441.0,77.036,0.0,Jerry,29.988,52.573,124.283,,,,,,,,,206.844,False,False
1442.0,80.459,0.0,Jerry,43.166,52.573,124.283,,,,,,,,,220.022,False,False
1443.0,82.794,0.0,Jerry,51.592,52.573,124.283,,,,,,,,,228.448,False,False
1444.0,83.257,0.0,Jerry,53.209,52.573,124.283,,,,,,,,,230.065,False,False
1445.0,81.683,0.0,Jerry,47.638,52.573,124.283,,,,,,,,,224.494,False,False
1446.0,78.831,0.0,Jerry,37.021,52.573,124.283,,,,,,,,,213.877,False,False
1447.0,75.669,0.0,Jerry,24.453,52.573,124.283,,,,,,,,,201.309,False,False
1448.0,73.161,0.0,Jerry,13.894,52.573,124.283,,,,,,,,,190.75,False,False
1449.0,72.176,0.0,Jerry,9.601,52.573,124.283,,,,,,,,,186.457,False,False
1450.0,72.99,0.0,Jerry,13.153,52.573,124.283,,,,,,,,,190.009,False,False
1451.0,74.994,0.0,Jerry,21.665,52.573,124.283,,,,,,,,,198.521,False,False
1452.0,77.385,0.0,Jerry,31.375,52.573,124.283,,,,,,,,,208.232,False,False
1453.0,79.355,0.0,Jerry,39.021,52.573,124.283,,,,,,,,,215.877,False,False
1454.0,80.176,0.0,Jerry,42.111,52.573,124.283,,,,,,,,,218.967,False,False
1455.0,79.578,0.0,Jerry,39.867,52.573,124.283,,,,,,,,,216.723,True,False
1456.0,159.384,0.02,Rick,0.0,0.0,75.938,,,,,,,,,75.938,False,False
1457.0,149.988,0.05,Rick,0.0,0.0,99.278,,,,,,,,,99.278,False,False
1458.0,142.883,0.05,Rick,0.0,0.0,112.039,,,,,,,,,112.039,False,False
1459.0,137.609,0.11,Rick,0.0,0.0,118.789,,,,,,,,,118.789,False,False
1460.0,133.746,0.03,Rick,0.0,0.0,122.261,,,,,,,,,122.261,False,False
1461.0,130.902,0.08,Rick,0.0,0.0,124.022,,,,,,,,,124.022,False,False
1462.0,128.712,0.14,Rick,0.0,0.0,124.918,,,,,,,,,124.918,False,False
1463.0,126.832,0.07,Rick,0.0,0.0,125.368,,,,,,,,,125.368,False,False
1464.0,124.956,0.1,Rick,0.0,0.0,125.524,,,,,,,,,125.524,False,False
1465.0,122.929,0.05,Rick,0.0,0.0,125.362,,,,,,,,,125.362,False,False
1466.0,120.81,0.1,Rick,0.0,0.0,124.826,,,,,,,,,124.826,False,False
1467.0,118.713,0.14,Rick,0.0,0.0,123.927,,,,,,,,,123.927,False,False
1468.0,116.76,0.0,Morty,0.0,122.76,123.927,,,,,,,,,246.687,False,False
1469.0,115.069,0.06,Morty,0.0,121.493,123.927,,,,,,,,,245.42,False,False
1470.0,113.685,0.05,Morty,0.0,120.278,123.927,,,,,,,,,244.205,False,False
1471.0,112.544,0.05,Morty,0.0,119.157,123.927,,,,,,,,,243.084,False,False
1472.0,111.56,0.01,Morty,0.0,118.102,123.927,,,,,,,,,242.03,False,False
1473.0,110.651,0.01,Morty,0.0,117.057,123.927,,,,,,,,,240.984,False,False
1474.0,109.747,0.01,Morty,0.0,115.948,123.927,,,,,,,,,239.875,False,False
1475.0,108.816,0.02,Morty,0.0,114.735,123.927,,,,,,,,,238.662,False,False
1476.0,107.89,0.05,Morty,0.0,113.458,123.927,,,,,,,,,237.385,False,False
1477.0,107.016,0.01,Morty,0.0,112.186,123.927,,,,,,,,,236.113,False,False
1478.0,106.242,0.06,Morty,0.0,111.007,123.927,,,,,,,,,234.934,False,False
1479.0,105.614,0.06,Morty,0.0,110.012,123.927,,,,,,,,,233.939,False,False
1480.0,105.14,0.07,Morty,0.0,109.24,123.927,,,,,,,,,233.167,False,False
1481.0,104.775,0.0,Morty,0.0,108.635,123.927,,,,,,,,,232.562,False,False
1482.0,104.465,0.03,Morty,0.0,108.11,123.927,,,,,,,,,232.037,False,False
1483.0,104.155,0.07,Morty,0.0,107.576,123.927,,,,,,,,,231.503,False,False
1484.0,103.796,0.03,Morty,0.0,106.95,123.927,,,,,,,,,230.878,False,False
1485.0,103.387,0.05,Morty,0.0,106.224,123.927,,,,,,,,,230.151,False,False
1486.0,102.993,0.07,Morty,0.0,105.511,123.927,,,,,,,,,229.438,False,False
1487.0,102.693,0.03,Morty,0.0,104.959,123.927,,,,,,,,,228.886,False,False
1488.0,102.567,0.02,Morty,0.0,104.725,123.927,,,,,,,,,228.652,False,False
1489.0,102.685,0.03,Morty,0.0,104.943,123.927,,,,,,,,,228.87,False,False
1490.0,103.049,0.03,Morty,0.0,105.612,123.927,,,,,,,,,229.539,False,False
1491.0,103.564,0.0,Morty,0.0,106.54,123.927,,,,,,,,,230.467,False,False
1492.0,104.112,0.06,Morty,0.0,107.503,123.927,,,,,,,,,231.43,False,False
1493.0,104.577,0.03,Morty,0.0,108.3,123.927,,,,,,,,,232.227,False,False
1494.0,104.85,0.01,Morty,0.0,108.759,123.927,,,,,,,,,232.686,False,False
1495.0,104.87,0.04,Morty,0.0,108.792,123.927,,,,,,,,,232.719,False,False
1496.0,104.65,0.0,Morty,0.0,108.423,123.927,,,,,,,,,232.35,False,False
1497.0,104.219,0.04,Morty,0.0,107.688,123.927,,,,,,,,,231.615,False,False
1498.0,103.607,0.04,Morty,0.0,106.616,123.927,,,,,,,,,230.543,False,False
1499.0,102.842,0.05,Morty,0.0,105.234,123.927,,,,,,,,,229.161,False,False
1500.0,101.955,0.03,Morty,0.0,103.568,123.927,,,,,,,,,227.495,False,False
1501.0,100.974,0.07,Morty,0.0,101.65,123.927,,,,,,,,,225.577,False,False
1502.0,99.928,0.0,Morty,0.0,99.519,123.927,,,,,,,,,223.446,False,False
1503.0,98.847,0.07,Morty,0.0,97.219,123.927,,,,,,,,,221.146,False,False
1504.0,97.684,0.06,Morty,0.0,94.635,123.927,,,,,,,,,218.562,False,False
1505.0,96.041,0.04,Morty,0.0,90.794,123.927,,,,,,,,,214.721,False,False
1506.0,93.497,0.06,Morty,0.0,84.401,123.927,,,,,,,,,208.328,False,False
1507.0,90.369,0.02,Morty,0.0,75.8,123.927,,,,,,,,,199.727,False,False
1508.0,86.976,0.07,Morty,0.0,65.547,123.927,,,,,,,,,189.474,False,False
1509.0,83.634,0.06,Morty,0.0,54.511,123.927,,,,,,,,,178.438,False,False
1510.0,80.661,0.07,Jerry,43.912,54.511,123.927,,,,,,,,,222.35,False,False
1511.0,78.376,0.0,Jerry,35.261,54.511,123.927,,,,,,,,,213.699,False,False
1512.0,77.094,0.0,Jerry,30.219,54.511,123.927,,,,,,,,,208.657,False,False
1513.0,77.133,0.0,Jerry,30.377,54.511,123.927,,,,,,,,,208.815,False,False
1514.0,78.744,0.0,Jerry,36.687,54.511,123.927,,,,,,,,,215.124,False,False
1515.0,81.776,0.0,Jerry,47.972,54.511,123.927,,,,,,,,,226.41,False,False
1516.0,85.475,0.0,Jerry,60.706,54.511,123.927,,,,,,,,,239.143,False,False
1517.0,88.955,0.0,Morty,60.706,71.643,123.927,,,,,,,,,256.276,False,False
1518.0,91.33,0.02,Morty,60.706,78.529,123.927,,,,,,,,,263.161,False,False
1519.0,91.817,0.07,Morty,60.706,79.883,123.927,,,,,,,,,264.516,False,False
1520.0,90.251,0.06,Morty,60.706,75.46,123.927,,,,,,,,,260.092,False,False
1521.0,87.392,0.01,Morty,60.706,66.857,123.927,,,,,,,,,251.489,False,False
1522.0,84.206,0.06,Morty,60.706,56.467,123.927,,,,,,,,,241.099,False,False
1523.0,81.659,0.04,Jerry,47.551,56.467,123.927,,,,,,,,,227.945,False,False
1524.0,80.618,0.0,Jerry,43.752,56.467,123.927,,,,,,,,,224.145,False,False
1525.0,81.36,0.0,Jerry,46.468,56.467,123.927,,,,,,,,,226.862,False,False
1526.0,83.275,0.0,Jerry,53.271,56.467,123.927,,,,,,,,,233.664,False,False
1527.0,85.558,0.0,Jerry,60.979,56.467,123.927,,,,,,,,,241.373,False,False
1528.0,87.402,0.0,Morty,60.979,66.889,123.927,,,,,,,,,251.794,False,False
1529.0,88.079,0.02,Morty,60.979,68.985,123.927,,,,,,,,,253.891,False,False
1530.0,87.317,0.0,Morty,60.979,66.622,123.927,,,,,,,,,251.528,False,False
1531.0,85.538,0.03,Morty,60.979,60.912,123.927,,,,,,,,,245.818,False,False
1532.0,83.313,0.05,Morty,60.979,53.402,123.927,,,,,,,,,238.308,False,False
1533.0,81.215,0.01,Jerry,45.944,53.402,123.927,,,,,,,,,223.273,False,False
1534.0,79.773,0.0,Jerry,40.602,53.402,123.927,,,,,,,,,217.93,False,False
1535.0,79.237,0.0,Jerry,38.574,53.402,123.927,,,,,,,,,215.903,False,False
1536.0,79.449,0.0,Jerry,39.38,53.402,123.927,,,,,,,,,216.709,False,False
1537.0,80.157,0.0,Jerry,42.043,53.402,123.927,,,,,,,,,219.372,False,False
1538.0,81.11,0.0,Jerry,45.561,53.402,123.927,,,,,,,,,222.89,False,False
1539.0,82.072,0.0,Jerry,49.036,53.402,123.927,,,,,,,,,226.364,False,False
1540.0,82.902,0.0,Jerry,51.97,53.402,123.927,,,,,,,,,229.299,False,False
1541.0,83.599,0.0,Jerry,54.392,53.402,123.927,,,,,,,,,231.72,False,False
1542.0,84.194,0.0,Jerry,56.427,53.402,123.927,,,,,,,,,233.756,False,False
1543.0,84.719,0.0,Jerry,58.197,53.402,123.927,,,,,,,,,235.526,False,False
1544.0,85.201,0.0,Jerry,59.803,53.402,123.927,,,,,,,,,237.132,False,False
1545.0,85.65,0.0,Morty,59.803,61.28,123.927,,,,,,,,,245.01,False,False
1546.0,86.046,0.05,Morty,59.803,62.571,123.927,,,,,,,,,246.302,False,False
1547.0,86.365,0.0,Morty,59.803,63.601,123.927,,,,,,,,,247.331,False,False
1548.0,86.582,0.06,Morty,59.803,64.294,123.927,,,,,,,,,248.024,False,False
1549.0,86.67,0.03,Morty,59.803,64.576,123.927,,,,,,,,,248.306,False,False
1550.0,86.604,0.02,Morty,59.803,64.367,123.927,,,,,,,,,248.097,False,False
1551.0,86.36,0.0,Morty,59.803,63.583,123.927,,,,,,,,,247.313,False,False
1552.0,85.91,0.05,Morty,59.803,62.129,123.927,,,,,,,,,245.859,False,False
1553.0,85.228,0.03,Morty,59.803,59.893,123.927,,,,,,,,,243.623,False,False
1554.0,85.012,0.04,Morty,59.803,59.175,123.927,,,,,,,,,242.906,False,False
1555.0,85.874,0.05,Morty,59.803,62.013,123.927,,,,,,,,,245.743,False,False
1556.0,86.221,0.06,Morty,59.803,63.137,123.927,,,,,,,,,246.867,False,False
1557.0,86.159,0.04,Morty,59.803,62.936,123.927,,,,,,,,,246.666,False,False
1558.0,85.793,0.02,Morty,59.803,61.747,123.927,,,,,,,,,245.477,False,False
1559.0,85.228,0.0,Morty,59.803,59.892,123.927,,,,,,,,,243.622,False,False
1560.0,84.57,0.01,Morty,59.803,57.698,123.927,,,,,,,,,241.428,False,False
1561.0,83.924,0.01,Jerry,55.508,57.698,123.927,,,,,,,,,237.133,False,False
1562.0,83.396,0.0,Jerry,53.69,57.698,123.927,,,,,,,,,235.314,False,False
1563.0,83.089,0.0,Jerry,52.625,57.698,123.927,,,,,,,,,234.25,False,False
1564.0,83.101,0.0,Jerry,52.664,57.698,123.927,,,,,,,,,234.289,False,False
1565.0,83.465,0.0,Jerry,53.929,57.698,123.927,,,,,,,,,235.553,False,False
1566.0,84.128,0.0,Jerry,56.201,57.698,123.927,,,,,,,,,237.826,False,False
1567.0,85.015,0.0,Jerry,59.184,57.698,123.927,,,,,,,,,240.808,False,False
1568.0,86.051,0.0,Morty,59.184,62.587,123.927,,,,,,,,,245.697,False,False
1569.0,87.165,0.04,Morty,59.184,66.145,123.927,,,,,,,,,249.256,False,False
1570.0,88.296,0.01,Morty,59.184,69.651,123.927,,,,,,,,,252.761,False,False
1571.0,89.399,0.01,Morty,59.184,72.968,123.927,,,,,,,,,256.079,False,False
1572.0,90.435,0.06,Morty,59.184,75.989,123.927,,,,,,,,,259.099,False,False
1573.0,91.362,0.05,Morty,59.184,78.617,123.927,,,,,,,,,261.728,False,False
1574.0,92.143,0.07,Morty,59.184,80.778,123.927,,,,,,,,,263.889,False,False
1575.0,92.767,0.02,Morty,59.184,82.466,123.927,,,,,,,,,265.577,False,False
1576.0,93.256,0.04,Morty,59.184,83.767,123.927,,,,,,,,,266.878,False,False
1577.0,93.642,0.01,Morty,59.184,84.778,123.927,,,,,,,,,267.888,False,False
1578.0,93.953,0.07,Morty,59.184,85.586,123.927,,,,,,,,,268.697,False,False
1579.0,94.222,0.07,Morty,59.184,86.276,123.927,,,,,,,,,269.387,False,False
1580.0,94.476,0.04,Morty,59.184,86.924,123.927,,,,,,,,,270.034,False,False
1581.0,94.744,0.01,Morty,59.184,87.6,123.927,,,,,,,,,270.711,False,False
1582.0,95.052,0.05,Morty,59.184,88.373,123.927,,,,,,,,,271.483,False,False
1583.0,95.429,0.03,Morty,59.184,89.305,123.927,,,,,,,,,272.416,False,False
1584.0,95.896,0.07,Morty,59.184,90.444,123.927,,,,,,,,,273.555,False,False
1585.0,96.446,0.04,Morty,59.184,91.76,123.927,,,,,,,,,274.871,False,False
1586.0,97.024,0.03,Morty,59.184,93.12,123.927,,,,,,,,,276.23,False,False
1587.0,97.569,0.03,Morty,59.184,94.374,123.927,,,,,,,,,277.484,False,False
1588.0,98.017,0.04,Morty,59.184,95.387,123.927,,,,,,,,,278.497,False,False
1589.0,98.318,0.03,Morty,59.184,96.056,123.927,,,,,,,,,279.167,False,False
1590.0,98.492,0.01,Morty,59.184,96.441,123.927,,,,,,,,,279.551,False,False
1591.0,98.669,0.04,Morty,59.184,96.831,123.927,,,,,,,,,279.941,False,False
1592.0,99.004,0.02,Morty,59.184,97.559,123.927,,,,,,,,,280.67,False,False
1593.0,99.652,0.06,Morty,59.184,98.94,123.927,,,,,,,,,282.05,False,False
1594.0,100.749,0.05,Morty,59.184,101.2,123.927,,,,,,,,,284.311,False,False
1595.0,102.335,0.07,Morty,59.184,104.29,123.927,,,,,,,,,287.401,False,False
1596.0,104.301,0.06,Morty,59.184,107.829,123.927,,,,,,,,,290.939,False,False
1597.0,106.504,0.07,Morty,59.184,111.411,123.927,,,,,,,,,294.521,False,False
1598.0,108.801,0.06,Morty,59.184,114.715,123.927,,,,,,,,,297.826,False,False
1599.0,111.05,0.0,Morty,59.184,117.524,123.927,,,,,,,,,300.634,False,False
1600.0,113.107,0.06,Morty,59.184,119.724,123.927,,,,,,,,,302.834,False,False
1601.0,114.83,0.04,Morty,59.184,121.294,123.927,,,,,,,,,304.405,False,False
1602.0,116.075,0.03,Morty,59.184,122.276,123.927,,,,,,,,,305.386,False,False
1603.0,116.7,0.04,Morty,59.184,122.719,123.927,,,,,,,,,305.83,False,False
1604.0,116.639,0.05,Morty,59.184,122.677,123.927,,,,,,,,,305.788,False,False
1605.0,116.177,0.06,Morty,59.184,122.351,123.927,,,,,,,,,305.461,False,False
1606.0,115.747,0.04,Morty,59.184,122.03,123.927,,,,,,,,,305.14,False,False
1607.0,115.283,0.03,Morty,59.184,121.667,123.927,,,,,,,,,304.777,False,False
1608.0,114.721,0.0,Morty,59.184,121.203,123.927,,,,,,,,,304.314,False,False
1609.0,113.998,0.0,Morty,59.184,120.567,123.927,,,,,,,,,303.678,False,False
1610.0,113.049,0.04,Morty,59.184,119.666,123.927,,,,,,,,,302.777,False,False
1611.0,111.81,0.05,Morty,59.184,118.378,123.927,,,,,,,,,301.488,False,False
1612.0,110.217,0.05,Morty,59.184,116.534,123.927,,,,,,,,,299.644,False,False
1613.0,108.208,0.0,Morty,59.184,113.905,123.927,,,,,,,,,297.016,False,False
1614.0,105.749,0.04,Morty,59.184,110.229,123.927,,,,,,,,,293.34,False,False
1615.0,102.983,0.05,Morty,59.184,105.493,123.927,,,,,,,,,288.603,False,False
1616.0,100.32,0.03,Morty,59.184,100.329,123.927,,,,,,,,,283.439,False,False
1617.0,98.227,0.0,Morty,59.184,95.856,123.927,,,,,,,,,278.967,False,False
1618.0,97.174,0.06,Morty,59.184,93.466,123.927,,,,,,,,,276.576,False,False
1619.0,97.561,0.07,Morty,59.184,94.356,123.927,,,,,,,,,277.466,False,False
1620.0,99.396,0.0,Morty,59.184,98.4,123.927,,,,,,,,,281.51,False,False
1621.0,102.091,0.01,Morty,59.184,103.829,123.927,,,,,,,,,286.939,False,False
1622.0,104.926,0.01,Morty,59.184,108.886,123.927,,,,,,,,,291.997,False,False
1623.0,107.18,0.01,Morty,59.184,112.43,123.927,,,,,,,,,295.54,False,False
1624.0,108.202,0.07,Morty,59.184,113.896,123.927,,,,,,,,,297.007,False,False
1625.0,107.744,0.06,Morty,59.184,113.249,123.927,,,,,,,,,296.36,False,False
1626.0,106.168,0.0,Morty,59.184,110.89,123.927,,,,,,,,,294.001,False,False
1627.0,103.969,0.07,Morty,59.184,107.253,123.927,,,,,,,,,290.364,False,False
1628.0,101.644,0.04,Morty,59.184,102.969,123.927,,,,,,,,,286.08,False,False
1629.0,99.659,0.07,Morty,59.184,98.956,123.927,,,,,,,,,282.067,False,False
1630.0,98.308,0.02,Morty,59.184,96.034,123.927,,,,,,,,,279.145,False,False
1631.0,97.618,0.04,Morty,59.184,94.485,123.927,,,,,,,,,277.596,False,False
1632.0,97.562,0.03,Morty,59.184,94.357,123.927,,,,,,,,,277.468,False,False
1633.0,98.11,0.0,Morty,59.184,95.595,123.927,,,,,,,,,278.705,False,False
1634.0,99.226,0.01,Morty,59.184,98.037,123.927,,,,,,,,,281.147,False,False
1635.0,100.828,0.04,Morty,59.184,101.359,123.927,,,,,,,,,284.47,False,False
1636.0,102.764,0.02,Morty,59.184,105.09,123.927,,,,,,,,,288.201,False,False
1637.0,104.87,0.07,Morty,59.184,108.792,123.927,,,,,,,,,291.903,False,False
1638.0,106.978,0.0,Morty,59.184,112.13,123.927,,,,,,,,,295.24,False,False
1639.0,108.93,0.03,Morty,59.184,114.888,123.927,,,,,,,,,297.999,False,False
1640.0,110.596,0.03,Morty,59.184,116.991,123.927,,,,,,,,,300.101,False,False
1641.0,111.892,0.06,Morty,59.184,118.468,123.927,,,,,,,,,301.578,False,False
1642.0,112.748,0.06,Morty,59.184,119.366,123.927,,,,,,,,,302.476,False,False
1643.0,113.091,0.03,Morty,59.184,119.708,123.927,,,,,,,,,302.818,False,False
1644.0,112.858,0.01,Morty,59.184,119.476,123.927,,,,,,,,,302.587,False,False
1645.0,112.049,0.01,Morty,59.184,118.636,123.927,,,,,,,,,301.747,False,False
1646.0,110.753,0.06,Morty,59.184,117.177,123.927,,,,,,,,,300.288,False,False
1647.0,109.081,0.01,Morty,59.184,115.088,123.927,,,,,,,,,298.198,False,False
1648.0,107.143,0.04,Morty,59.184,112.375,123.927,,,,,,,,,295.485,False,False
1649.0,105.05,0.04,Morty,59.184,109.093,123.927,,,,,,,,,292.203,False,False
1650.0,102.912,0.07,Morty,59.184,105.363,123.927,,,,,,,,,288.473,False,False
